gene,log2FC,t,p,q
C2,-0.9174722931607384,-5.043025995009769,7.930792421078835e-06,0.00040633448861672716
CHAC2,-1.3983543329179926,-5.192436755247837,8.195216301770398e-06,0.0004180955244337247
MRPS15,-0.5540043247624951,-4.987677235805235,8.250893606985465e-06,0.00041915238751757944
LPL,-1.914440755865905,-5.115815558286984,8.523872713761823e-06,0.0004311928690518587
PRKAA2,1.2766511313582278,4.91815141664734,8.676911683354139e-06,0.000437090311645936
NDNF,1.1719177382370738,4.858917394410454,8.742915349611704e-06,0.0004385724356757101
TMC4,0.47218891371937577,4.933082355099954,8.79537400915001e-06,0.0004393655791487478
TTC32,-1.4622710539283146,-5.1234693535949285,8.90191865125475e-06,0.0004426240925175655
ENSG00000279006,-0.8958508790197396,-4.842770774340993,8.934442438005743e-06,0.0004426240925175655
ERLEC1,-0.43097267909581927,-4.844888295319599,9.114089081735389e-06,0.00044966590123837687
PIP4P2,-1.273209705994222,-4.979866441228504,9.28053355888932e-06,0.0004560012985144429
AR,-1.1530232219752445,-4.776810229536693,9.435195175300789e-06,0.00046170838757829044
POLR1D,-0.3847237538201771,-4.9061898346745005,9.5394745930807e-06,0.00046491366218066876
HMGCS1,-1.2989158656224404,-4.8924621720535395,9.765954772784175e-06,0.0004740244201251396
RABEP2,0.6808261962203908,4.898054689752969,9.915890237243512e-06,0.00047936132279964707
PLA2G3,-1.348082173622162,-4.923105747352892,1.0046880912868807e-05,0.00048374319383286796
APOBEC3C,1.1614502025761761,4.853764206658276,1.0517852098908381e-05,0.0005043941152552504
TYMP,0.7102126504733715,4.732525850017293,1.0608787585081307e-05,0.0005067281050101187
ITGA3,0.6774996760763905,4.732748786785952,1.076702471535606e-05,0.000510051658069194
FMO5,-1.4292698405497593,-4.835288158851506,1.0799230232762801e-05,0.000510051658069194
SFTA1P,0.5681934773402855,4.764955796205482,1.0805998928148745e-05,0.000510051658069194
ARHGEF3,1.0051603694189821,4.8812285853910184,1.11413849330981e-05,0.000523082978504174
PMEPA1,0.9555803721315321,4.733474746713148,1.1169342105018646e-05,0.000523082978504174
MGST3,-0.501700055969124,-4.8915282051350095,1.1476092383365858e-05,0.0005353574769812189
BMP4,1.3897035868550325,4.890759950351192,1.1562291198854034e-05,0.0005372880200893837
MFSD4A,1.612802546154487,4.990801414688975,1.2273928957531657e-05,0.00056815495857856
ZNF532,1.0688595247166441,4.780594843481755,1.3059671176789417e-05,0.0006022015297635705
NUDT16,-0.7978340224647225,-4.691289297889791,1.3691402842620527e-05,0.0006276662118589131
KGD4,-0.5053237072079355,-4.783166184184566,1.3716619193180018e-05,0.0006276662118589131
NPC2,0.5365777132576479,4.6640134889189735,1.4099237180010835e-05,0.0006427215001944864
RPL14,-0.5135164090028486,-4.778317602704798,1.4209763321314006e-05,0.0006453062593152789
PPP1R12B,0.9021605165407562,4.6923163884625385,1.430904966304569e-05,0.0006473630053217162
TLCD1,-1.0804131950319906,-4.77525299465658,1.4440259593244662e-05,0.000650739789476536
IDS,0.659516355962209,4.668367163994056,1.4521584945664972e-05,0.000650739789476536
XAF1,1.2025628546944072,4.755902576118666,1.454652294434162e-05,0.000650739789476536
ENSG00000214708,-1.0279552666521932,-4.664396477152382,1.4899132226446471e-05,0.0006640360455868651
DDIT4,1.103819715175728,4.645625325050648,1.4990872897900294e-05,0.0006656502784182467
ENSG00000268204,-0.9626917282062213,-4.778117552677378,1.5424212577237944e-05,0.0006823648877804639
APBB1IP,-1.45820990843931,-4.9203597107110255,1.5488401767181744e-05,0.0006826854734806689
OPTN,0.9185589503327907,4.683811154729058,1.590769762329521e-05,0.0006985984864677153
GRINA,-0.4694534915839137,-4.668727640358078,1.6263493140957387e-05,0.0007099632691862347
CST3,0.39348606173554757,4.671239247867969,1.628491942832718e-05,0.0007099632691862347
CCNQ,-0.8136300593965196,-4.781842398129943,1.6495446951811577e-05,0.0007165359184973514
PRKAG2-AS1,-1.15563591379038,-4.869999757518761,1.662344831965332e-05,0.0007172664399777001
CTNNBIP1,-0.6357580243047316,-4.627013872733175,1.6631918451397168e-05,0.0007172664399777001
SMAGP,-0.7788154841301749,-4.66885892322211,1.6860722553862592e-05,0.0007213469036297472
ATPAF1,-0.6281620454679002,-4.7543185756147075,1.688117637760099e-05,0.0007213469036297472
PTPRF,0.6802201570598285,4.608312238230239,1.6952168814745816e-05,0.0007213469036297472
NR1D1,-1.5366944434992345,-4.720848073446004,1.696720550701382e-05,0.0007213469036297472
CTTN,0.4782186199248146,4.6161250029429075,1.7303113250565772e-05,0.0007324430874280788
RCAN1,1.0699612221421848,4.732694040543509,1.735039092748139e-05,0.0007324430874280788
HAX1,-0.450960980305223,-4.628408885165516,1.750594114203986e-05,0.0007363301105408475
ENSG00000227307,-1.2680331632370554,-4.708254476228541,1.7565302495177445e-05,0.0007363301105408475
TMEM98,0.738769364993983,4.686773402846152,1.7778054270502658e-05,0.0007426518907632626
ACTMAP,-1.2757766157866541,-4.759344863839865,1.8356403293138212e-05,0.0007641490245883126
TCIM,0.9371617116162296,4.675941999080134,1.888251582707433e-05,0.0007833303884110524
RAB7B,1.6419086168715673,4.788264271488501,1.9061363341320368e-05,0.0007874011797964705
MMAB,-0.5571302192581111,-4.768234999065947,1.9111997941510797e-05,0.0007874011797964705
S100A14,-0.51709262879249,-4.6936980516780205,1.9490553195792683e-05,0.0008002474050149264
PSMG1,-0.5898277490090704,-4.568632750228727,2.0373555292293934e-05,0.0008336469433423618
SELENON,0.5378333498554726,4.564361148601834,2.0687260022596828e-05,0.0008436039469758958
MACC1,0.812866007428263,4.6553495169103964,2.0906562772653497e-05,0.0008496568850215008
IFI16,0.8699865715313528,4.565357728356107,2.1079311019928805e-05,0.0008537833101956975
KCNK1,0.7605439965247571,4.728789551268976,2.1507424845232845e-05,0.0008681902911430861
IL34,-1.5115123329312312,-4.578545758453075,2.1791677758219297e-05,0.0008767128343734602
HLA-DRB1,0.6374869157148861,4.580251098629738,2.21453461114428e-05,0.0008833374327551765
PCCB,-0.9688544521096105,-4.840504209288693,2.2165206166382484e-05,0.0008833374327551765
KCTD14,-1.3487006788388824,-4.789047556022645,2.2177376533431324e-05,0.0008833374327551765
PIR,-1.325264836240125,-4.810105794933476,2.2557057755600854e-05,0.0008933794888826896
MTCH1,-0.4064752828226661,-4.686286439788227,2.257852907927725e-05,0.0008933794888826896
CHI3L2,-1.9551216272944822,-4.554524523225351,2.3452577040237084e-05,0.0009239797734755556
ITGAV,0.9182616626036273,4.582780471427512,2.3506033106184374e-05,0.0009239797734755556
