gene,log2FC,t,p,q
ATP6V1E1,-0.5414900117117041,-5.978404357088171,1.0822314095915482e-07,2.3333682213229205e-05
ANKRD28,1.8841529595908146,5.909507674624675,1.1876273335426309e-07,2.4939195812779392e-05
VTI1B,-0.44793271331698037,-5.962392395769874,1.2174679624055753e-07,2.4939195812779392e-05
ADI1,-0.7434271407791107,-5.876752536052181,1.2186620448517344e-07,2.4939195812779392e-05
TIMP3,-1.500782912907015,-5.896343604598323,1.320237355518503e-07,2.6567576384217344e-05
ESR2,2.0657519428331366,6.244204178068457,1.361901465630679e-07,2.6956718518073474e-05
PAQR5,-1.9878314835205315,-5.858243371223895,1.4940001470615784e-07,2.8261495876922724e-05
FKBP11,1.2782912060673546,5.846656147690527,1.4963535855588208e-07,2.8261495876922724e-05
ARGLU1-DT,-2.8289901602517795,-5.867746326186783,1.4980418553280224e-07,2.8261495876922724e-05
ROBO1,2.0581975843711886,5.82002897561802,1.577544422716268e-07,2.9303494399809568e-05
ANXA3,-1.8330531552247766,-6.09101684590774,1.8913560945188214e-07,3.460035376548522e-05
ALDH1A3,2.0321703852023827,6.0232516296233785,2.0288703515768485e-07,3.656206063423711e-05
NECTIN2,0.5629993118928072,5.746905701153356,2.071315101940687e-07,3.67780272659292e-05
SCD5,1.6129251192049243,5.876513010088684,2.118464575772213e-07,3.682573049933314e-05
SELL,1.6361706679117978,5.766014582349188,2.13500176822372e-07,3.682573049933314e-05
SRPX,-1.5231203517624747,-5.770983148196519,2.3021601819456645e-07,3.91437038350892e-05
PLAG1,-1.679741000245774,-5.70551873117737,2.3342278251833873e-07,3.91437038350892e-05
MEOX1,3.0882938737285066,5.9134799938108245,2.496046727645669e-07,4.128392902684083e-05
COTL1,1.0247919423649083,5.735219638708958,2.674865852849665e-07,4.3643689604468725e-05
CLSTN3,1.372407945269844,5.723070596258874,2.802653178690718e-07,4.5118979306015645e-05
RSL1D1,0.71062703673668,5.677599265816968,2.8620149936661136e-07,4.5468380307269284e-05
CNN2,1.7291771560139848,5.616304126064018,3.3383806421277123e-07,5.234754269227273e-05
TFPI,-1.0165338478247232,-5.933435385916084,3.51905770761186e-07,5.4473208668853327e-05
HPS1,-0.5445021709466964,-5.649503697495596,3.5958457639034123e-07,5.4651360408368096e-05
EVL,0.8740755917303824,5.600927815204328,3.621093947879284e-07,5.4651360408368096e-05
PVT1,2.022634977269642,5.672724310189641,3.7360452091938205e-07,5.530906579475455e-05
QTRT1,0.751496287728366,5.586569603902137,3.763690821482084e-07,5.530906579475455e-05
MYC,1.4633927036696432,5.709207617858878,3.802097449863034e-07,5.530906579475455e-05
PNMT,-2.589566029022661,-5.630689976023077,4.0305757077548115e-07,5.773669796920511e-05
LRRC32,-0.8589736074197054,-5.568240161376527,4.064617630762327e-07,5.773669796920511e-05
TUBB3,1.640092358431402,5.6293036734288275,4.2328045510825184e-07,5.942660715089573e-05
SLC12A5,1.5851865875206497,5.539446003339397,4.5491616787636296e-07,6.313399782688742e-05
RPS27L,0.5308024718462416,5.536882249811283,4.612724984494704e-07,6.32886834804421e-05
MT-CYB,0.6715077348263154,5.640991172107914,4.700139615178476e-07,6.376346709400553e-05
CHPT1,-1.8182796513617485,-5.575631331704972,4.772894476387233e-07,6.403103100877717e-05
KCNMB4,-1.8629857216289682,-5.656607375064784,4.887345414330529e-07,6.484594344244704e-05
RCSD1,-2.22315206147629,-5.689073366519629,4.980422307066898e-07,6.536262927774535e-05
FTL,-0.6756544846512007,-5.517004515427732,5.283253781952475e-07,6.859140447666041e-05
RRAS,-1.3655361160016115,-5.594518629087208,5.482730897765037e-07,7.042195985432688e-05
MAF,-1.1839640905393685,-5.538181181023405,5.540902920458053e-07,7.042195985432688e-05
