screen_id,gate_r2_logsize,n_sets_used,has_scores,before_rho2,before_r2_linear,source_id,C1_hypergeom_rho2,C1_hypergeom_top10,C1_hypergeom_r2_linear,C2_perm_z_rho2,C2_perm_z_top10,C2_perm_z_r2_linear,C3_camera_rho0_rho2,C3_camera_rho0_top10,C3_camera_rho0_r2_linear,C4_vif_rho01_rho2,C4_vif_rho01_top10,C4_vif_rho01_r2_linear,C4_vif_rho05_rho2,C4_vif_rho05_top10,C4_vif_rho05_r2_linear,C5_residual_rho2,C5_residual_top10,C5_residual_r2_linear
552,0.2479,50,True,0.1131,0.1995,27260156,0.0479,9,0.0207,0.0842,9,0.0006,0.0876,8,0.0462,0.0233,8,0.0196,0.0028,8,0.0064,0.0144,8,0.0
553,0.2711,50,True,0.1038,0.2187,27260156,0.0433,9,0.0274,0.1061,9,0.0025,0.1058,9,0.0507,0.0275,9,0.0226,0.0005,8,0.0079,0.0197,9,0.0
554,0.2757,50,True,0.1138,0.2179,27260156,0.0345,9,0.0239,0.0876,9,0.0015,0.0461,8,0.0429,0.0075,8,0.0176,0.0029,8,0.0052,0.0163,8,0.0
555,0.2573,50,True,0.0915,0.2051,27260156,0.0513,9,0.0276,0.0926,9,0.002,0.1134,9,0.0572,0.0393,9,0.0284,0.0115,9,0.0123,0.0108,8,0.0
556,0.2704,50,True,0.1299,0.2264,27260156,0.0875,9,0.0267,0.0979,9,0.0024,0.0777,9,0.0418,0.014,9,0.0173,0.0009,9,0.0052,0.0164,8,0.0
557,0.3332,50,True,0.1324,0.2691,27260156,0.0288,9,0.028,0.0739,9,0.0042,0.0401,9,0.0386,0.0018,9,0.0152,0.0035,9,0.0041,0.0234,8,0.0
558,0.3041,50,True,0.1102,0.2493,27260156,0.0607,9,0.0295,0.0757,9,0.0032,0.0673,9,0.0456,0.0076,9,0.0197,0.0004,9,0.0066,0.0157,8,0.0
559,0.2476,50,True,0.085,0.1931,27260156,0.061,9,0.0259,0.0914,9,0.0014,0.0506,10,0.0431,0.0077,10,0.0187,0.0005,9,0.0064,0.0189,9,-0.0
560,0.2452,50,True,0.1128,0.2017,27260156,0.0579,9,0.0268,0.0954,9,0.0013,0.0871,9,0.0478,0.0278,10,0.0224,0.004,9,0.009,0.0181,9,0.0
561,0.2807,50,True,0.1427,0.2377,27260156,0.009,9,0.0205,0.0676,9,0.0027,0.023,9,0.034,0.0001,8,0.0124,0.0115,8,0.0028,0.0092,9,0.0
562,0.2565,50,True,0.1642,0.2159,27260156,0.0378,9,0.0256,0.0666,9,0.0031,0.0425,9,0.0357,0.0011,9,0.0146,0.0044,9,0.0042,0.012,9,0.0
563,0.2902,50,True,0.1283,0.236,27260156,0.0238,9,0.0264,0.0664,9,0.0038,0.016,9,0.0355,0.002,9,0.0137,0.0213,9,0.0034,0.0145,8,0.0
564,0.2267,50,True,0.09,0.1806,27260156,0.0647,10,0.0234,0.116,10,0.0004,0.0622,9,0.0438,0.0087,9,0.0187,0.0003,9,0.0061,0.0094,9,0.0
565,0.3058,50,True,0.1101,0.2502,27260156,0.025,9,0.028,0.0764,9,0.0039,0.0577,9,0.0421,0.003,9,0.0178,0.0014,9,0.0056,0.0209,8,0.0
566,0.2943,50,True,0.1132,0.2424,27260156,0.0536,9,0.0284,0.0878,9,0.0041,0.0349,9,0.0398,0.0,8,0.0145,0.0109,8,0.003,0.0228,8,-0.0
567,0.2788,50,True,0.1282,0.2227,27260156,0.0486,9,0.0229,0.085,9,0.0019,0.0458,8,0.0362,0.001,8,0.0126,0.0065,8,0.0024,0.0166,8,0.0
568,0.2683,50,True,0.1191,0.2197,27260156,0.0507,9,0.0264,0.0871,9,0.0019,0.1024,9,0.0559,0.0302,9,0.0271,0.0079,8,0.0113,0.0121,8,0.0
569,0.308,50,True,0.0994,0.2404,27260156,0.0458,9,0.025,0.1071,9,0.0025,0.0539,9,0.0421,0.006,8,0.0177,0.0016,8,0.0056,0.0231,9,-0.0
570,0.219,50,True,0.1266,0.1903,26673326,0.0539,9,0.0291,0.0705,9,0.0013,0.1267,8,0.0721,0.0609,8,0.0332,0.0283,8,0.0128,0.0096,8,0.0
571,0.2306,50,True,0.1904,0.2209,26673326,0.0519,9,0.0215,0.0925,9,0.0,0.1342,7,0.0823,0.0728,7,0.0358,0.0317,7,0.0128,0.0221,9,0.0
572,0.1919,50,True,0.0897,0.1658,26673326,0.105,10,0.0235,0.118,9,0.0001,0.1332,8,0.0754,0.0602,8,0.0329,0.0129,8,0.0114,0.012,10,0.0
573,0.2629,50,True,0.1069,0.2216,26673326,0.06,9,0.0225,0.0835,9,0.0007,0.1649,9,0.0655,0.0804,9,0.0246,0.0226,8,0.0062,0.0141,9,-0.0
574,0.2542,50,True,0.116,0.2224,27760321,0.0071,10,0.0236,0.0185,10,0.0058,0.0095,8,0.0397,0.0047,8,0.0059,0.0293,9,0.0007,0.009,9,0.0
575,0.2796,50,True,0.2032,0.2671,27760321,0.0001,9,0.0316,0.006,9,0.0123,0.0305,8,0.0469,0.0001,8,0.0108,0.0173,8,0.0001,0.0089,9,-0.0
576,0.2806,50,True,0.1658,0.2669,27760321,0.0103,9,0.0317,0.0281,9,0.0099,0.176,8,0.0903,0.0839,8,0.051,0.0453,8,0.0281,0.0166,8,0.0
577,0.3079,50,True,0.1889,0.2689,27760321,0.0072,9,0.0244,0.0299,9,0.0072,0.1272,9,0.0897,0.0787,9,0.051,0.0429,9,0.0278,0.0114,8,0.0
583,0.5296,50,True,0.4347,0.5272,28877469,0.0496,6,0.0062,0.0618,6,0.013,0.0867,4,0.0706,0.0357,4,0.0153,0.0029,4,0.0001,0.0122,7,-0.0
597,0.4852,50,True,0.3648,0.4441,29662178,0.0255,10,0.0278,0.0361,10,0.0029,0.144,9,0.0787,0.0726,9,0.0417,0.0429,9,0.0211,0.0064,9,0.0
6,0.4129,50,True,0.3582,0.3924,25307932,0.1965,8,0.1084,0.135,8,0.1031,0.0099,3,0.0069,0.0,3,0.0062,0.0025,3,0.0372,0.0071,6,0.0
613,0.1294,50,True,0.195,0.1461,29576454,0.0502,8,0.0253,0.0094,8,0.0017,0.0006,5,0.0106,0.0083,5,0.004,0.0254,5,0.038,0.0136,8,0.0
614,0.2136,50,True,0.1307,0.1918,29576454,0.0131,7,0.0327,0.0289,7,0.0063,0.0495,8,0.0366,0.016,7,0.0133,0.0003,7,0.0032,0.005,7,0.0
629,0.1645,50,True,0.0866,0.1588,28700943,0.0673,10,0.0353,0.0146,10,0.0289,0.1775,8,0.0955,0.1154,8,0.0637,0.0885,8,0.0437,0.0221,10,-0.0
66,0.3229,50,True,0.1185,0.2859,28162770,0.0708,9,0.0342,0.0918,9,0.0056,0.1941,9,0.0575,0.1104,9,0.0275,0.0642,9,0.0116,0.0503,9,0.0
67,0.3035,50,True,0.1054,0.2647,28162770,0.0847,8,0.0374,0.1063,8,0.0025,0.2249,8,0.0795,0.1578,8,0.0485,0.1178,8,0.0293,0.0377,8,-0.0
68,0.4178,50,True,0.1943,0.3831,28162770,0.0875,8,0.0286,0.1012,8,0.0014,0.1916,8,0.0671,0.1168,8,0.0382,0.0709,8,0.0212,0.0277,7,0.0
689,0.4508,50,True,0.2927,0.4349,30898113,0.0015,6,0.0209,0.0068,6,0.0028,0.0004,6,0.0219,0.0069,6,0.0016,0.0175,5,0.0021,0.0071,5,0.0
69,0.271,50,True,0.0941,0.2377,28162770,0.0355,10,0.0298,0.08,10,0.0038,0.1697,9,0.0617,0.0692,9,0.0279,0.0216,9,0.0105,0.0266,9,0.0
691,0.2472,50,True,0.1036,0.214,30971826,0.0001,9,0.0325,0.0452,9,0.0126,0.1085,9,0.051,0.0379,9,0.024,0.0108,8,0.0095,0.0142,9,0.0
692,0.2148,50,True,0.0841,0.1778,30971826,0.0717,9,0.0307,0.1274,9,0.0041,0.0755,9,0.0485,0.0173,9,0.0216,0.0018,9,0.0077,0.0209,9,0.0
693,0.1929,50,True,0.0553,0.15,30971826,0.0268,10,0.028,0.107,10,0.0041,0.1358,8,0.0608,0.0749,8,0.0335,0.023,8,0.0173,0.0223,9,0.0
694,0.1985,50,True,0.0971,0.167,30971826,0.0612,9,0.0314,0.1043,9,0.0035,0.1236,9,0.06,0.062,9,0.0321,0.0186,9,0.016,0.0139,9,0.0
695,0.197,50,True,0.0883,0.1659,30971826,0.1043,9,0.0279,0.1232,9,0.0008,0.146,9,0.0615,0.0642,9,0.0309,0.0263,9,0.014,0.0148,9,0.0
696,0.1922,50,True,0.077,0.1576,30971826,0.0307,9,0.0234,0.1211,9,0.0016,0.1939,9,0.0605,0.1119,9,0.0316,0.0758,9,0.0159,0.025,9,0.0
697,0.2106,50,True,0.091,0.1711,30971826,0.0897,10,0.0325,0.1086,10,0.0029,0.1809,9,0.0677,0.0971,9,0.0379,0.0473,9,0.0204,0.0138,9,0.0
698,0.1794,50,True,0.0655,0.1348,30971826,0.0343,10,0.0243,0.1209,10,0.002,0.136,10,0.0643,0.0679,10,0.0343,0.0203,10,0.0167,0.0165,10,0.0
699,0.2404,50,True,0.0925,0.1914,30971826,0.0742,9,0.0249,0.1211,9,0.002,0.1313,9,0.0555,0.0634,9,0.0252,0.0248,9,0.0097,0.0186,9,0.0
70,0.2978,50,True,0.1253,0.2761,28162770,0.0756,9,0.0316,0.0892,9,0.0043,0.1789,9,0.0681,0.0997,8,0.0361,0.063,8,0.0179,0.0326,8,0.0
700,0.2182,50,True,0.0843,0.186,30971826,0.0544,10,0.0292,0.0972,9,0.0029,0.1534,9,0.0575,0.0862,9,0.0292,0.0341,9,0.0138,0.0165,9,0.0
701,0.2128,50,True,0.1215,0.1853,30971826,0.0201,9,0.0296,0.0793,9,0.007,0.0933,9,0.0467,0.0143,9,0.021,0.0006,9,0.008,0.0148,9,-0.0
702,0.2314,50,True,0.0886,0.1977,30971826,0.0355,9,0.0309,0.0771,9,0.0064,0.1372,9,0.0595,0.058,9,0.0286,0.0131,9,0.012,0.0215,9,0.0
703,0.1797,50,True,0.1205,0.1599,30971826,0.0482,9,0.0266,0.092,9,0.006,0.1694,9,0.0596,0.09,9,0.0312,0.0435,9,0.0152,0.022,9,0.0
704,0.1871,50,True,0.0828,0.1578,30971826,0.0521,9,0.0298,0.0983,9,0.0014,0.1456,9,0.0656,0.0553,9,0.0332,0.0236,9,0.0152,0.0183,9,0.0
705,0.2599,50,True,0.1359,0.2097,30971826,0.0594,9,0.0301,0.1043,9,0.0052,0.1237,9,0.0614,0.0631,9,0.0347,0.0188,9,0.0186,0.0185,9,0.0
706,0.2227,50,True,0.0759,0.1763,30971826,0.0301,10,0.0301,0.0807,10,0.0027,0.0895,10,0.0536,0.0305,10,0.0259,0.005,10,0.0109,0.0125,10,-0.0
707,0.2832,50,True,0.1397,0.2537,30971826,0.0025,10,0.0298,0.0292,10,0.0081,0.0154,10,0.0409,0.0003,10,0.0188,0.0162,10,0.0069,0.0086,9,-0.0
708,0.2836,50,True,0.1256,0.2387,30971826,0.0098,10,0.0322,0.0576,10,0.0101,0.0797,10,0.0538,0.0238,10,0.0254,0.0035,10,0.0099,0.0176,10,0.0
709,0.1832,50,True,0.0646,0.1396,30971826,0.0591,9,0.0301,0.1289,9,0.0032,0.1283,9,0.0626,0.0472,9,0.034,0.0115,9,0.0173,0.0212,9,0.0
71,0.3364,50,True,0.1621,0.3022,28162770,0.0177,10,0.0284,0.0469,10,0.0077,0.1127,9,0.0546,0.0506,9,0.0247,0.0218,9,0.0094,0.029,9,0.0
710,0.206,50,True,0.0753,0.1674,30971826,0.0482,9,0.0328,0.105,9,0.0046,0.157,9,0.0616,0.0578,9,0.0342,0.0174,9,0.0179,0.0193,9,0.0
711,0.2428,50,True,0.0955,0.1973,30971826,0.0946,9,0.028,0.1436,9,0.0023,0.133,9,0.0561,0.0403,9,0.0274,0.0085,9,0.0115,0.0319,9,0.0
712,0.2077,50,True,0.0982,0.1745,30971826,0.0527,10,0.0316,0.0847,10,0.0048,0.0914,10,0.0547,0.034,10,0.0289,0.0117,10,0.0144,0.0154,10,0.0
713,0.1702,50,True,0.1025,0.148,30971826,0.0655,9,0.0323,0.1026,9,0.0025,0.2011,9,0.0654,0.1005,9,0.037,0.033,9,0.0199,0.0176,9,0.0
714,0.1426,50,True,0.0611,0.1156,30971826,0.0488,9,0.0236,0.1151,9,0.0016,0.1295,9,0.0617,0.0485,9,0.0323,0.0217,9,0.0153,0.0119,9,0.0
715,0.139,50,True,0.0301,0.1047,30971826,0.0325,9,0.0318,0.1181,9,0.0053,0.125,9,0.0767,0.0648,9,0.0445,0.0295,9,0.0244,0.0208,9,-0.0
716,0.1668,50,True,0.0828,0.1386,30971826,0.0358,9,0.0324,0.0985,9,0.0063,0.1182,9,0.068,0.0498,9,0.0398,0.018,9,0.0221,0.0143,9,0.0
717,0.239,50,True,0.1209,0.2001,30971826,0.0464,9,0.0292,0.0726,9,0.007,0.1512,9,0.0604,0.0643,9,0.0311,0.0291,9,0.0147,0.0206,9,0.0
718,0.1591,50,True,0.0573,0.1293,30971826,0.0508,9,0.0318,0.1154,9,0.0017,0.1342,9,0.0645,0.0624,9,0.0341,0.0329,9,0.017,0.0138,9,0.0
719,0.2485,50,True,0.1025,0.2006,30971826,0.0306,9,0.0316,0.0895,9,0.0046,0.1444,9,0.0667,0.0748,9,0.0353,0.0328,9,0.0175,0.011,9,0.0
72,0.3274,50,True,0.1291,0.2926,28162770,0.0732,9,0.0324,0.0915,9,0.0037,0.1519,9,0.0621,0.0701,9,0.0324,0.0284,9,0.0156,0.0223,9,0.0
720,0.2138,50,True,0.096,0.1685,30971826,0.0494,9,0.0289,0.1249,9,0.0033,0.1259,9,0.07,0.055,9,0.0373,0.0147,9,0.0178,0.0286,9,0.0
721,0.2028,50,True,0.0685,0.1673,30971826,0.0415,9,0.037,0.096,9,0.0064,0.1594,9,0.0681,0.0727,9,0.0363,0.0143,9,0.0177,0.0218,9,0.0
722,0.2086,50,True,0.0912,0.1831,30971826,0.0137,8,0.0357,0.1107,8,0.0111,0.1617,7,0.0855,0.0866,7,0.0571,0.0475,7,0.0378,0.0324,8,0.0
723,0.2089,50,True,0.0869,0.1723,30971826,0.0522,10,0.0404,0.0933,10,0.0082,0.1429,9,0.0827,0.0659,9,0.0555,0.0248,9,0.0374,0.0206,9,0.0
724,0.2234,50,True,0.094,0.1878,30971826,0.0507,9,0.0282,0.0956,9,0.0032,0.0322,9,0.0408,0.0011,9,0.0152,0.0135,9,0.0034,0.0135,8,0.0
725,0.1386,50,True,0.072,0.1238,30971826,0.0568,9,0.0302,0.1311,9,0.0044,0.1236,9,0.0659,0.0593,9,0.0381,0.0209,9,0.0205,0.0069,9,0.0
726,0.1811,50,True,0.0685,0.1523,30971826,0.0329,9,0.0278,0.139,8,0.0032,0.1535,8,0.0615,0.079,8,0.032,0.0271,8,0.0151,0.0207,8,0.0
727,0.2053,50,True,0.0551,0.1618,30971826,0.061,9,0.0276,0.1219,9,0.0025,0.0962,9,0.0619,0.0329,9,0.0327,0.0086,9,0.0153,0.0272,9,0.0
728,0.2835,50,True,0.1196,0.2416,30971826,0.009,9,0.0225,0.0613,9,0.0047,0.0458,9,0.0371,0.0124,9,0.0124,0.0003,8,0.0022,0.013,9,0.0
729,0.2548,50,True,0.1052,0.2103,30971826,0.0143,9,0.0284,0.0829,9,0.004,0.1326,9,0.0577,0.0599,9,0.0296,0.0196,9,0.014,0.0208,9,-0.0
73,0.2939,50,True,0.0989,0.2655,28162770,0.0516,9,0.0355,0.0842,9,0.0068,0.1584,9,0.0698,0.0964,8,0.0398,0.0637,8,0.0221,0.0448,8,0.0
730,0.128,50,True,0.0362,0.1073,30971826,0.0001,8,0.0281,0.0773,8,0.009,0.0506,7,0.0471,0.0084,8,0.0209,0.0009,8,0.0069,0.0293,8,0.0
731,0.2082,50,True,0.1044,0.1667,30971826,0.0462,9,0.027,0.1082,9,0.0025,0.1084,9,0.0512,0.0376,9,0.0252,0.0092,9,0.011,0.016,9,0.0
732,0.246,50,True,0.117,0.2115,30971826,0.0657,9,0.0284,0.0915,9,0.0048,0.1303,9,0.0666,0.0675,9,0.0362,0.0197,9,0.0181,0.0184,9,-0.0
733,0.2151,50,True,0.1258,0.1997,30971826,0.0336,9,0.0336,0.0641,9,0.0134,0.1287,9,0.0688,0.0525,9,0.0414,0.0225,9,0.0243,0.0315,9,0.0
734,0.2328,50,True,0.1114,0.2057,30971826,0.0157,9,0.0273,0.0684,9,0.0057,0.0963,9,0.0495,0.0318,9,0.0218,0.0052,9,0.0077,0.0126,8,0.0
735,0.2341,50,True,0.1009,0.1948,30971826,0.112,9,0.0298,0.1225,9,0.0016,0.1816,9,0.0563,0.0796,9,0.0278,0.0218,9,0.0122,0.0212,9,-0.0
736,0.1562,50,True,0.0819,0.1345,30971826,0.0689,9,0.0253,0.1138,9,0.0039,0.1092,9,0.0516,0.0393,9,0.025,0.0072,9,0.0106,0.0217,9,0.0
737,0.2193,50,True,0.1438,0.1881,30971826,0.0438,9,0.031,0.1031,9,0.0052,0.1535,9,0.0611,0.0533,8,0.0346,0.0172,8,0.0181,0.014,9,0.0
738,0.2375,50,True,0.1341,0.1962,30971826,0.0402,9,0.0278,0.1097,9,0.0043,0.1419,9,0.0635,0.0669,9,0.0335,0.0226,9,0.0167,0.0123,9,0.0
739,0.1543,50,True,0.0544,0.1295,30971826,0.0585,9,0.0261,0.1155,9,0.0025,0.1493,9,0.0526,0.0871,9,0.0256,0.033,9,0.0112,0.0137,9,-0.0
74,0.3123,50,True,0.1299,0.283,28162770,0.0309,10,0.0336,0.0676,10,0.0061,0.1351,9,0.0632,0.0469,9,0.0342,0.025,9,0.0173,0.0355,9,0.0
740,0.2308,50,True,0.0806,0.1884,30971826,0.026,9,0.037,0.0868,9,0.0059,0.1227,9,0.0646,0.0502,9,0.0336,0.0172,9,0.0158,0.0116,9,0.0
741,0.2175,50,True,0.1091,0.1823,30971826,0.0634,10,0.0259,0.1079,10,0.0025,0.049,10,0.0467,0.0106,10,0.0211,0.0,10,0.0077,0.0181,10,0.0
742,0.1359,50,True,0.0802,0.1108,30971826,0.1573,10,0.0266,0.1815,10,0.0001,0.1565,9,0.0688,0.077,9,0.0393,0.04,9,0.0213,0.0133,10,0.0
743,0.2177,50,True,0.0865,0.171,30971826,0.0476,10,0.0355,0.1092,10,0.0076,0.1093,10,0.0681,0.0461,10,0.0404,0.02,10,0.023,0.0255,10,-0.0
744,0.2231,50,True,0.1439,0.1941,30971826,0.0705,9,0.0265,0.1031,9,0.0015,0.1049,9,0.0449,0.0348,9,0.0201,0.0056,9,0.0077,0.0133,9,0.0
745,0.1876,50,True,0.0907,0.1565,30971826,0.0482,9,0.0327,0.081,9,0.0038,0.1299,9,0.0566,0.0599,9,0.0304,0.0187,9,0.0152,0.0072,9,0.0
746,0.1723,50,True,0.0738,0.1431,30971826,0.0412,9,0.0297,0.0802,8,0.0039,0.0596,9,0.0513,0.0171,9,0.0261,0.0019,8,0.0118,0.0187,8,0.0
747,0.2216,50,True,0.1025,0.1843,30971826,0.0193,10,0.0309,0.07,10,0.0042,0.1284,10,0.0576,0.0593,10,0.0308,0.0196,10,0.0154,0.0141,10,0.0
748,0.2768,50,True,0.1641,0.2302,30971826,0.0316,9,0.032,0.0941,9,0.0062,0.1057,9,0.0631,0.0452,9,0.0417,0.0172,9,0.0278,0.01,8,-0.0
749,0.2264,50,True,0.0748,0.175,30971826,0.0171,9,0.0288,0.0696,9,0.0044,0.0727,9,0.0426,0.0156,9,0.019,0.0013,9,0.0069,0.0187,8,-0.0
75,0.4171,50,True,0.2336,0.3905,28162770,0.0647,9,0.0377,0.0768,9,0.007,0.2117,8,0.0689,0.1594,9,0.0413,0.1026,9,0.0248,0.0404,9,0.0
750,0.1819,50,True,0.0721,0.145,30971826,0.0359,9,0.0256,0.0819,9,0.0042,0.065,9,0.0478,0.0117,9,0.0216,0.0004,9,0.0082,0.0149,9,0.0
751,0.1581,50,True,0.0736,0.1284,30971826,0.051,9,0.0313,0.1127,9,0.0037,0.1841,9,0.0619,0.084,9,0.0371,0.0403,9,0.0219,0.019,8,0.0
752,0.2215,50,True,0.0908,0.1917,30971826,0.0387,9,0.0289,0.0952,9,0.0022,0.1747,9,0.0581,0.0901,9,0.0289,0.043,9,0.0131,0.0205,9,0.0
753,0.1634,50,True,0.0621,0.1362,30971826,0.0151,10,0.0212,0.0915,10,0.0035,0.1192,8,0.0434,0.0353,8,0.0181,0.0062,8,0.0057,0.0135,9,-0.0
754,0.2561,50,True,0.0895,0.2111,30971826,0.01,10,0.029,0.04,10,0.006,0.062,9,0.0422,0.0062,9,0.0177,0.0003,9,0.0056,0.0073,9,0.0
755,0.2199,50,True,0.0822,0.179,30971826,0.0213,9,0.03,0.1119,9,0.0061,0.1027,9,0.0488,0.0332,9,0.0227,0.0106,9,0.0089,0.0176,9,0.0
756,0.2314,50,True,0.1213,0.193,30971826,0.0855,10,0.0258,0.1021,10,0.0013,0.0925,10,0.0454,0.031,10,0.0205,0.0045,10,0.0079,0.009,10,0.0
757,0.2094,50,True,0.0962,0.1703,30971826,0.0648,8,0.0292,0.1345,8,0.0029,0.0538,8,0.0388,0.0138,8,0.0141,0.0017,8,0.0029,0.0251,8,0.0
758,0.1967,50,True,0.0958,0.1654,30971826,0.0807,9,0.0286,0.101,9,0.0019,0.1171,9,0.0554,0.0326,9,0.0278,0.0048,9,0.0125,0.0141,9,0.0
759,0.2158,50,True,0.0954,0.178,30971826,0.0209,9,0.0289,0.0695,9,0.0043,0.1124,9,0.056,0.04,9,0.0266,0.0135,8,0.0111,0.0075,9,0.0
76,0.2623,50,True,0.0994,0.2365,28162770,0.0986,9,0.0305,0.1177,9,0.0028,0.2016,9,0.064,0.1112,9,0.0361,0.0628,9,0.0201,0.0401,9,0.0
760,0.2473,50,True,0.0897,0.204,30971826,0.0215,9,0.0271,0.098,9,0.0037,0.1058,9,0.049,0.0367,9,0.0213,0.0064,9,0.0074,0.0199,9,0.0
761,0.2206,50,True,0.0938,0.1803,30971826,0.0551,9,0.025,0.1127,9,0.0009,0.1647,9,0.0517,0.0602,9,0.0242,0.0088,9,0.0097,0.0202,8,0.0
762,0.2095,50,True,0.0838,0.1764,30971826,0.0236,9,0.0325,0.0931,9,0.0046,0.0995,9,0.0508,0.0243,9,0.0233,0.0008,9,0.0087,0.0173,9,0.0
763,0.2088,50,True,0.0725,0.1694,30971826,0.0359,9,0.0302,0.1037,9,0.0033,0.1452,9,0.0557,0.0842,9,0.0268,0.0216,9,0.0113,0.0165,9,0.0
764,0.1836,50,True,0.0557,0.1449,30971826,0.0492,9,0.0323,0.1213,9,0.003,0.1145,9,0.0592,0.055,9,0.0283,0.02,9,0.0116,0.0222,9,0.0
765,0.1826,50,True,0.0549,0.1495,30971826,0.0504,9,0.0293,0.1138,9,0.0023,0.1233,9,0.0605,0.0557,9,0.0328,0.0221,9,0.0169,0.02,9,0.0
766,0.212,50,True,0.1092,0.1808,30971826,0.0756,9,0.0268,0.1139,9,0.0008,0.1744,9,0.065,0.1025,9,0.0369,0.0632,9,0.0207,0.0212,9,-0.0
767,0.118,50,True,0.0429,0.0935,30971826,0.1356,9,0.0245,0.1479,9,0.0003,0.1104,9,0.0578,0.0657,9,0.0291,0.0179,9,0.0131,0.0185,9,0.0
768,0.1972,50,True,0.099,0.163,30971826,0.1322,9,0.0264,0.1502,9,0.0005,0.1779,9,0.0628,0.1051,9,0.0338,0.0417,9,0.0172,0.0149,9,0.0
769,0.197,50,True,0.0826,0.161,30971826,0.0065,9,0.0261,0.0952,9,0.0043,0.1095,9,0.0553,0.0473,9,0.0267,0.0078,9,0.0113,0.0093,9,0.0
77,0.3241,50,True,0.1333,0.3005,28162770,0.0656,10,0.0304,0.084,10,0.0058,0.0626,10,0.045,0.0123,10,0.0196,0.0002,9,0.0068,0.0429,9,0.0
770,0.2568,50,True,0.1181,0.2179,30971826,0.0532,9,0.0332,0.0753,9,0.0062,0.0873,9,0.0505,0.0302,9,0.0254,0.0087,9,0.0114,0.0166,9,0.0
771,0.1412,50,True,0.0539,0.1294,30971826,0.0063,8,0.0443,0.0533,8,0.0302,0.1055,8,0.0583,0.039,8,0.0331,0.0078,8,0.0172,0.0302,8,0.0
772,0.24,50,True,0.0875,0.195,30971826,0.0101,10,0.0303,0.0572,10,0.009,0.0163,9,0.0435,0.0008,10,0.0204,0.0036,10,0.0077,0.0202,9,0.0
773,0.2357,50,True,0.0974,0.1872,30971826,0.0,9,0.0358,0.043,9,0.0108,0.0686,9,0.0678,0.0254,9,0.0382,0.002,9,0.0197,0.0034,8,0.0
774,0.1814,50,True,0.0506,0.1422,30971826,0.0371,10,0.0298,0.0948,10,0.0032,0.1125,9,0.0602,0.0475,9,0.0301,0.0179,9,0.0132,0.0164,10,0.0
775,0.2587,50,True,0.124,0.2224,30971826,0.0001,9,0.0387,0.0569,9,0.0147,0.1436,9,0.0754,0.0577,9,0.0452,0.0154,9,0.0255,0.0095,9,0.0
776,0.2537,50,True,0.0883,0.2033,30971826,0.0051,10,0.0348,0.0955,10,0.0064,0.0903,10,0.0609,0.0304,10,0.0306,0.0025,10,0.0135,0.0127,10,0.0
777,0.2144,50,True,0.0871,0.1664,30971826,0.0216,9,0.0353,0.0887,9,0.0077,0.1031,8,0.0675,0.0246,9,0.0399,0.0084,9,0.0223,0.0202,9,0.0
778,0.2224,50,True,0.139,0.1875,30971826,0.0155,9,0.0334,0.0552,9,0.0101,0.0838,9,0.0616,0.0284,9,0.0369,0.0065,9,0.0212,0.0079,9,0.0
779,0.2106,50,True,0.0767,0.1694,30971826,0.0192,10,0.0346,0.0876,10,0.0071,0.0988,9,0.0634,0.0322,10,0.0363,0.0085,10,0.0196,0.0173,10,0.0
78,0.2794,50,True,0.1078,0.2511,28162770,0.0587,9,0.0342,0.0942,9,0.0052,0.1548,9,0.0632,0.085,9,0.035,0.0501,9,0.0186,0.0493,9,0.0
780,0.1523,50,True,0.0406,0.1219,30971826,0.0637,9,0.0299,0.1377,9,0.0018,0.1278,9,0.0601,0.0708,9,0.0315,0.0181,9,0.0148,0.0222,9,0.0
781,0.1827,50,True,0.0717,0.1479,30971826,0.0043,9,0.0332,0.0614,9,0.0099,0.0813,9,0.0559,0.0213,9,0.0289,0.0026,9,0.0135,0.0225,9,0.0
782,0.1964,50,True,0.082,0.1632,30971826,0.0511,9,0.0204,0.1128,9,0.0014,0.1561,9,0.0754,0.103,9,0.0418,0.0506,9,0.0219,0.025,9,0.0
783,0.2008,50,True,0.0657,0.1604,30971826,0.0253,9,0.0289,0.1179,9,0.0038,0.1142,9,0.056,0.0328,9,0.0259,0.0034,9,0.0099,0.0226,9,0.0
784,0.2701,50,True,0.1224,0.2371,30971826,0.0194,9,0.0332,0.0632,9,0.0086,0.1083,9,0.0575,0.038,9,0.0286,0.0141,9,0.0127,0.0202,8,0.0
785,0.1836,50,True,0.1062,0.155,30971826,0.065,9,0.0276,0.1114,9,0.0034,0.1675,9,0.0612,0.0987,9,0.0329,0.0386,9,0.0166,0.0205,9,0.0
786,0.1519,50,True,0.0635,0.1245,30971826,0.0805,9,0.025,0.1165,9,0.001,0.1823,9,0.0609,0.0964,9,0.0319,0.0389,9,0.0156,0.017,9,0.0
787,0.1905,50,True,0.0765,0.1501,30971826,0.0811,9,0.03,0.11,9,0.0017,0.1691,9,0.0574,0.0901,9,0.0281,0.0494,9,0.0126,0.0284,8,0.0
788,0.1487,50,True,0.0631,0.1211,30971826,0.0721,9,0.0324,0.1125,9,0.0028,0.1333,9,0.0665,0.0821,9,0.0361,0.032,9,0.0186,0.0122,9,0.0
