target,u_z,cosine,delta,avg_rank,rpe1_u_z,rpe1_rank,rpe1_covered,depmap_chronos,depmap_n_lines,essential,depmap_covered,tier
MBTPS1,4.001773786206908,0.0921560531867859,0.1116380391700249,56.666666666666664,1.909486795150791,63.0,True,-0.5774590008324582,1178.0,True,True,T2_reversal_confounded_by_essentiality
MYLIP,4.721550897951667,0.0638388244017685,0.0856256275520672,57.0,,,False,0.05458259322613267,1178.0,False,True,T1_reversal_not_explained_by_fitness
TEX10,4.83775517354098,0.032735547587495,0.1434341286424708,58.666666666666664,-0.12797829306216116,1222.0,True,-0.7891037815972182,1178.0,True,True,T2_reversal_confounded_by_essentiality
COX20,5.045100587669888,0.0939745224735208,0.0716873848185501,70.33333333333333,,,False,-0.4836638366277417,1178.0,False,True,T1_reversal_not_explained_by_fitness
PREB,4.656876120134991,0.0561592558773699,0.0759811499243488,71.0,0.1946107089852313,934.0,True,-1.1940324828986386,1178.0,True,True,T2_reversal_confounded_by_essentiality
NOL9,4.277532549797432,0.0327765786372095,0.1414030186994357,71.66666666666667,0.5883477121670094,620.0,True,-1.0837036604446213,1178.0,True,True,T2_reversal_confounded_by_essentiality
NUDC,4.189663655636384,0.0326333782981532,0.1464343226463497,75.33333333333333,0.5300305812062398,670.0,True,-0.7478075680911416,1178.0,True,True,T2_reversal_confounded_by_essentiality
LAS1L,4.427155048432037,0.034939228734053,0.1024399798540644,75.33333333333333,0.5589964082934586,640.0,True,-1.0494599869173846,1178.0,True,True,T2_reversal_confounded_by_essentiality
EIF3J,4.239790990204322,0.0578741699143648,0.0787165738547264,78.0,1.1091268505012857,316.0,True,-0.5819011721543028,1178.0,True,True,T2_reversal_confounded_by_essentiality
EIF4A1,4.033672999113778,0.0431292146680157,0.0894256895582566,82.0,1.9148284020471034,62.0,True,-1.245994647314526,1178.0,True,True,T2_reversal_confounded_by_essentiality
SPOUT1,4.643847687024676,0.0295823993570024,0.1366516977165323,86.33333333333333,0.3707736003388688,788.0,True,-1.3577038860079365,1178.0,True,True,T2_reversal_confounded_by_essentiality
BMS1,5.7333284970747,0.027467459789585,0.2142591439009747,86.33333333333333,-0.5681377149407559,1603.0,True,-0.982993300101007,1178.0,True,True,T2_reversal_confounded_by_essentiality
SEC23B,5.2855712136084865,0.0672707223728851,0.0582325860191817,93.66666666666669,,,False,0.1068872227084116,1178.0,False,True,T1_reversal_not_explained_by_fitness
OSBP,4.232254362979073,0.061274969344737,0.0633965799488545,103.0,-0.7214473396761504,1720.0,True,-0.4417770843735645,1178.0,False,True,T1_reversal_not_explained_by_fitness
EIF3I,4.918379557811091,0.0286228353041816,0.1054150970864716,105.0,1.124876330628557,306.0,True,-1.6939836584446015,1178.0,True,True,T2_reversal_confounded_by_essentiality
HERC1,3.834215283245546,0.0429141170618634,0.0735447005440524,107.33333333333331,0.3322889063870133,820.0,True,-0.0060401449892967495,1178.0,False,True,T1_reversal_not_explained_by_fitness
SYNCRIP,4.564041231290639,0.0297137339407925,0.0983161218673631,107.66666666666669,,,False,-0.30717764247618934,1178.0,False,True,T1_reversal_not_explained_by_fitness
NIP7,5.154877751670083,0.0273294323669512,0.1155704630309669,111.33333333333331,0.04482544343915628,1067.0,True,-1.9737197450915522,1178.0,True,True,T2_reversal_confounded_by_essentiality
RAC3,4.184931354820529,0.0540587685233364,0.05859103859151,118.0,0.11806603284220032,989.0,True,-0.17363302116677476,1178.0,False,True,T1_reversal_not_explained_by_fitness
CTCF,3.758381623258152,0.0378776648524825,0.0690767080887311,124.66666666666669,-0.819248307179764,1778.0,True,-1.6275089113246965,1178.0,True,True,T2_reversal_confounded_by_essentiality
MRPS30,3.806405713019044,0.0500806553920973,0.0601931452761968,128.66666666666666,-0.014978526554607503,1118.0,True,-0.3846271434776145,1178.0,False,True,T1_reversal_not_explained_by_fitness
DPH5,3.971218313037872,0.037597568908365,0.0635991516044369,128.66666666666666,,,False,-0.13129946142558138,1178.0,False,True,T1_reversal_not_explained_by_fitness
FGF13,4.220598881340024,0.0443783702490537,0.0513085053675196,138.0,,,False,0.0629131821212778,1178.0,False,True,T1_reversal_not_explained_by_fitness
EIF5B,3.73886818532611,0.0316222950956217,0.0786076759991771,140.0,,,False,-0.6116593385809687,1178.0,True,True,T2_reversal_confounded_by_essentiality
TCF4,4.132817622379269,0.0479951182833271,0.0504992437205745,141.0,,,False,0.08569417880855115,1178.0,False,True,T1_reversal_not_explained_by_fitness
MSL1,4.238192821845047,0.0548724549779927,0.0473541938526954,143.33333333333334,-0.40331885472774026,1468.0,True,-0.39051542701493264,1178.0,False,True,T1_reversal_not_explained_by_fitness
IFI27L1,3.959884160466567,0.0315042193954472,0.071867606207276,143.66666666666666,,,False,0.03480754140845181,1178.0,False,True,T1_reversal_not_explained_by_fitness
DPH1,4.597809995137106,0.0355039669010122,0.0504321518805394,147.0,0.324736658428384,828.0,True,-0.20250470955213068,1178.0,False,True,T1_reversal_not_explained_by_fitness
BTF3,3.274624609207049,0.0313928661282287,0.0983828318153269,148.66666666666666,-0.8105475454311317,1774.0,True,-0.8251663928691375,1178.0,True,True,T2_reversal_confounded_by_essentiality
DDX55,4.069545007767291,0.0296496672219888,0.0729858680270908,149.66666666666666,-0.273853722632585,1346.0,True,-1.0059462261351322,1178.0,True,True,T2_reversal_confounded_by_essentiality
XRCC5,4.504566142024716,0.0251721654106563,0.1125046030536855,153.0,1.7783696196856422,86.0,True,-1.225612944918548,1178.0,True,True,T2_reversal_confounded_by_essentiality
EIF3D,2.856664485418165,0.0397594316364299,0.0991526222061167,153.33333333333334,0.7159405284428388,526.0,True,-1.7117792974189054,1178.0,True,True,T2_reversal_confounded_by_essentiality
BCCIP,3.4619993758651995,0.0280102871314433,0.1043507891240389,158.33333333333334,,,False,-0.5736868970020291,1178.0,True,True,T2_reversal_confounded_by_essentiality
DNAJC2,3.550101963893698,0.0299143547540393,0.0777410159702059,159.0,,,False,-0.10837216069232927,1178.0,False,True,T1_reversal_not_explained_by_fitness
SURF6,4.618869316406462,0.0262686293201999,0.0821211788432319,161.33333333333334,-0.8084649427675664,1772.0,True,-0.5913307814320062,1178.0,True,True,T2_reversal_confounded_by_essentiality
PRRC2C,3.5023699914671176,0.0330172150436722,0.0658685984960856,161.33333333333334,,,False,-0.2466194520940372,1178.0,False,True,T1_reversal_not_explained_by_fitness
SPAG7,4.473243632150553,0.0242272749068996,0.1117126455247149,166.33333333333334,1.6757777264090477,109.0,True,-0.014871488890031632,1178.0,False,True,T1_reversal_not_explained_by_fitness
KLHL17,3.215686039573324,0.0361812152950289,0.0643878642947418,169.33333333333334,-0.0891002057549814,1183.0,True,0.07551226680943339,1178.0,False,True,T1_reversal_not_explained_by_fitness
ZBTB24,4.897113415873178,0.0326642787698354,0.0454513887992644,173.33333333333334,,,False,-0.08747359324146596,1178.0,False,True,T1_reversal_not_explained_by_fitness
HNRNPL,3.1258307475389535,0.0314185860192044,0.0827958568354488,176.33333333333334,0.6189105145118887,596.0,True,-1.2785475957781227,1178.0,True,True,T2_reversal_confounded_by_essentiality
ZNF557,3.546888673216266,0.0430212673255284,0.0465550608082176,178.0,,,False,0.03944858968261309,1178.0,False,True,T1_reversal_not_explained_by_fitness
NOL12,3.698871462964552,0.0269998113145933,0.083888485457911,178.66666666666666,0.2035868112955292,927.0,True,-0.7080475660480068,1178.0,True,True,T2_reversal_confounded_by_essentiality
TMEM115,3.7656845566159514,0.0358270824251581,0.0472078360396288,181.66666666666663,,,False,-0.04287383581889767,1178.0,False,True,T1_reversal_not_explained_by_fitness
CARF,3.9842467461481874,0.0232070863720907,0.1318019641937405,189.0,-0.4952826023240437,1540.0,True,-0.0441429238556205,1178.0,False,True,T1_reversal_not_explained_by_fitness
DDX3X,3.2921623576962045,0.0331402938506437,0.058000517250728,192.33333333333337,0.4381769698346026,739.0,True,-0.8703806905143341,1178.0,True,True,T2_reversal_confounded_by_essentiality
GLIS1,4.56795560357042,0.0221677413567401,0.1141299922092597,198.33333333333337,,,False,0.012068364067534053,1178.0,False,True,T1_reversal_not_explained_by_fitness
STK24,4.8367035511374565,0.0209457008978402,0.1529037567498853,199.66666666666663,,,False,0.016926328451044147,1178.0,False,True,T1_reversal_not_explained_by_fitness
HBE1,2.6850841135290127,0.0342715227688341,0.0946631502570461,200.33333333333337,,,False,0.11979244075913313,1178.0,False,True,T1_reversal_not_explained_by_fitness
FERMT2,3.5284268576877476,0.0291084277453657,0.0579040800679207,202.66666666666663,,,False,-0.6143621461195153,1178.0,True,True,T2_reversal_confounded_by_essentiality
RAB20,3.4637520798710715,0.0279244556210565,0.0643996788242362,205.0,,,False,0.1224521878959121,1178.0,False,True,T1_reversal_not_explained_by_fitness
GPKOW,3.0298409914840314,0.0354938161672465,0.0575506867447199,210.0,1.02278005036296,359.0,True,-1.0155370414940512,1178.0,True,True,T2_reversal_confounded_by_essentiality
NVL,4.076906364591953,0.0225231955143526,0.1015967580600646,213.0,-1.2857853548659213,2011.0,True,-1.2943530971343242,1178.0,True,True,T2_reversal_confounded_by_essentiality
UBE2D3,4.13941947413472,0.0358248541889414,0.0390041573889164,213.33333333333337,-0.7166013457908362,1715.0,True,-0.7190125432995829,1178.0,True,True,T2_reversal_confounded_by_essentiality
AMFR,3.5614361164650035,0.0537152688736821,0.0388753488970027,213.66666666666663,,,False,-0.0692487298861587,1178.0,False,True,T1_reversal_not_explained_by_fitness
MRPL50,3.045576762587638,0.0479445128286002,0.0467805091011778,213.66666666666663,-0.3105841535587732,1389.0,True,-0.38192277796138346,1178.0,False,True,T1_reversal_not_explained_by_fitness
ZNF787,3.2817045571278354,0.0335421531810739,0.047965891486186,213.66666666666663,-0.239160811862722,1314.0,True,0.035525304229393706,1178.0,False,True,T1_reversal_not_explained_by_fitness
PAQR4,3.184546331735665,0.0359874721911764,0.0466329682412364,218.0,,,False,-0.17895364789657084,1178.0,False,True,T1_reversal_not_explained_by_fitness
STRAP,2.9696063971488975,0.0358286697030047,0.0565285005956404,219.33333333333337,-0.11167813181155889,1207.0,True,-0.7487534181077747,1178.0,True,True,T2_reversal_confounded_by_essentiality
ATF4,3.3483552844499043,0.028856331170537,0.0574767973803904,219.33333333333337,1.3054997390811767,221.0,True,-0.44237743254462886,1178.0,False,True,T1_reversal_not_explained_by_fitness
CCDC86,5.125257053970848,0.0203072144329543,0.1287803646575974,221.0,1.6305668061835594,122.0,True,-0.6152514137351104,1178.0,True,True,T2_reversal_confounded_by_essentiality
SPIDR,3.615886787580759,0.0268945877179335,0.0601037740842425,222.33333333333337,,,False,-0.04987807806309561,1178.0,False,True,T1_reversal_not_explained_by_fitness
PDK2,3.276563292043944,0.039721109579884,0.0415556017314836,224.66666666666663,,,False,-0.24879735642467643,1178.0,False,True,T1_reversal_not_explained_by_fitness
SURF1,3.658769612257761,0.0393066192873842,0.0379317744841334,227.66666666666663,,,False,-0.05970191001774149,1178.0,False,True,T1_reversal_not_explained_by_fitness
SIPA1,3.1669024447432204,0.0303612263026905,0.0501222212593108,238.33333333333337,,,False,-0.0832446490070817,1178.0,False,True,T1_reversal_not_explained_by_fitness
DOK1,3.797853897294273,0.0455800282578959,0.0349026436257837,241.0,,,False,-0.12671289719417728,1178.0,False,True,T1_reversal_not_explained_by_fitness
FBXW9,3.0273232745957306,0.0341413262715696,0.0467358498907584,242.33333333333337,,,False,-0.1700621417521693,1178.0,False,True,T1_reversal_not_explained_by_fitness
URB2,3.986583684822683,0.0229696193892975,0.0706224932908757,242.33333333333337,0.21212236870716214,917.0,True,-0.9580983761842432,1178.0,True,True,T2_reversal_confounded_by_essentiality
SRP9,2.9761612417244083,0.0380470864874968,0.0447959186740932,243.66666666666663,1.5777564864561013,134.0,True,-1.11180556690028,1178.0,True,True,T2_reversal_confounded_by_essentiality
OPA3,2.8430611679249407,0.0278926742358741,0.0769286011625518,244.66666666666663,,,False,-0.04148369022652231,1178.0,False,True,T1_reversal_not_explained_by_fitness
SAMD4B,2.866605825070488,0.0288674026689674,0.0642789549795234,248.66666666666663,0.09956314709827341,1008.0,True,-0.2922001602092106,1178.0,False,True,T1_reversal_not_explained_by_fitness
PKP3,3.4145721444085204,0.0383831917794726,0.0365655623285568,251.33333333333337,,,False,0.08755742153781972,1178.0,False,True,T1_reversal_not_explained_by_fitness
TRIP10,2.9154478433674536,0.0319076963236481,0.0519935806682063,252.0,,,False,-0.03349784950556997,1178.0,False,True,T1_reversal_not_explained_by_fitness
LIN37,3.690610401697768,0.0254963911295964,0.052024328189683,254.0,,,False,-0.16523263807570404,1178.0,False,True,T1_reversal_not_explained_by_fitness
RRS1,4.914757302865622,0.0186503541981676,0.1563583479472022,255.33333333333337,-0.35001292198928413,1414.0,True,-1.2183677890421067,1178.0,True,True,T2_reversal_confounded_by_essentiality
MRPS23,2.8371603977718385,0.0331949411189847,0.0497687809529088,258.3333333333333,-0.6377988770421474,1654.0,True,-0.5978431542417042,1178.0,True,True,T2_reversal_confounded_by_essentiality
KIF18B,3.059892253001351,0.0281016080635204,0.0524267183267443,264.3333333333333,0.11404606064188287,992.0,True,-0.47626941480936796,1178.0,False,True,T1_reversal_not_explained_by_fitness
TAF1,3.401706358063203,0.02101863670268,0.1078637061961987,264.6666666666667,-0.03017732555854747,1130.0,True,-0.775559093170747,1178.0,True,True,T2_reversal_confounded_by_essentiality
TERF2IP,3.4799353801919564,0.0273081420385137,0.0445247539994645,267.0,,,False,-0.12035934669012657,1178.0,False,True,T1_reversal_not_explained_by_fitness
POU2F1,2.883665477394308,0.0272536467838001,0.0622850689426571,274.0,,,False,-0.3224028205386444,1178.0,False,True,T1_reversal_not_explained_by_fitness
SUSD3,3.6415931130002153,0.040042351011858,0.0330158697355528,274.6666666666667,,,False,-0.002397677393277867,1178.0,False,True,T1_reversal_not_explained_by_fitness
POLL,2.526113860196424,0.0334246580043396,0.058012107333023,279.3333333333333,0.4560741063428652,726.0,True,-0.03261796696381547,1178.0,False,True,T1_reversal_not_explained_by_fitness
OLA1,3.74178935866923,0.0325800423240211,0.0345750662412806,280.6666666666667,,,False,-0.2960262455243758,1178.0,False,True,T1_reversal_not_explained_by_fitness
PODXL2,3.2262022636085557,0.0340477497944358,0.0365058043202656,282.0,,,False,0.03541553552770222,1178.0,False,True,T1_reversal_not_explained_by_fitness
DPM1,2.9273078071405205,0.0361581991827125,0.0391257845859371,283.3333333333333,,,False,-0.16737764944764347,1178.0,False,True,T1_reversal_not_explained_by_fitness
AAMP,3.4037511794033875,0.0227187859968696,0.0636143342063895,283.6666666666667,-0.03188443704087406,1133.0,True,-1.177620150590395,1178.0,True,True,T2_reversal_confounded_by_essentiality
MRPL35,2.7618525489862056,0.0438897912564673,0.0403619465964089,284.3333333333333,-0.17687877681396802,1263.0,True,-0.567859475350006,1178.0,True,True,T2_reversal_confounded_by_essentiality
MRPL39,2.65728192853903,0.04239238753947,0.0428845484031138,285.0,1.3827603006845384,203.0,True,-0.49088839441722654,1178.0,False,True,T1_reversal_not_explained_by_fitness
TRAPPC12,3.4961771039797034,0.0304585360355271,0.0357858931053421,288.0,,,False,-0.014447139060876574,1178.0,False,True,T1_reversal_not_explained_by_fitness
NOC3L,4.565677088362786,0.0182795126087677,0.1176121269335371,288.3333333333333,-1.76206945843504,2158.0,True,-0.6942392406638916,1178.0,True,True,T2_reversal_confounded_by_essentiality
MTIF3,3.154691940168979,0.0268871376460218,0.0471890819136289,288.6666666666667,,,False,-0.12073727288300828,1178.0,False,True,T1_reversal_not_explained_by_fitness
EIF4G2,2.5025692030508773,0.0434809234634999,0.0469670001836319,289.0,-0.1253350236701716,1221.0,True,-0.6545948958180755,1178.0,True,True,T2_reversal_confounded_by_essentiality
SMAD9,3.2235732075997476,0.0445778528575074,0.0334393315753667,291.6666666666667,,,False,-0.024340898697196415,1178.0,False,True,T1_reversal_not_explained_by_fitness
PRMT7,2.5191614676397984,0.0472107441873971,0.0447503196215195,292.6666666666667,,,False,-0.17894400637413108,1178.0,False,True,T1_reversal_not_explained_by_fitness
HAT1,2.845456530066299,0.0236452611098486,0.0812588704116668,295.3333333333333,,,False,-0.062460482741403554,1178.0,False,True,T1_reversal_not_explained_by_fitness
SPATA5,3.0374360421761435,0.0271069727342684,0.0469604740387355,296.6666666666667,0.7356549126580942,511.0,True,,,False,False,T3_no_fitness_data
CC2D1B,3.5786126157225486,0.0308261178143561,0.0340423920835771,301.3333333333333,,,False,-0.2078078679561761,1178.0,False,True,T1_reversal_not_explained_by_fitness
CTSS,2.792758562956415,0.0282183911549108,0.0504047318949923,301.3333333333333,,,False,-0.04308350605742668,1178.0,False,True,T1_reversal_not_explained_by_fitness
CLASRP,3.075411295636703,0.0330314611191615,0.0366057953002112,301.3333333333333,1.1883698641486393,278.0,True,-0.2777340186688307,1178.0,False,True,T1_reversal_not_explained_by_fitness
EIF4A2,2.9899377636170126,0.0234152359495921,0.0698773122560729,301.6666666666667,,,False,-0.0817883800788052,1178.0,False,True,T1_reversal_not_explained_by_fitness
MRPS2,3.1575803011574295,0.0268484149965374,0.0444460472821502,301.6666666666667,1.1114397112192766,315.0,True,-0.3782063189361873,1178.0,False,True,T1_reversal_not_explained_by_fitness
SEC23IP,2.9503266530843058,0.0307969695970487,0.0403690422052113,302.0,,,False,-0.11647534815906896,1178.0,False,True,T1_reversal_not_explained_by_fitness
LMNA,3.180960400500182,0.0360805694079566,0.0339273645098131,303.3333333333333,,,False,-0.3830091159445576,1178.0,False,True,T1_reversal_not_explained_by_fitness
MRPL10,2.519570431907835,0.0410279587885512,0.0433067249693083,304.3333333333333,-0.7541577984020211,1737.0,True,-0.7515590755153386,1178.0,True,True,T2_reversal_confounded_by_essentiality
RPGRIP1L,3.1606511337889436,0.0290812083433403,0.0385338902678358,306.0,,,False,0.08129777866552035,1178.0,False,True,T1_reversal_not_explained_by_fitness
PLXNB1,2.6357747074971476,0.0302673412865317,0.0484917604732144,307.0,,,False,-0.06447024390321535,1178.0,False,True,T1_reversal_not_explained_by_fitness
OSR2,2.995546416435803,0.0326180376000319,0.0375048270456493,308.0,,,False,-0.025379057218496686,1178.0,False,True,T1_reversal_not_explained_by_fitness
ARF1,2.9344354700977333,0.0299051184463918,0.0406947363925964,308.3333333333333,,,False,-0.36196675449695664,1178.0,False,True,T1_reversal_not_explained_by_fitness
SLC37A4,2.6259595650642646,0.0264011635850376,0.0668633637964564,310.0,,,False,,,False,False,T3_no_fitness_data
MRPS24,2.9729365347600543,0.0334777943216787,0.036735218333,310.3333333333333,-0.6027755575982858,1625.0,True,-0.36588162057936297,1178.0,False,True,T1_reversal_not_explained_by_fitness
ISCA1,3.015410395169019,0.0246486173839191,0.05220820838024,317.3333333333333,,,False,-0.35481907789089245,1178.0,False,True,T1_reversal_not_explained_by_fitness
MPHOSPH10,5.981511384306173,0.0162993269576957,0.1592550000455682,319.3333333333333,-0.543907745514185,1580.0,True,-1.1360919041224087,1178.0,True,True,T2_reversal_confounded_by_essentiality
NDUFAB1,2.8227809872917673,0.0429074635183177,0.0349535643273475,319.6666666666667,-0.0936157909662969,1188.0,True,-0.7454805228714271,1178.0,True,True,T2_reversal_confounded_by_essentiality
CDKN1C,2.916791583105289,0.0285039085892893,0.04117153037737,319.6666666666667,,,False,0.08782989043786196,1178.0,False,True,T1_reversal_not_explained_by_fitness
VTI1A,2.848377703409419,0.0286758373724081,0.0425618151082124,319.6666666666667,,,False,-0.009560120424319063,1178.0,False,True,T1_reversal_not_explained_by_fitness
NKX6-3,3.480764745417843,0.0314184491679074,0.0326951124282243,320.0,,,False,0.006675456762681756,1178.0,False,True,T1_reversal_not_explained_by_fitness
IPO9,2.6758532057647537,0.039642820247617,0.037452258866781,320.3333333333333,1.011711359784004,364.0,True,-0.6036216561291708,1178.0,True,True,T2_reversal_confounded_by_essentiality
MRPL32,2.427027660397795,0.0382938917075064,0.0455137984538206,320.6666666666667,-1.0594554131768152,1914.0,True,-0.5291558127215517,1178.0,True,True,T2_reversal_confounded_by_essentiality
SRPRB,2.154423764017839,0.0442869186082415,0.0707391717490034,322.0,1.090679032869692,331.0,True,-0.6608503887363735,1178.0,True,True,T2_reversal_confounded_by_essentiality
ZSCAN12,3.1982174229814664,0.0324804445254992,0.0334648742520887,328.0,,,False,,,False,False,T3_no_fitness_data
TMA16,3.030427133203445,0.0219422950303424,0.0655800323763502,328.3333333333333,1.1964648766616075,273.0,True,-0.7448631317362164,1178.0,True,True,T2_reversal_confounded_by_essentiality
ZNF322,2.7592234929773976,0.0289448373908621,0.0420892009656542,330.0,,,False,-0.22563159675514052,1178.0,False,True,T1_reversal_not_explained_by_fitness
TMEM203,3.3911351720027385,0.031544588871381,0.032224056032634,332.0,,,False,0.15245751466715404,1178.0,False,True,T1_reversal_not_explained_by_fitness
MRPL2,2.551411221347843,0.0460991035361807,0.0373455935083302,332.3333333333333,-0.8465620908969895,1799.0,True,-0.27282569791052635,1178.0,False,True,T1_reversal_not_explained_by_fitness
HMGB3,2.5614016341813133,0.0362165541343867,0.0389201000146713,335.3333333333333,-1.5397044208339183,2091.0,True,-0.03288200577785926,349.0,False,True,T1_reversal_not_explained_by_fitness
MRPL14,2.5157729065617795,0.0477132387007394,0.0373982222437411,336.6666666666667,-1.7382249657948008,2149.0,True,-0.3079613248773059,1178.0,False,True,T1_reversal_not_explained_by_fitness
KAT6A,3.6009593600665912,0.0221397921467319,0.0444588945994484,336.6666666666667,,,False,-0.12732996100814553,1178.0,False,True,T1_reversal_not_explained_by_fitness
CHCHD6,3.441278164671646,0.0290075617590106,0.0329729373062834,337.0,,,False,0.08345140127538965,1178.0,False,True,T1_reversal_not_explained_by_fitness
STAG2,2.5979747244371754,0.0268365520858721,0.054215044459787,338.6666666666667,1.4846913766131355,165.0,True,-0.30232270517943177,1178.0,False,True,T1_reversal_not_explained_by_fitness
MRPL48,2.419023645437646,0.0375576210324393,0.0425865496806932,340.6666666666667,,,False,-0.3887588472244574,1178.0,False,True,T1_reversal_not_explained_by_fitness
ADNP2,2.4993559123734452,0.0324448797109663,0.0430622567317059,340.6666666666667,-0.4183524493946809,1479.0,True,-0.04126777152147138,1178.0,False,True,T1_reversal_not_explained_by_fitness
SLC38A6,2.866781095471074,0.0295983487279035,0.0371314561101483,343.0,,,False,0.12752488319357436,1178.0,False,True,T1_reversal_not_explained_by_fitness
FDFT1,3.161444589079039,0.0340628607513113,0.0315961272761983,346.3333333333333,,,False,-0.15219180001898344,1178.0,False,True,T1_reversal_not_explained_by_fitness
SDC1,2.596923102033652,0.0418385389392779,0.0356077240162446,347.0,-0.5788759968457136,1612.0,True,-0.08741196162216176,1178.0,False,True,T1_reversal_not_explained_by_fitness
TRMT10B,3.0808244122986,0.0297598904719556,0.0338897884497301,349.3333333333333,,,False,0.029191385311850126,1178.0,False,True,T1_reversal_not_explained_by_fitness
TFG,3.0442715877990443,0.0331806100058094,0.032271740875762,352.0,,,False,-0.11212345197661344,1178.0,False,True,T1_reversal_not_explained_by_fitness
PWP1,2.7660590386002983,0.0223795781902777,0.0638547073112799,354.3333333333333,0.5802526996540414,624.0,True,-0.7257137292492,1178.0,True,True,T2_reversal_confounded_by_essentiality
PPP1R16A,3.016637287973129,0.0244607781361451,0.0427607541755439,354.3333333333333,,,False,0.014828714487539306,1178.0,False,True,T1_reversal_not_explained_by_fitness
UBE2G2,3.3408291055925834,0.0278700431320026,0.0330172046732945,356.6666666666667,,,False,-0.2849133516019337,1178.0,False,True,T1_reversal_not_explained_by_fitness
EIF3G,3.8512749355693665,0.017160856884954,0.0938757926684473,359.0,-0.7172669164141731,1717.0,True,-1.2479687984090346,1178.0,True,True,T2_reversal_confounded_by_essentiality
WDR53,3.5827022584029167,0.036775811240638,0.0276321729361062,359.6666666666667,,,False,0.06096786095779213,1178.0,False,True,T1_reversal_not_explained_by_fitness
C16orf58,2.5713336235479214,0.0272763245392207,0.045738744898389,359.6666666666667,,,False,,,False,False,T3_no_fitness_data
ERAL1,2.822203990255064,0.0324174658124402,0.0342899747550237,360.0,0.6597710538630607,565.0,True,-0.3863753685995292,1178.0,False,True,T1_reversal_not_explained_by_fitness
TTI2,2.8517078410205756,0.0229467484720416,0.0510870009953311,361.3333333333333,-0.49219878803338923,1539.0,True,-0.7654732271678505,1178.0,True,True,T2_reversal_confounded_by_essentiality
RPUSD4,2.466989311731676,0.0347305822303423,0.0387660668895931,361.3333333333333,-0.20551419522718825,1284.0,True,-0.3368984235352911,1178.0,False,True,T1_reversal_not_explained_by_fitness
CLPP,2.566484475798342,0.0391449281604523,0.0349235465594122,362.0,,,False,-0.14561050647588275,1178.0,False,True,T1_reversal_not_explained_by_fitness
TRIM59,2.611353698348665,0.0291565691193414,0.0398164868711452,362.3333333333333,,,False,0.18859130159097687,1178.0,False,True,T1_reversal_not_explained_by_fitness
MRPS7,2.477213418432596,0.0309152611955172,0.0408221989875514,364.0,0.6359443939258546,577.0,True,-0.4416054380551499,1178.0,False,True,T1_reversal_not_explained_by_fitness
TMSB4X,2.6777227567043504,0.027192485441631,0.0415065972059953,365.0,,,False,-0.2153310601706352,1043.0,False,True,T1_reversal_not_explained_by_fitness
ATF5,3.3110331374927595,0.0183528670053811,0.0807634441273768,365.0,-0.5336650766202254,1566.0,True,-0.10935779444078611,1178.0,False,True,T1_reversal_not_explained_by_fitness
KRT19,3.2908770414252317,0.030071396036754,0.0309100815218637,368.3333333333333,,,False,-0.057010369566769824,1178.0,False,True,T1_reversal_not_explained_by_fitness
ATP8B2,2.5450430634598415,0.0304232996264185,0.0387118856118864,369.6666666666667,,,False,-0.02561426154135114,1178.0,False,True,T1_reversal_not_explained_by_fitness
HOOK2,3.2562903490426915,0.0298796040635183,0.0312338420619376,370.0,,,False,0.05705424295455086,1178.0,False,True,T1_reversal_not_explained_by_fitness
URB1,3.047368031542751,0.0222333311146239,0.045732617536146,370.0,0.09578573194739025,1014.0,True,-0.9743330110004663,1178.0,True,True,T2_reversal_confounded_by_essentiality
