screen_id,r2_size_alone,r2_size_raw,n_hits,n_measured,n_sets_used,source_id,cell_line,phenotype,library
1112,0.1116,0.0881,476,20407,50,30581143,K-562,protein/peptide accumulation,Bassik Human CRISPR Knockout Library
1113,0.4315,0.3787,565,20395,50,30581143,K-562,protein/peptide accumulation,Bassik Human CRISPR Knockout Library
1114,0.175,0.1425,710,20400,50,30581143,K-562,protein/peptide accumulation,Bassik Human CRISPR Knockout Library
1119,0.0786,0.0716,101,20393,50,30397336,U-937,phagocytosis,Bassik Human CRISPR Knockout Library
1121,0.1466,0.1402,84,20394,50,30397336,U-937,phagocytosis,Bassik Human CRISPR Knockout Library
1123,0.133,0.1404,91,20397,50,30397336,U-937,phagocytosis,Bassik Human CRISPR Knockout Library
1125,0.1003,0.0965,128,20374,50,30397336,U-937,phagocytosis,Bassik Human CRISPR Knockout Library
1135,0.1607,0.1656,36,20396,50,30397336,U-937,phagocytosis,Bassik Human CRISPR Knockout Library
1137,0.1927,0.1739,171,20396,50,30397336,U-937,phagocytosis,Bassik Human CRISPR Knockout Library
1140,0.298,0.2671,260,20398,50,30397336,U-937,phagocytosis,Bassik Human CRISPR Knockout Library
1142,0.197,0.2177,85,20396,50,30397336,U-937,phagocytosis,Bassik Human CRISPR Knockout Library
1144,0.4877,0.5233,141,19049,50,30647128,THP-1,pyroptosis,"CRISPRn (Hoffman and Nyfeler, 2016)"
1145,0.1105,0.0872,213,19113,50,32259488,K-562,cell proliferation,Brunello (human)
1146,0.0882,0.0781,109,19113,50,32259488,K-562,cell proliferation,Brunello (human)
1147,0.2758,0.2678,600,19106,50,32542389,PaTu 8988t,cell proliferation,Brunello (human)
1153,0.601,0.5364,1467,18491,50,27018887,K-562,response to chemicals,"CRISPRn (Bassik, 2016)"
1155,0.028,0.0253,23,20431,50,31452512,K-562,cell proliferation,"CRISPRn (Settleman, 2019)"
1159,0.5715,0.5287,2798,18612,50,31761535,BJ,response to chemicals,Avana
1160,0.0814,0.0849,22,20431,50,31452512,K-562,cell proliferation,"CRISPRn (Settleman, 2019)"
1161,0.2898,0.2765,457,15964,50,25307932,K-562,response to toxin,"CRISPRi (Weissman, 2014)"
1162,0.1907,0.2057,132,15965,50,25307932,K-562,response to toxin,"CRISPRa (Weissman, 2014)"
1163,0.0251,0.0163,22,19049,50,31801065,HepG2-NTCP1 HBV Cas9,response to virus,"CRISPRn (Helliwell, 2018)"
1164,0.0118,0.002,38,19049,50,31801065,HepG2-NTCP1 HBV Cas9,response to virus,"CRISPRn (Helliwell, 2018)"
1168,0.0301,0.0191,30,21594,50,27383987,Huh-7.5.1,response to virus,GECKO v2
1169,0.0545,0.0461,30,21570,50,27383987,Huh-7.5.1,response to virus,GECKO v2
1170,0.5782,0.5839,1013,21705,50,31527793,H1-HeLa+CHDR3,response to virus,GECKO v2
1171,0.7396,0.7411,981,21641,50,31527793,H1-HeLa+CHDR3,response to virus,GECKO v2
1172,0.1025,0.0962,133,18373,50,31019072,iPSC derived neural progenitor,response to virus,Human Activity-optimized genome-wide library
1176,0.2202,0.2084,619,31965,50,28985505,K-562,response to chemicals,"CRISPRi (Weissman, 2014)"
1177,0.5533,0.55,666,31965,50,28985505,K-562,response to chemicals,"CRISPRa (Weissman, 2014)"
1187,0.0262,0.0131,52,18646,50,32728216,K-562,protein/peptide accumulation,CRISPRi-v2 (inhibition)
1188,0.0085,0.0065,25,20386,50,29211708,K-562,protein/peptide accumulation,Bassik Human CRISPR Knockout Library
1192,0.1959,0.1892,528,19253,50,31727847,T-47D,cell proliferation,"CRISPRn (Liu and Brown, 2019)"
1193,0.1748,0.166,281,19253,50,31727847,LNCaP,cell proliferation,"CRISPRn (Liu and Brown, 2019)"
1199,0.1662,0.1368,177,19106,50,31519728,U2OS,protein/peptide accumulation,Brunello (human)
1203,0.0516,0.0485,191,19455,50,27667664,K-562,viability,Avana-4
1204,0.212,0.1839,1218,19455,50,27667664,K-562,viability,Avana-4
1205,0.1919,0.1738,930,18958,50,31551363,PLC/PRF/5,cell proliferation,GECKO v2
1206,0.0733,0.0648,58,18958,50,31551363,PLC/PRF/5,cell proliferation,GECKO v2
1209,0.5586,0.5167,936,18408,50,31142663,HuH-7,response to virus,Human SAM library in lentiSAMv2 backbone
1210,0.691,0.6575,957,18411,50,31142663,HuH-7,response to virus,Human SAM library in lentiSAMv2 backbone
1220,0.201,0.1832,431,20806,50,33333024,Huh-7.5.1,response to virus,GECKO v2
1221,0.2379,0.2193,560,20806,50,33333024,Huh-7.5.1,response to virus,GECKO v2
1222,0.3949,0.3412,596,20806,50,33333024,Huh-7.5.1,response to virus,GECKO v2
1224,0.177,0.1859,100,18001,50,27351204,H4,protein/peptide accumulation,"CRISPRn (Hoffman and Nyfeler, 2016)"
1225,0.1169,0.0932,102,18001,50,27351204,H4,protein/peptide accumulation,"CRISPRn (Hoffman and Nyfeler, 2016)"
1227,0.0408,0.0369,20,18603,50,29736038,U-937,response to toxin,"CRISPRn (Spaan, 2018)"
1228,0.185,0.1724,386,20570,50,29507424,K-562,cell proliferation,Bassik Human CRISPR Knockout Library
1229,0.1965,0.2152,214,20568,50,29507424,K-562,cell proliferation,Bassik Human CRISPR Knockout Library
1238,0.4551,0.418,2811,19948,50,32238925,NCI-H23,cell proliferation,Bassik Human CRISPR Knockout Library
1239,0.2332,0.2066,154,19854,50,32238925,NCI-H23,response to chemicals,Bassik Human CRISPR Knockout Library
1240,0.5175,0.4783,2431,19948,50,32238925,NCI-H23,cell proliferation,Bassik Human CRISPR Knockout Library
1241,0.1445,0.1214,167,19842,50,32238925,NCI-H23,response to chemicals,Bassik Human CRISPR Knockout Library
1242,0.3291,0.3345,605,19849,50,32238925,NCI-H23,cell proliferation,Bassik Human CRISPR Knockout Library
1243,0.3394,0.2801,2703,19963,50,32238925,NCI-H2009,cell proliferation,Bassik Human CRISPR Knockout Library
1244,0.3179,0.273,1933,19963,50,32238925,NCI-H2009,cell proliferation,Bassik Human CRISPR Knockout Library
1245,0.3409,0.3061,491,19938,50,32238925,NCI-H2009,cell proliferation,Bassik Human CRISPR Knockout Library
1246,0.4194,0.3539,2965,19971,50,32238925,NCI-H1975,cell proliferation,Bassik Human CRISPR Knockout Library
1247,0.3784,0.332,2440,19971,50,32238925,NCI-H1975,cell proliferation,Bassik Human CRISPR Knockout Library
1248,0.324,0.3047,332,19807,50,32238925,NCI-H1975,cell proliferation,Bassik Human CRISPR Knockout Library
1249,0.3268,0.2701,392,18979,50,32755594,NALM-6,response to chemicals,Toronto Knockout version 3 (TKOv3)
1250,0.0818,0.0717,104,18988,50,32755594,NALM-6,response to chemicals,Toronto Knockout version 3 (TKOv3)
1251,0.1497,0.1259,399,18983,50,32755594,NALM-6,response to chemicals,Toronto Knockout version 3 (TKOv3)
1255,0.5771,0.5634,1098,21594,50,31855178,LNCaP,response to chemicals,GECKO
1256,0.7623,0.6975,1469,23970,50,30962421,786-O,response to chemicals,Brunello (human)
1257,0.6056,0.5145,2051,23970,50,30962421,786-O,response to chemicals,Brunello (human)
1258,0.6048,0.5306,1815,23970,50,30962421,786-O,response to chemicals,Brunello (human)
1291,0.3261,0.3178,129,15601,50,30154076,hTERT-RPE1,cell proliferation,TKO (Toronto Knockout) v1
1292,0.1638,0.1396,1140,17988,50,32990596,ORL-48,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1293,0.1548,0.1416,993,17986,50,32990596,ORL-115,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1294,0.2357,0.2019,1109,17979,50,32990596,ORL-136,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1295,0.1903,0.1574,1192,17979,50,32990596,ORL-150,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1296,0.2211,0.1886,1082,17979,50,32990596,ORL-153,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1297,0.1396,0.1317,554,17985,50,32990596,ORL-166,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1298,0.1905,0.1678,525,17979,50,32990596,ORL-156,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1299,0.2149,0.1877,1234,17986,50,32990596,ORL-174,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1300,0.2139,0.1823,1133,17986,50,32990596,ORL-188,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1301,0.1579,0.1289,1033,17986,50,32990596,ORL-195,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1302,0.2077,0.1723,779,17981,50,32990596,ORL-204,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1303,0.1858,0.158,1269,17979,50,32990596,ORL-207,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1304,0.2049,0.1682,1131,17986,50,32990596,ORL-214,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1305,0.2183,0.1775,1399,17986,50,32990596,ORL-215,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1306,0.2038,0.167,1229,17979,50,32990596,PE/CA-PJ15,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1307,0.1811,0.1461,1321,17979,50,32990596,SAS,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1308,0.1704,0.134,961,17988,50,32990596,SCC-9,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1309,0.1694,0.1508,1383,17986,50,32990596,BICR 10,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1310,0.2398,0.1885,1028,17988,50,32990596,HO-1-u-1,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1311,0.1265,0.1014,1188,17986,50,32990596,HSC-2,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1312,0.1658,0.138,1362,17986,50,32990596,HSC-4,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1313,0.0603,0.0614,72,17376,50,32649862,hTERT-RPE1,response to chemicals,TKOv2
1314,0.033,0.0237,69,17258,50,32649862,hTERT-RPE1,response to chemicals,TKOv2
1315,0.0135,0.0048,72,17343,50,32649862,hTERT-RPE1,response to chemicals,TKOv2
1316,0.0598,0.0678,37,17344,50,32649862,hTERT-RPE1,response to chemicals,TKOv2
1317,0.0448,0.0334,50,17309,50,32649862,hTERT-RPE1,cell proliferation,TKOv2
1318,0.0813,0.0683,93,17362,50,32649862,hTERT-RPE1,response to chemicals,TKOv2
1319,0.0009,0.0,37,17364,50,32649862,hTERT-RPE1,response to chemicals,TKOv2
1320,0.0941,0.0683,109,17363,50,32649862,hTERT-RPE1,response to chemicals,TKOv2
1321,0.0045,0.0,90,17368,50,32649862,hTERT-RPE1,response to chemicals,TKOv2
1322,0.1624,0.1404,127,17355,50,32649862,hTERT-RPE1,cell proliferation,TKOv2
1323,0.0743,0.0598,57,17265,50,32649862,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
1324,0.0738,0.0767,41,17271,50,32649862,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
1325,0.0457,0.0293,99,17266,50,32649862,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
1326,0.1225,0.0993,117,17243,50,32649862,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
1327,0.1397,0.1236,140,17266,50,32649862,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
1328,0.1683,0.1543,122,17300,50,32649862,hTERT-RPE1,response to chemicals,TKOv2
1329,0.0926,0.0981,73,17287,50,32649862,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
1330,0.0398,0.0212,67,17292,50,32649862,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
1331,0.0821,0.0609,61,17291,50,32649862,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
1332,0.014,0.0076,26,17294,50,32649862,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
1334,0.2136,0.2273,68,17376,50,32649862,hTERT-RPE1,response to chemicals,TKOv2
1335,0.0307,0.021,127,17374,50,32649862,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
1336,0.052,0.0274,232,17374,50,32649862,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
1337,0.0763,0.0501,137,17374,50,32649862,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
1338,0.1528,0.1029,175,17374,50,32649862,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
1339,0.0221,0.016,117,17374,50,32649862,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
1340,0.0513,0.0376,140,17374,50,32649862,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
1341,0.0739,0.0568,69,17373,50,32649862,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
1342,0.2112,0.1927,121,17373,50,32649862,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
1343,0.1324,0.1281,67,17374,50,32649862,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
1348,0.063,0.0614,63,15459,50,29973717,HeLa,response to chemicals,TKO (Toronto Knockout) v1
1349,0.0579,0.0413,107,15459,50,29973717,SUM149PT,response to chemicals,TKO (Toronto Knockout) v1
1350,0.007,0.0019,61,15459,50,29973717,hTERT-RPE1,response to chemicals,TKO (Toronto Knockout) v1
1351,0.5994,0.6112,966,17230,50,29973717,hTERT-RPE1,response to chemicals,TKO (Toronto Knockout) v1
1352,0.6002,0.5878,987,17230,50,29973717,HeLa,response to chemicals,TKO (Toronto Knockout) v1
1353,0.2845,0.3059,171,20426,50,31451760,Ramos,response to chemicals,Bassik Human CRISPR Knockout Library
1355,0.049,0.0387,127,21619,50,30991026,CCRF-CEM,response to chemicals,GECKO v2
1360,0.2021,0.195,137,18835,50,30862715,WA09,response to chemicals,GECKO v2
1361,0.7098,0.6979,877,17998,50,31048320,MOLM-13,response to chemicals,Human Improved Genome-wide Knockout CRISPR Library
1362,0.6922,0.6731,916,17998,50,31048320,MOLM-13,response to chemicals,Human Improved Genome-wide Knockout CRISPR Library
1363,0.6145,0.6231,951,19106,50,31048320,MOLM-13,response to chemicals,Brunello (human)
1364,0.1234,0.1468,40,11100,50,31730859,K-562,cell proliferation,Brunello (human)
1365,0.0293,0.0205,23,18975,50,32094149,NALM-6,response to chemicals,Extended Knockout Library (EKO)
1366,0.0216,0.0198,24,18977,50,32094149,NALM-6,response to chemicals,Extended Knockout Library (EKO)
1367,0.1604,0.21,80,11100,50,31730859,K-562,cell proliferation,Brunello (human)
1369,0.1505,0.1838,56,11100,50,31730859,K-562,cell proliferation,Brunello (human)
1371,0.1007,0.1516,112,11100,50,31730859,K-562,cell proliferation,Brunello (human)
1382,0.037,0.047,21,19356,50,33382968,Huh-7.5,response to virus,Brunello (human)
1383,0.0797,0.0898,50,19356,50,33382968,Huh-7.5,response to virus,Brunello (human)
1384,0.0347,0.0253,86,19356,50,33382968,Huh-7.5,response to virus,Brunello (human)
1385,0.2099,0.1777,172,19356,50,33382968,Huh-7.5,response to virus,Brunello (human)
1386,0.1181,0.1123,147,19356,50,33382968,Huh-7.5,response to virus,Brunello (human)
1389,0.4809,0.4618,610,18236,50,30556811,K-562,vesicle distribution,CRISPR/Cas9-bEXOmiR (minus MMM sub-library)
1392,0.5872,0.5549,680,19109,50,31048321,MOLM-13,response to chemicals,Brunello (human)
1393,0.5094,0.4942,1142,19109,50,31048321,MOLM-13,response to chemicals,Brunello (human)
1396,0.4177,0.4021,901,19107,50,33189395,K-562,response to chemicals,Brunello (human)
1397,0.4568,0.4475,971,19107,50,33189395,K-562,response to chemicals,Brunello (human)
141,0.2627,0.2274,2174,17217,50,27869803,HPAF-II,cell proliferation,TKO (Toronto Knockout) v1
142,0.3308,0.2782,2072,17217,50,27869803,PaTu 8988s,cell proliferation,TKO (Toronto Knockout) v1
1425,0.0737,0.0437,110,20511,50,33144569,HeLa,protein/peptide accumulation,Bassik Human CRISPR Knockout Library
1429,0.2874,0.2444,146,11465,50,33122441,TIME,response to virus,Human Activity-optimized genome-wide library
143,0.2017,0.1735,936,17217,50,27869803,AsPC-1,cell proliferation,TKO (Toronto Knockout) v1
1430,0.7641,0.7472,1630,11466,50,33122441,TIME,response to virus,Human Activity-optimized genome-wide library
1431,0.6162,0.6456,999,18945,50,33147445,A-549,response to virus,GECKO v2
1433,0.5871,0.6248,999,18945,50,33147445,A-549,response to virus,GECKO v2
1434,0.642,0.5804,938,19106,50,32690708,SV589j,protein/peptide accumulation,Brunello (human)
1441,0.2312,0.1952,749,18457,50,32416067,SUM149PT,cell proliferation,"Liu Human CRISPR Knockout Library (CRISPRn H1 H2, H1/H2)"
1442,0.3468,0.2926,587,18457,50,32416067,SUM159PT,cell proliferation,"Liu Human CRISPR Knockout Library (CRISPRn H1 H2, H1/H2)"
1443,0.2661,0.2207,594,18457,50,32416067,SUM159R,cell proliferation,"Liu Human CRISPR Knockout Library (CRISPRn H1 H2, H1/H2)"
1444,0.1012,0.081,444,18457,50,32416067,SUM149PT,cell proliferation,"Liu Human CRISPR Knockout Library (CRISPRn H1 H2, H1/H2)"
1445,0.308,0.3297,214,18457,50,32416067,SUM149PT,response to chemicals,"Liu Human CRISPR Knockout Library (CRISPRn H1 H2, H1/H2)"
1446,0.0922,0.0954,248,18457,50,32416067,SUM159PT,response to chemicals,"Liu Human CRISPR Knockout Library (CRISPRn H1 H2, H1/H2)"
1447,0.236,0.2197,111,18457,50,32416067,SUM149R,response to chemicals,"Liu Human CRISPR Knockout Library (CRISPRn H1 H2, H1/H2)"
1448,0.1824,0.1893,123,18457,50,32416067,SUM159R,response to chemicals,"Liu Human CRISPR Knockout Library (CRISPRn H1 H2, H1/H2)"
1449,0.6811,0.5985,1011,20806,50,31040274,HAP-1,response to toxin,GECKO v2
1451,0.0639,0.0808,44,18822,50,32585766,OCI-Ly7,response to chemicals,GECKO v2
1452,0.0952,0.113,47,18822,50,32585766,OCI-Ly7,response to chemicals,GECKO v2
1454,0.6825,0.6293,968,13990,50,33110234,HEK-293,response to chemicals,GECKO v2
1455,0.7537,0.7342,961,19107,50,33257658,HeLa,response to chemicals,Brunello (human)
1456,0.1439,0.1285,214,19107,50,33257658,HeLa,response to chemicals,Brunello (human)
1458,0.1958,0.1553,1938,18343,50,33228647,HAP-1,cell proliferation,Heidelberg (HD) CRISPR library
1459,0.208,0.1711,1925,18343,50,33228647,HAP-1,cell proliferation,Heidelberg (HD) CRISPR library
1479,0.2027,0.1718,154,19639,50,33172989,HT-29,response to bacteria,Avana
1480,0.0844,0.0519,147,19639,50,33172989,HT-29,response to bacteria,Avana
149,0.2838,0.2487,1874,18142,50,26472758,KBM-7,cell proliferation,Human Activity-optimized genome-wide library
150,0.3383,0.2862,1656,18142,50,26472758,K-562,cell proliferation,Human Activity-optimized genome-wide library
151,0.2312,0.2135,1629,18142,50,26472758,Jiyoye,cell proliferation,Human Activity-optimized genome-wide library
152,0.2454,0.2218,1463,18142,50,26472758,Raji,cell proliferation,Human Activity-optimized genome-wide library
1524,0.1174,0.0911,124,19099,50,32699298,HEK293SF,response to virus,Brunello (human)
153,0.269,0.2416,2236,18881,50,29038160,NALM-6,cell proliferation,Extended Knockout Library (EKO)
154,0.2181,0.1893,2151,17998,50,27760321,HT-29,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
155,0.2659,0.2379,1278,17998,50,27760321,HL-60,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
156,0.2521,0.2158,1730,17998,50,27760321,HT-1080,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
1561,0.0168,0.0337,206,20807,50,33730579,Huh-7.5.1,response to virus,GECKO v2
1568,0.0072,0.0014,34,17228,50,33476303,OCI-AML-2,response to chemicals,TKO (Toronto Knockout) v1
157,0.247,0.2139,2370,20420,50,28474669,Ramos,cell proliferation,Bassik Human CRISPR Knockout Library
1571,0.8203,0.7896,3855,17980,50,31519875,HEK293T,protein/peptide accumulation,"CRISPRn (Cong, 2019)"
1573,0.6169,0.6325,917,20575,50,31692446,H4,protein/peptide accumulation,GECKO v2
158,0.2791,0.2301,2441,20420,50,28474669,K-562,cell proliferation,Bassik Human CRISPR Knockout Library
1581,0.5016,0.4689,384,19109,50,33686287,HuH-7,response to virus,Brunello (human)
1584,0.5017,0.4728,378,18221,50,33686287,HuH-7,response to virus,Brunello (human)
159,0.2584,0.2125,2259,20420,50,28474669,U-937,cell proliferation,Bassik Human CRISPR Knockout Library
1591,0.1279,0.1141,216,19107,50,33226137,K-562,protein/peptide accumulation,Brunello (human)
1592,0.0683,0.0487,200,19107,50,33226137,K-562,protein/peptide accumulation,Brunello (human)
1593,0.0988,0.0823,197,19107,50,33226137,K-562,protein/peptide accumulation,Brunello (human)
16,0.2618,0.2237,2073,17620,50,26627737,HCT 116,cell proliferation,TKO (Toronto Knockout) v1
1621,0.0186,0.0181,20,19847,50,31508509,A2780,response to chemicals,GECKO v2
1622,0.003,0.001,34,19106,50,33574281,A549-ACE2,response to virus,Brunello (human)
1623,0.3522,0.321,456,19106,50,33137164,HeLa,response to chemicals,Brunello (human)
1624,0.2018,0.2044,393,19106,50,33137164,HeLa,response to chemicals,Brunello (human)
1625,0.128,0.1126,235,18878,50,33137164,HeLa,response to chemicals,Human CRISPR Activation Pooled Library (Calabrese)
1626,0.3426,0.3806,208,18878,50,33137164,MCF-10A,response to chemicals,Human CRISPR Activation Pooled Library (Calabrese)
1627,0.2289,0.2448,241,18878,50,33137164,HeLa,response to chemicals,Human CRISPR Activation Pooled Library (Calabrese)
1628,0.2663,0.245,280,18878,50,33137164,MCF-10A,response to chemicals,Human CRISPR Activation Pooled Library (Calabrese)
1633,0.8842,0.8235,3479,14504,50,31406246,A-549,response to chemicals,GECKO v2
1636,0.7268,0.7575,1274,11758,50,31406246,A-549,cell proliferation,GECKO v2
1639,0.8775,0.8333,2722,18522,50,34049503,PANC-1,response to chemicals,SAM v1 (Zeomycin)
1640,0.846,0.8043,3701,17828,50,34049503,PANC-1,response to chemicals,SAM v1 (Zeomycin)
1641,0.8968,0.8382,2941,18584,50,34049503,PANC-1,response to chemicals,SAM v1 (Zeomycin)
1642,0.8991,0.8388,2987,18494,50,34049503,PANC-1,response to chemicals,SAM v1 (Zeomycin)
1643,0.5782,0.5428,1011,18936,50,34049503,BxPC-3,response to chemicals,SAM v1 (Zeomycin)
1644,0.6805,0.6974,962,18936,50,34049503,BxPC-3,response to chemicals,SAM v1 (Zeomycin)
1645,0.6388,0.6396,1055,18936,50,34049503,BxPC-3,response to chemicals,SAM v1 (Zeomycin)
1646,0.7272,0.6404,1127,18936,50,34049503,BxPC-3,response to chemicals,SAM v1 (Zeomycin)
1647,0.1165,0.1336,231,20547,50,34049503,PANC-1,response to chemicals,GECKO v2
1648,0.3951,0.4296,482,20577,50,34049503,PANC-1,response to chemicals,GECKO v2
1649,0.2259,0.244,340,20528,50,34049503,PANC-1,response to chemicals,GECKO v2
1650,0.1147,0.1263,256,20518,50,34049503,PANC-1,response to chemicals,GECKO v2
1651,0.32,0.337,330,20570,50,34049503,BxPC-3,response to chemicals,GECKO v2
1652,0.1864,0.2206,251,20572,50,34049503,BxPC-3,response to chemicals,GECKO v2
1653,0.145,0.138,179,20561,50,34049503,BxPC-3,response to chemicals,GECKO v2
1654,0.2648,0.2715,278,20569,50,34049503,BxPC-3,response to chemicals,GECKO v2
1656,0.7831,0.7221,1821,20106,50,34253920,HT-29,cell proliferation,Brunello (human)
1657,0.6889,0.6657,2124,21581,50,34253920,HCT 15,cell proliferation,GECKO v2
1658,0.758,0.7759,1638,20106,50,34253920,SW620,cell proliferation,Brunello (human)
1669,0.7246,0.7453,1040,19356,50,34615851,Mel JuSo,response to chemicals,Brunello (human)
1670,0.5546,0.6188,988,19356,50,34615851,Mel JuSo,response to chemicals,Brunello (human)
17,0.2488,0.1999,1696,17638,50,26627737,HeLa,cell proliferation,TKO (Toronto Knockout) v1
1704,0.0691,0.0598,60,19106,50,35879412,Calu-3,response to virus,Brunello (human)
1705,0.9596,0.9323,7341,16475,50,30414698,MGH-U4,response to chemicals,GECKO
1706,0.1064,0.1184,43,18878,50,35879412,Calu-3,response to virus,Human CRISPR Activation Pooled Library (Calabrese)
1708,0.1842,0.1924,91,18878,50,35879412,Calu-3,response to virus,Human CRISPR Activation Pooled Library (Calabrese)
1710,0.073,0.0963,33,18954,50,33604667,A-375,response to chemicals,Brunello (human)
172,0.0605,0.0699,170,18669,50,28215525,HEK-293,regulation of signal transduction phenotype,"CRISPRn (Zavolan, 2017)"
1725,0.1554,0.1545,173,20024,50,33483422,HEK293T,protein/peptide accumulation,Human Activity-optimized genome-wide library
173,0.0148,0.0043,176,18669,50,28215525,HEK-293,regulation of signal transduction phenotype,"CRISPRn (Zavolan, 2017)"
1733,0.2804,0.2844,169,18407,50,35050652,HeLa RelA-mNeonGreen,protein/peptide distribution,"CRISPRn (Steinmetz, 2022)"
1735,0.1884,0.1842,127,19106,50,https://www.biorxiv.org/content/10.1101/2020.08.27.270819v1.full,HT-29,response to chemicals,Brunello (human)
1736,0.2866,0.2415,1330,19106,50,https://www.biorxiv.org/content/10.1101/2020.08.27.270819v1.full,HT-29,response to chemicals,Brunello (human)
1737,0.3298,0.2903,1230,19106,50,https://www.biorxiv.org/content/10.1101/2020.08.27.270819v1.full,HT-29,response to chemicals,Brunello (human)
1738,0.2142,0.1585,173,19106,50,https://www.biorxiv.org/content/10.1101/2020.08.27.270819v1.full,HT-29,response to chemicals,Brunello (human)
1739,0.0624,0.0455,57,19106,50,https://www.biorxiv.org/content/10.1101/2020.08.27.270819v1.full,HT-29,response to chemicals,Brunello (human)
174,0.167,0.1331,319,18667,50,28215525,HEK-293,regulation of signal transduction phenotype,"CRISPRn (Zavolan, 2017)"
1742,0.1918,0.1911,190,19107,50,34431042,HEK293T-CRISPRa,response to virus,"CRISPRa sgRNA-eBAR library (Zhu, 2021)"
1749,0.1047,0.1036,60,18750,50,34686207,H1HeLa,cell proliferation,"CRISPRn (Liu, 2021)"
175,0.3011,0.2734,171,18667,50,28215525,HEK-293,regulation of signal transduction phenotype,"CRISPRn (Zavolan, 2017)"
1751,0.0672,0.0603,45,18750,50,34686207,H1HeLa,response to virus,"CRISPRn (Liu, 2021)"
176,0.268,0.242,371,18667,50,28215525,HEK-293,regulation of signal transduction phenotype,"CRISPRn (Zavolan, 2017)"
1768,0.1087,0.1099,76,21583,50,33513160,HuH-7,protein/peptide accumulation,GECKO v2
1769,0.1092,0.108,47,21583,50,33513160,HuH-7,protein/peptide accumulation,GECKO v2
177,0.1036,0.1133,113,18667,50,28215525,HEK-293,regulation of signal transduction phenotype,"CRISPRn (Zavolan, 2017)"
178,0.1878,0.2001,329,18654,50,28894007,HeLa,protein transport,GECKO v2
1787,0.2926,0.2581,2028,17828,50,34155407,HeLa,cell proliferation,BARBEKO sgRNA library
1788,0.331,0.29,2417,17828,50,34155407,HeLa,cell proliferation,BARBEKO sgRNA library
1789,0.2228,0.2161,1149,17828,50,34155407,K-562,cell proliferation,BARBEKO sgRNA library
179,0.2248,0.1958,1966,17665,50,29083409,143B,cell proliferation,Avana
1790,0.2462,0.2111,1234,17828,50,34155407,K-562,cell proliferation,BARBEKO sgRNA library
1791,0.2739,0.2657,2123,17828,50,34155407,hTERT-RPE1,cell proliferation,BARBEKO sgRNA library
1792,0.2568,0.2462,1878,17827,50,34155407,hTERT-RPE1,cell proliferation,BARBEKO sgRNA library
1793,0.238,0.2064,1603,19358,50,34373451,PC-9,cell proliferation,Brunello (human)
1794,0.3016,0.2617,1487,19358,50,34373451,PC-9,response to chemicals,Brunello (human)
