gene_symbol,rank,average_rank,reversal_score_wilcoxon,reversal_score_cosine,reversal_effect_size,q_value,rpe1_rank,rpe1_covered,depmap_gene_effect,depmap_n_cell_lines,is_essential,tier,tier_label
RBBP7,6308,7072.333333333333,-0.370404779907612,-0.0140765999991659,-0.0081821960456044,0.8878164712816781,,False,-0.1085518707098877,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF705B,6309,7074.333333333333,-0.619230325274571,-0.0097949339979126,-0.0096608720941971,0.13367388716867892,,False,-0.1685323861433574,1043.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SLMAP,6310,7074.666666666667,0.3566168417280858,-0.0158197968802134,-0.0176524244181278,0.8925465479088001,,False,-0.176065792018949,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MBNL1,6311,7074.666666666667,-0.4776702650669773,-0.0213897429965371,-0.0005785247024944,0.8502408509268886,251.0,True,-0.2397619712055297,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
UBQLN2,6312,7076.333333333333,-0.6818602817510631,-0.0106967532742952,-0.0077592694669493,0.7697145006987766,,False,0.0876712928979931,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RIDA,6313,7077.0,-0.8286200305094104,-0.0077313582620164,-0.0097085523289879,0.7047183597997468,,False,-0.0762495725452698,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
AP3M2,6314,7077.333333333333,-0.1909863131731835,-0.0203906995802521,-0.0050890225414309,0.9457303087597526,,False,-0.1813674738695934,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CBR1,6315,7077.666666666667,-0.6096488767091375,-0.0101940937084814,-0.0093488700082429,0.798286338452255,,False,0.1457336664008121,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
YPEL5,6316,7077.666666666667,-0.5741274088567986,-0.0138006666782816,-0.0060635691376571,0.8114335640850068,2208.0,True,-0.7099330737853125,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
DCAF17,6317,7078.333333333333,-0.7955303897278151,-0.0108468566452466,-0.0064029955884272,0.7215884986628863,,False,0.0154071335308761,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
COQ4,6318,7079.333333333333,-0.688578980440239,-0.0116323286824143,-0.0067906581343664,0.7667571185563216,1791.0,True,-0.5913374240914901,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
CDC42SE2,6319,7081.666666666667,-0.5393070226068086,-0.0115334491550182,-0.0086127280425309,0.8257944296529466,,False,0.0061913600766416,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PKNOX2,6320,7082.0,-0.8139378835225485,-0.0084321931021348,-0.0090154062143349,0.7126132911700265,,False,0.1215715829550442,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
C12orf60,6321,7084.0,-0.5969125609331344,-0.0144943328429001,-0.0052893044318818,0.802676681209038,1271.0,True,0.1573908828872277,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
GEMIN2,6322,7085.666666666667,-0.8649010034309603,-0.0084378586045025,-0.0083977252877895,0.6920062665876947,,False,-0.6510012081595759,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
HNF4A,6323,7087.333333333333,-0.8924101432189435,-0.0097761664832955,-0.0066418241444946,0.681177884711944,,False,0.0276828743196363,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
STMN3,6324,7087.666666666667,-0.3085927519671935,-0.0172295973337774,-0.0060114584475687,0.9085975677203663,,False,0.0382004247880238,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PFDN1,6325,7089.333333333333,-0.4666282298299838,-0.0141519111131716,-0.0071972534888863,0.8536743840276825,1385.0,True,-0.6194943902715935,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
STYX,6326,7089.333333333333,-1.2037598402900682,-0.0067604026245183,-0.0069865809015425,0.5437184030633296,,False,-0.0661715364088446,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
GNPAT,6327,7089.666666666667,-0.1644620592176542,-0.0267724528494783,-0.0016643111520845,0.9519831075299184,2125.0,True,0.0092994988268445,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PGBD1,6328,7090.333333333333,-0.8814932680198817,-0.0102097002077946,-0.0063022504117817,0.6845637046961571,,False,0.0277478954918304,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ALG3,6329,7090.666666666667,-0.6474107501385382,-0.0102587021793365,-0.0089435429176534,0.7832851004256758,,False,-0.0146827978496838,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ABHD14B,6330,7091.0,-0.5039636931358206,-0.0139217654323169,-0.0069445583724689,0.6573547676538873,,False,-0.0295368955087438,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
NR1H4,6331,7091.666666666667,-0.906089547568952,-0.0080896952538628,-0.0084510040292789,0.6751493020179125,,False,-0.0921242521664624,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CARS2,6332,7093.333333333333,-1.1815561938251649,-0.0028489813604625,-0.0118973937227868,0.5525137533466902,,False,-0.219141914860858,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
LRRC20,6333,7094.333333333333,-0.7038275052913252,-0.0120922054106589,-0.0063305880391651,0.7598036586291209,,False,0.1121851206415113,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CCDC125,6334,7096.0,0.3817534576504973,-0.0222486213541472,-0.0112888639021328,0.8843341420407108,,False,-0.1131209072027796,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
IRF2BP1,6335,7098.333333333333,-0.5840593982234066,-0.0132919510916258,-0.0066370606980085,0.8084310236750883,,False,-0.0652100182340913,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF652,6336,7098.333333333333,-0.5141849318559769,-0.0128292855543312,-0.007783332704142,0.8355730287167891,,False,0.0138531478326464,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
FRYL,6337,7098.333333333333,-0.7197771117447602,-0.0116521143834112,-0.0066358280107542,0.7549678045065413,,False,0.1006240649037153,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
GPS1,6338,7098.333333333333,-0.1800830263471999,-0.012953463863517,-0.0124311711554949,0.9492310876958436,1544.0,True,-0.9957726271929512,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
ARL6IP5,6339,7098.666666666667,-0.5027339323509467,-0.0127567430191585,-0.0079443289535579,0.8401166083887281,,False,0.0062918455298424,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MIS18BP1,6340,7099.333333333333,-0.4734637754528845,-0.0114174092869895,-0.0098600139235816,0.850982990362728,1958.0,True,-0.8821317001298186,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
MYT1,6341,7100.333333333333,-0.3707553207087864,-0.0141277293685466,-0.0085154031425527,0.8878164712816781,,False,-0.0215766266950606,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ANKMY1,6342,7102.333333333333,-0.7970129349368522,-0.0083661629237651,-0.0095729475616387,0.7207955387575297,,False,-0.027266328605447,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ING2,6343,7103.666666666667,-0.3825568610149911,-0.0139146440442331,-0.0085722945331662,0.8843341420407108,,False,0.0300083235646213,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
HIST1H2BB,6344,7104.333333333333,-0.4240890996846128,-0.0184743418131428,-0.0038311204192217,0.8705831946702886,2271.0,True,,,False,T3_no_fitness_data,No fitness data available for this gene
PSTPIP2,6345,7106.666666666667,-0.9345417759309405,-0.009388745525364,-0.0068160203006786,0.6637920600458258,,False,-0.0413112603333853,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MAD2L2,6346,7110.0,-0.4446656300594104,-0.0134797618456446,-0.0082139692763383,0.8608861360505077,1776.0,True,-0.8712741439079189,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
SULT1A1,6347,7112.333333333333,-0.3397908832717147,-0.0142460256120321,-0.0089715579884402,0.8992849895752885,,False,-0.1528457975588917,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RNF5,6348,7112.666666666667,-0.8304311579821447,-0.0082842998684793,-0.0094491337265776,0.7036258266504184,,False,-0.0367996535969737,1177.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
DNM1,6349,7113.0,-0.4852653157590892,-0.0146329854425056,-0.006691058882682,0.8470337714625142,1812.0,True,-0.1536927568773299,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PPT1,6350,7114.0,-0.4734637754528845,-0.0135307623992332,-0.007800768254367,0.850982990362728,,False,-0.0377286038742867,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
FLYWCH2,6351,7115.0,-0.7352009069964337,-0.0094393227877813,-0.0090984987072242,0.7486175568945,,False,-0.0068112500519254,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CNST,6352,7116.666666666667,-0.6062603156311183,-0.0146315004592963,-0.0053844840065351,0.7997700483954331,,False,0.1442749738288608,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SNRNP70,6353,7117.333333333333,-0.1821059462100988,-0.0191593848765644,-0.0066015944584004,0.9488881081983987,90.0,True,-1.1008301187957137,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
MFSD4B,6354,7118.0,-0.62241974140602,-0.008641980701903,-0.0116339458157218,0.7925522596398028,,False,0.0858199820538395,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
FBXO44,6355,7118.666666666667,-0.8339365659938887,-0.0114469361797094,-0.0058773906302619,0.7024018423900203,,False,0.052387348191008,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RFNG,6356,7119.0,-0.4711268367783885,-0.0162703892720161,-0.0051332983372572,0.8518078323179932,,False,-0.0109872870429167,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
BARHL1,6357,7126.333333333333,-0.7083845357065924,-0.0071928147975453,-0.0126902428017437,0.7588969372352279,,False,-0.0624841478923367,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
AFG3L2,6358,7127.333333333333,0.7602061508135406,-0.0149237232514246,-0.0381137865795918,0.7377700354146098,1226.0,True,-1.2107095436113424,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
DEPDC1B,6359,7128.666666666667,-0.8095739803122681,-0.008492677459902,-0.0095980776639041,0.7143537632422323,,False,0.0173022369270031,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CENPV,6360,7128.666666666667,-0.6827366337539991,-0.0166219384135173,-0.0025778984397878,0.7693099361325887,,False,-0.0148376967627638,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MRPS36,6361,7130.0,-0.6135632489889182,-0.0074067439934042,-0.0140993226611188,0.7968690308186436,,False,,,False,T3_no_fitness_data,No fitness data available for this gene
SKOR1,6362,7130.666666666667,-0.5951014334604,-0.0145468632479479,-0.005825876557192,0.8032997243727827,,False,-0.1233558977322433,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
STX1A,6363,7131.0,-0.3452826891567803,-0.0146739621731647,-0.008613899413204,0.8977699267621381,,False,0.0058450853050528,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
FBXO41,6364,7133.333333333333,-0.7290080195090194,-0.0122677316433015,-0.0063202579494736,0.7505281101298636,,False,-0.169759982989282,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TCEAL1,6365,7133.666666666667,-0.695297679129415,-0.0041817233455657,-0.0179922943379992,0.7635363778247966,,False,-0.0656095867933336,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RAB18,6366,7134.0,-1.1157129466712408,-0.0026600656150262,-0.0138785078136544,0.5821438454951781,1518.0,True,-0.1333178033309159,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MIB1,6367,7134.666666666667,-0.7384726211407281,-0.0094996685854644,-0.0091786478178141,0.7476535250326083,,False,-0.2615378997335034,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
METTL1,6368,7135.0,-0.9626452939669068,-0.0081605360727465,-0.0082408678325723,0.6499756987880698,823.0,True,-0.4578000748535529,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
C18orf25,6369,7135.0,-0.5279144465686407,-0.0140416766024882,-0.0071500184862224,0.8290998323146969,,False,,,False,T3_no_fitness_data,No fitness data available for this gene
TNFRSF12A,6370,7135.666666666667,-0.918416899076918,-0.0093835308298006,-0.0073736222342903,0.6702449305026736,,False,-0.0531751502038468,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
BRWD1,6371,7135.666666666667,-0.872028666388173,-0.0103378487388029,-0.0068824503377362,0.6884223192602262,,False,-0.2095579325831763,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CTNNAL1,6372,7138.666666666667,-0.6055592340287695,-0.0128061517695426,-0.0073443096156732,0.8000460757600558,,False,0.0815879135384461,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
POU3F1,6373,7138.666666666667,-0.2141550978984759,-0.0177247097967079,-0.0075310729274734,0.9401990197572683,1859.0,True,0.001146002183032,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
POGK,6374,7139.0,-0.6739966609068626,-0.0130699337468761,-0.0062418505786127,0.7732084554431062,,False,-0.0135762318903111,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MORF4L2,6375,7139.0,-0.4141055331206867,-0.0122443060855443,-0.0102902059633655,0.866819369267023,,False,-0.0732683796207004,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RNF4,6376,7141.0,-0.5397159868748455,-0.011482428775752,-0.0094961869503612,0.8257944296529466,2156.0,True,-0.5371871702670007,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
CCNH,6377,7142.0,-0.2344533725188086,-0.0187310504857685,-0.0065657298926775,0.9325542047253531,212.0,True,-1.2388483221242403,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
MED13,6378,7142.333333333333,-0.4749243621244445,-0.0173356693034318,-0.0045776864228714,0.8509612204093054,,False,-0.0354137951802794,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
EGR2,6379,7143.333333333333,-0.9718743712560136,-0.0118339977262499,-0.0043232636019671,0.6459315076051091,,False,-0.267402798400409,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SNAPC4,6380,7146.333333333333,-0.0864772482134509,-0.0265007976947589,-0.0033822363905971,0.9773592460949312,1063.0,True,-1.1825365029281338,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
CCS,6381,7147.333333333333,-0.6466893546998986,-0.0118754178117753,-0.0077910446297153,0.7835704399337196,,False,-0.2065211381160512,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
LAPTM5,6382,7147.666666666667,-0.8088144752430569,-0.0106844273839838,-0.0073164678504062,0.7146661702812098,,False,0.0224355498352844,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
BAG4,6383,7148.0,-0.8423952529417237,-0.0121024355693768,-0.0054874673334474,0.7005641587545895,,False,-0.1274561366210159,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
BRAP,6384,7148.333333333333,-0.8065943835022857,-0.0110112572037219,-0.0069336382214142,0.7159863487727504,,False,-0.4039670873859837,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CERK,6385,7148.333333333333,-1.38913477158727,-0.0016073674543952,-0.0120720162921276,0.46801860984797644,,False,-0.0706164139317539,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZBTB6,6386,7148.666666666667,-0.4074452578983732,-0.0120125460863901,-0.0108449107011782,0.8754173638565713,,False,0.0143423882804143,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ELL2,6387,7148.666666666667,-0.5026170854172218,-0.0122518899718284,-0.0091891660149731,0.8401166083887281,,False,-0.1484803711598725,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF24,6388,7149.0,-0.4931524837855131,-0.0132191704503581,-0.0082923726075536,0.8441072337404514,1439.0,True,-0.1064573144734482,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
NPM3,6389,7151.0,-0.9159631134686974,-0.0090207809203199,-0.0078290283037769,0.6707549631977737,470.0,True,-0.1899682895423906,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PARN,6390,7152.0,-0.3290993888358957,-0.0205914779292618,-0.0040123164721709,0.9024991675965816,1139.0,True,-0.2447943072433048,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RHBDD2,6391,7152.333333333333,-0.8103334853814793,-0.0138657155857019,-0.0043618610332738,0.7143537632422323,,False,-0.0203515094290481,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PSPH,6392,7153.0,0.5726083987183762,-0.0132219159727735,-0.0364489600819679,0.8118905147371921,,False,-0.0438270187469288,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
JMJD4,6393,7156.333333333333,-0.6826782102871367,-0.0154013704731274,-0.0042042367889575,0.7693099361325887,,False,0.0200430544532987,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
NKX6-2,6394,7156.666666666667,-0.9331396127262428,-0.0104510935617994,-0.0062578840916793,0.664100110948559,,False,0.0523282864176197,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SH2D2A,6395,7156.666666666667,-0.692960740454919,-0.0098319242901352,-0.0097933732993674,0.5595865504632768,,False,-0.0104823723163981,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
EIF2B4,6396,7157.333333333333,1.8791117537817632,-0.0264446494865336,-0.0425551349892073,0.28111970731096614,1380.0,True,-1.727473031886792,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
BOLA1,6397,7157.666666666667,-0.3429457504822843,-0.0116580795764638,-0.0122992803508057,0.8556538811394127,,False,-0.1231260740558834,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
C2orf76,6398,7157.666666666667,-0.8920094920551136,-0.0097949979286613,-0.0075188872088561,0.6813493182963463,,False,-0.1363832668196319,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF181,6399,7158.0,-0.9226818121578731,-0.0093779148942336,-0.0075962273127907,0.6682993601291749,,False,-0.0950727119298687,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
KPNB1,6400,7161.0,-0.0946920816575356,-0.0217134457333797,-0.0061436194681646,0.9746876871609303,1180.0,True,-2.02715323470095,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
ZNF740,6401,7164.0,-0.8612787484854916,-0.008544060917122,-0.0093240090496072,0.6935936661311419,,False,-0.0463654553651199,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ARL16,6402,7165.333333333333,-0.7479372227724368,-0.0098232067425529,-0.0091662709114097,0.7431583266701236,,False,-0.1343756836236699,349.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZCCHC4,6403,7165.666666666667,-0.8807337629506705,-0.0101038610783741,-0.0074061018460572,0.6845637046961571,,False,-0.0266915967811554,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SOX11,6404,7167.0,-0.375078657256604,-0.0197262305661934,-0.0043897366370441,0.8866364263528248,,False,-0.0073973198055886,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
FPGS,6405,7170.0,-0.7430880750228577,-0.0086036712956975,-0.0107505836021286,0.745315001080583,,False,-0.4156486832513254,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CDK13,6406,7170.333333333333,-0.7754546756646269,-0.0061306599884729,-0.0141336269961363,0.729894652754251,,False,-0.0900840981131624,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SFXN2,6407,7170.666666666667,-0.6505867036966688,-0.0117924790899158,-0.0081007282974778,0.7821757190937493,,False,-0.0336533419962195,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CHID1,6408,7171.0,-0.5728420925858259,-0.0137490469428885,-0.0073021688114538,0.8118238015311726,,False,-0.0489458793003066,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
FIP1L1,6409,7171.0,-0.5657144296286132,-0.0036210877864836,-0.0229708625690031,0.8148584087294707,350.0,True,-1.0500439408687745,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
S100A6,6410,7172.0,-1.0837553102975084,-0.0060957672593846,-0.010026955017199,0.5968622681977048,,False,0.0124276273392881,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SLC25A29,6411,7172.666666666667,-0.3316700213778412,-0.0171482787231241,-0.0068523399424865,0.9017354661533135,,False,-0.0596985322250802,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
LPIN1,6412,7173.666666666667,0.0624546860759049,-0.0253654327219758,-0.0060830082907849,0.9837616140594141,451.0,True,0.0613358131572623,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MSH3,6413,7175.666666666667,-0.5747700669922851,-0.012592812050027,-0.0083363276642398,0.8111366237930833,,False,-0.0698407439687534,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
GLG1,6414,7176.0,-0.6306411756539028,-0.012716776400187,-0.0076027355113374,0.7885781502578926,,False,0.0048037445652906,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CDK16,6415,7178.0,-0.5896680510421969,-0.0139295773925783,-0.007081434241942,0.8057786102406448,,False,-0.0380541829207781,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
WIPI2,6416,7178.0,-0.3234716527768003,-0.0128043476387035,-0.0114913086665553,0.9040658012741638,,False,0.0440922776845002,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TMEM185B,6417,7179.333333333333,-0.4534829497859439,-0.0167383306688922,-0.0057231787369934,0.8581642491606554,,False,-0.190297416371588,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
HRC,6418,7180.666666666667,-0.6940707863253045,-0.0140432144504452,-0.0057867364357409,0.7635363778247966,,False,0.0861969169291819,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SSR1,6419,7181.0,-1.063716061163705,-0.0064308212619731,-0.0098998352222611,0.6064832842880382,,False,0.0026342841843956,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF184,6420,7184.333333333333,-0.3746696929885671,-0.0188883438673004,-0.0051302150322244,0.8866364263528248,,False,0.1130557831729383,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
GARS,6421,7184.666666666667,-0.4022455693476197,-0.0215867492117928,-0.0027448955968043,0.877427829115799,2062.0,True,,,False,T3_no_fitness_data,No fitness data available for this gene
SEC24B,6422,7184.666666666667,-0.4739311631877837,-0.0113910572019075,-0.0111154879409484,0.850982990362728,,False,-0.0459815703990983,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PUM1,6423,7191.333333333333,-0.2413473416085718,-0.0168977366660436,-0.0084974622901881,0.9298347424258855,110.0,True,-0.2117617360904404,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PYGL,6424,7192.0,-0.7690280943097629,-0.0061053962292218,-0.0146299401550482,0.7329670149106243,,False,-0.0655972794613424,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
INTS12,6425,7192.333333333333,-0.719017606675549,-0.0045329060257705,-0.0180869919838757,0.755112991143617,2034.0,True,-0.480207187502519,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
COMMD6,6426,7195.0,-0.6211582996810301,-0.0149514589422109,-0.0059141140373092,0.4641321612750073,,False,-0.2121024025296219,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CHTF18,6427,7195.333333333333,-0.6960432573688303,-0.0103327563542439,-0.0096535590187984,0.763405937485169,1176.0,True,-0.279908617494146,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
DEDD2,6428,7198.0,-0.4583240495652287,-0.013547058766067,-0.0091178258391604,0.57115042015565,,False,0.0602876596069868,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ADARB1,6429,7198.333333333333,-0.7981814042741002,-0.0132425915453645,-0.0054062358203952,0.7202911251727052,,False,0.0174984727740448,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RANBP9,6430,7198.333333333333,-0.7255610349641378,-0.0136564807250441,-0.0058588213227476,0.7527437382747221,,False,-0.0948298776498441,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
OPN3,6431,7199.0,-0.577399123001093,-0.0156331433658071,-0.0056507648340236,0.8105738896466748,,False,-0.0035231092250884,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CEP76,6432,7200.0,-0.5373206247334871,-0.0130610154101999,-0.0085774850150577,0.8263623201083176,,False,0.0864455247346912,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MATK,6433,7203.666666666667,-0.4851496284999322,-0.0158656662081626,-0.0064764954069853,0.847042971553598,,False,-0.039914583209931,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
HIST1H2BE,6434,7204.0,-0.7537795694586767,-0.0105561690089847,-0.0086761949823638,0.7405405283763725,1910.0,True,,,False,T3_no_fitness_data,No fitness data available for this gene
RSC1A1,6435,7207.666666666667,-0.6815926354120982,-0.0103937832383313,-0.0099221311459468,0.7697145006987766,,False,0.0117313830953935,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SLC4A7,6436,7207.666666666667,-0.5527444199851604,-0.0048870910437164,-0.0210934505888222,0.8208234978894573,,False,-0.4992442358845934,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
