gene_symbol,rank,average_rank,reversal_score_wilcoxon,reversal_score_cosine,reversal_effect_size,q_value,rpe1_rank,rpe1_covered,depmap_gene_effect,depmap_n_cell_lines,is_essential,tier,tier_label
SPSB3,6769,7599.666666666667,-0.8739566407946322,-0.0129250381701057,-0.0100084892733495,0.6878034368750185,,False,0.0277881233901987,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
GOLGA4,6770,7600.0,-0.7461845187665648,-0.0191864167762834,-0.0056404195945858,0.7437135996174091,,False,-0.0655295740672577,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
LCE1E,6771,7601.333333333333,-0.5490637415728293,-0.0192616439970621,-0.0078724107431356,0.8219000847663764,912.0,True,,,False,T3_no_fitness_data,No fitness data available for this gene
DENND4A,6772,7602.333333333333,-0.3307936693749052,-0.0154708732723051,-0.0150901770668262,0.9018544588049469,,False,-0.129603187268294,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SLC25A42,6773,7602.666666666667,1.3973140569480058,-0.031946407985619,-0.0487434387395563,0.4659329415418399,1793.0,True,-0.1883002906338354,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TERF1,6774,7603.333333333333,-0.9247675895020832,-0.0166041777047278,-0.0057230677097094,0.6673735124500327,2071.0,True,,,False,T3_no_fitness_data,No fitness data available for this gene
CAPNS1,6775,7603.666666666667,-1.361422656608398,-0.0070476452624305,-0.0120696706851967,0.4790157409837319,,False,-0.1337044860038006,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PNISR,6776,7604.333333333333,-0.6449366506940267,-0.0142738001529881,-0.0117486327600258,6.693648628696324e-05,1310.0,True,-0.4605507747471163,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SLC35G6,6777,7604.333333333333,-0.940325699150318,-0.015860971786662,-0.0062812387244525,0.6613820743726245,1465.0,True,-0.0660072502878378,1162.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PYCR2,6778,7604.666666666667,-0.9758471670026568,-0.014137059682026,-0.0078003731555531,0.6438680190963907,,False,-0.0102990786462856,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
NSL1,6779,7607.333333333333,-0.613095861254019,-0.0157827892699889,-0.0102767109588262,0.7969071946094403,1153.0,True,-1.166482863833439,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
EIF5A2,6780,7607.333333333333,-0.6334856511889964,-0.0168319972223146,-0.008909513167466,0.7878959348153837,,False,0.1188878349865185,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
FBXO5,6781,7608.0,-0.8969754867384175,-0.0143925183284812,-0.0084694792413924,0.6789174407341371,103.0,True,-1.3115300782970862,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
EIF4EBP2,6782,7608.333333333333,-0.7818228335526284,-0.0135689580775885,-0.0106424278093821,0.7272377349765673,,False,-0.1811252184298006,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ECHDC3,6783,7608.333333333333,-0.8677071660582598,-0.0130419857042033,-0.0100702699390299,0.6906835119205676,,False,0.0690168839018765,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RAB11FIP1,6784,7609.333333333333,-0.8508793713839845,-0.0100110973124242,-0.0144987767136748,0.6971172739655089,,False,0.248360799705838,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
COX18,6785,7609.333333333333,-1.5857297375792438,-0.0033455081580356,-0.0154651100158992,0.3887081408265429,,False,-0.2124747385431363,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
NUB1,6786,7609.666666666667,-0.1550163104799225,-0.0246981653087093,-0.0093214155392245,0.9549514896869564,1516.0,True,0.0841200229816842,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
HELT,6787,7612.0,-0.7584534468076687,-0.0124520587137997,-0.0120888349061164,0.7384749377210984,,False,0.0905809533084788,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
EAPP,6788,7614.0,-1.2016838760633657,-0.0106338892235605,-0.0091814751740682,0.5450535298976055,,False,-0.6808110340517541,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
TIMM23B,6789,7614.0,1.3541975384035552,-0.027829214114428,-0.0792245450062703,0.4810826401566614,2161.0,True,,,False,T3_no_fitness_data,No fitness data available for this gene
ST7L,6790,7614.333333333333,-0.5543218535904453,-0.0161406320693844,-0.0107280101548576,0.8197648793702833,,False,-0.1343939866495909,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
DZIP1,6791,7614.666666666667,-0.7023084951529028,-0.0151657335766169,-0.0100457907307314,0.7598036586291209,,False,0.0639175088584771,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ARL11,6792,7615.333333333333,-0.7727087727220942,-0.0177671210094231,-0.0066172220213861,0.7316410236182594,,False,-0.1148658078595489,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RNF126,6793,7616.666666666667,-1.134726778529469,-0.0108904690844794,-0.0096008056237448,0.5738398892189612,,False,0.0586068897442923,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SREK1IP1,6794,7617.0,-0.78088805808283,-0.0149784658837249,-0.0093179512785698,0.7276676174587505,,False,-0.0750507557492978,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
HERPUD1,6795,7618.333333333333,-0.7169143618685027,-0.015553216270861,-0.0093331827744594,0.7562495087926583,,False,-0.1068170274977092,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TRIM38,6796,7618.666666666667,-1.041281449888544,-0.0099807208886337,-0.0118071777560672,0.6168591411593468,,False,0.0571854276153401,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RHOC,6797,7619.333333333333,-0.8406990860102245,-0.0154084736534644,-0.0080428535981719,0.7006932995082827,,False,-0.2655482818892686,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SCRN3,6798,7623.666666666667,-0.7451328963630416,-0.0137102005124146,-0.0111579645508431,0.7442113608480143,,False,-0.1008396990769606,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
C12orf4,6799,7625.666666666667,-0.5866300307653521,-0.0209428984924063,-0.0065356354006811,0.8070256928857216,,False,,,False,T3_no_fitness_data,No fitness data available for this gene
ONECUT2,6800,7626.0,-0.8842975944292769,-0.0130612091829011,-0.0100520607454178,0.6839363718911298,,False,0.0691280816536645,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
KCNMB3,6801,7626.0,-0.8024463173550553,-0.0106021786069744,-0.0145559019206156,0.7179394732973708,,False,0.0854056175972456,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
HIBADH,6802,7627.666666666667,-0.7065734082338581,-0.0169770562851059,-0.0081101419028878,0.7592906870841728,,False,-0.0171976213002832,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
KDM1A,6803,7628.333333333333,0.745191319829904,-0.0194093101979361,-0.0715816337818962,0.7442113608480143,1541.0,True,-0.0959228300031583,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
DAGLB,6804,7628.666666666667,-1.2067951315097214,-0.0046761014562044,-0.0184571839583678,0.5421929333752399,,False,-0.1155128873247552,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
KLF15,6805,7630.333333333333,-1.0388276642803231,-0.0109128194148634,-0.0107422078676253,0.6180260943475125,,False,0.1233629193863911,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ATMIN,6806,7632.666666666667,-0.8197707734039599,-0.010351148936016,-0.0148157949854867,0.7094910929654549,,False,-0.2240848797158669,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PLEKHG4,6807,7634.333333333333,-0.7475282585044,-0.0161221413200504,-0.008455073788482,0.4186645629326504,,False,-0.0457154629583633,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
IGSF3,6808,7634.333333333333,-1.2834467200331894,-0.0116346420793633,-0.0076543143407345,0.508744557168113,,False,-0.1603411121213968,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
METAP1D,6809,7635.0,-0.7836339610253628,-0.0125335247995156,-0.0120726476999452,0.7266514411061283,,False,-0.046091950990929,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CHD1,6810,7635.0,-0.7552985795970991,-0.0108458114228552,-0.0149751668458548,0.7400155367026883,,False,-0.2675075178758713,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
P4HA1,6811,7636.666666666667,-1.136803818208567,-0.0109780878094671,-0.00973473386742,0.5726912267354594,,False,-0.0588843472803957,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ENTPD7,6812,7640.666666666667,-0.6413728192154203,-0.0128012109540871,-0.014239624670322,0.7849408820872241,,False,-0.106302935649915,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
COMMD7,6813,7642.0,-0.539365446073671,-0.0188691557590971,-0.0088509127168879,0.8257944296529466,,False,-0.1289766606852088,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RIPOR3,6814,7642.0,-1.0139392673969412,-0.0134145881949055,-0.0084524569084604,0.6275784076519796,,False,0.0284538997636266,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
DDA1,6815,7643.333333333333,-1.0872607183092524,-0.0142217729799962,-0.0071382550517685,0.5952941302648902,,False,-0.3776910649070744,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
WDR44,6816,7643.333333333333,-0.6760308953482531,-0.0194541961769084,-0.0068692439757186,0.7719124418368636,1436.0,True,-0.2095778056663729,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
IKBIP,6817,7644.666666666667,-0.836039810800935,-0.0151816352090219,-0.0087801589308639,0.7017884280912725,,False,-0.0594929164054993,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
BACH2,6818,7644.666666666667,-0.6364068245321164,-0.0214284612755888,-0.0058015436714678,0.7863827602510878,,False,0.0210069953357194,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RMI2,6819,7645.666666666667,-0.5993079230744928,-0.0228644665695918,-0.0051970568561782,0.8021125049690407,,False,-0.2726193590271425,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
GABARAPL2,6820,7647.0,-1.0031309260273973,-0.0121840227044157,-0.0099100423542383,0.6330032030580606,,False,0.0397630864966439,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
REL,6821,7647.0,-0.9583201269439368,-0.0115785071760361,-0.0112105877706349,0.6521126254960469,,False,-0.0397179493995949,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
NAB2,6822,7650.0,-0.8107424496495161,-0.0165939079411056,-0.0076091184681617,0.7141245819487487,,False,-0.0141085143148399,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
EIF2B2,6823,7650.666666666667,1.3135585503009604,-0.0289796897793089,-0.0670868930842134,0.495737072943304,1688.0,True,-1.5565989030243064,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
MFHAS1,6824,7652.333333333333,-0.6403538886892339,-0.0160837126643397,-0.0101893013205455,0.7854631601021197,,False,0.0937109726596206,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF441,6825,7652.333333333333,-0.981864784089484,-0.0133112245497153,-0.0090308177852206,0.6410595693465249,,False,-0.0982534471316772,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF35,6826,7654.666666666667,-0.705899753828852,-0.0178320576422306,-0.0077684314889209,0.7596601605278762,,False,0.0246824015623096,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ATP13A2,6827,7655.333333333333,-0.6453456149620634,-0.0209958161762559,-0.0060907780412108,0.7841299796285852,,False,0.0818771632618658,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RNF141,6828,7656.666666666667,-0.8650063983488098,-0.0155346126189122,-0.0080654931669401,0.6920062665876947,,False,-0.0131592415440498,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ANXA1,6829,7658.0,-0.9190011337455422,-0.011148774670295,-0.0122188945524805,0.6701185631225396,,False,0.0651048739508287,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
NFKB1,6830,7658.333333333333,-0.6658230400973345,-0.0170890541330601,-0.0089403302909323,0.7762987360301514,,False,0.0047712908228493,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TOP2A,6831,7659.0,-0.818045383007316,-0.0080584945651275,-0.0195180468835721,0.71055206585072,1589.0,True,-2.248734598057508,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
RSBN1L,6832,7661.0,-0.63138240638195,-0.0158831360487681,-0.0107319766722193,0.7885687642292195,,False,-0.040874969378931,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
AZIN1,6833,7661.0,-0.7178491373383011,-0.0086015052057277,-0.020174465643967,0.7557281108696218,,False,-0.133315028044255,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
LSM4,6834,7662.0,-0.5700961896432931,-0.0118242820037377,-0.0171473849277222,0.8129377976085811,1027.0,True,-1.7946197350076702,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
ITPR3,6835,7664.0,-0.6174191978018365,-0.0124475940846977,-0.015444724218025,0.7944165372719029,,False,-0.1119748774627495,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF518B,6836,7664.0,-0.8907825992510032,-0.0157976990725678,-0.0076333082328497,0.6815562725582345,,False,0.0688773961620172,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
HMGN1,6837,7666.333333333333,-0.92601194976903,-0.0159318212591685,-0.0071492895736833,0.6672161935010299,,False,-0.3090625283980909,1059.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CCT7,6838,7667.0,0.2417563058766086,-0.0181492515116493,-0.0263242509497446,0.9297032436010143,1915.0,True,-1.283435848599216,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
SETD7,6839,7667.333333333333,-1.3287833303184111,-0.0054803809976075,-0.0161400218831454,0.4901906530203653,,False,-0.0532008330773441,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
UFL1,6840,7667.333333333333,-0.9968796150731204,-0.0123599947497,-0.0100627494614091,0.6360611184006393,1531.0,True,-0.3748874650712459,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
DHX57,6841,7668.333333333333,-0.8418237340203125,-0.0141851736562049,-0.0101940417173355,0.7006367644186233,,False,-0.1316806939001057,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ELF2,6842,7670.0,-0.611927391916771,-0.0193578595097778,-0.0079213902692024,0.7975252142013631,,False,-0.209737461415405,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TOX4,6843,7670.0,-0.4001423245405733,-0.023418257767919,-0.0075590480027195,0.8777571158099382,1047.0,True,-0.3690655593758248,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RAP2A,6844,7670.666666666667,-0.641022278414246,-0.0109836994289113,-0.0174329914811005,0.7851216117093495,,False,-0.0968054321205692,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
FAM76A,6845,7672.333333333333,-1.0266171597060818,-0.0135294021782521,-0.0085707804076012,0.6230369687739687,,False,-0.0529163735999827,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
LCE1C,6846,7673.0,-1.1224316453604168,-0.0151174928805008,-0.0061961250376022,0.5791078862852891,2329.0,True,,,False,T3_no_fitness_data,No fitness data available for this gene
BARD1,6847,7673.0,-0.919988288068377,-0.0147877870506392,-0.0086059792006521,0.6693752953932829,1739.0,True,-0.699789996899833,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
FBXO25,6848,7674.0,-0.8082116873570632,-0.0150190073552689,-0.0096910939379742,0.7149840793767054,,False,-0.0020049363663378,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
KHDC4,6849,7674.666666666667,-0.7490472686428223,-0.014283579258025,-0.0112778227663405,0.7431568993851575,,False,-0.1836506768735318,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PLK1,6850,7679.0,-0.7953186543978427,-0.0116213220968268,-0.0140659384673203,0.7215884986628863,334.0,True,-2.693106461970831,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
HECTD4,6851,7680.333333333333,-1.0056431351024804,-0.01401003689556,-0.0085358571214638,0.6319048052585167,,False,,,False,T3_no_fitness_data,No fitness data available for this gene
NUDT9,6852,7680.666666666667,-1.146911077975762,-0.0088603976414269,-0.013226966394939,0.5667737388074221,,False,0.0494470686534173,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
BDP1,6853,7680.666666666667,0.3378044853983932,-0.0272566037566438,-0.0167435722897308,0.8996498849921566,1392.0,True,-0.897919026175374,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
DHRS12,6854,7681.0,-1.1420035067593206,-0.0115704190276261,-0.00965175260513,0.5697575905113529,,False,-0.1550119866670136,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RHBDD1,6855,7682.0,-0.8877445789741585,-0.0171019471086772,-0.0067410041129555,0.682986841159504,,False,0.0499574744814458,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
HOXC9,6856,7682.333333333333,-1.3548296988684374,-0.0078758436721211,-0.0122588685026898,0.48099872719452325,,False,-0.2176806405093721,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MAP2K7,6857,7682.666666666667,-0.2684558302327251,-0.0239633342039425,-0.0090966668351494,0.9200702943733948,421.0,True,-0.1233773327423344,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
JMJD1C,6858,7683.333333333333,-0.3167720373279294,-0.0151048927810718,-0.0174830836646049,0.9062297962734533,,False,-0.020544761585835,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TROAP,6859,7683.333333333333,-0.7314033816503778,-0.0182443129958142,-0.0075526062765331,0.7498983883383252,,False,-0.3603704592722438,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PRPF8,6860,7684.666666666667,-1.0327516237266336,-0.0068630760603836,-0.0183043625374706,0.620527114726762,209.0,True,-1.9964531206717495,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
CLDND1,6861,7685.333333333333,-1.076101836138534,-0.0151630814459268,-0.0067732574360903,0.6007997619877533,,False,0.0996726809855599,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ARX,6862,7687.333333333333,-0.5174566460002712,-0.0213950832101035,-0.0076357829593993,0.4500075655438109,,False,0.0204674088589326,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
GDE1,6863,7690.666666666667,-0.8376172444062198,-0.0152659653365896,-0.0092950574184013,0.7015669233789187,,False,-0.0942733466771011,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MEX3C,6864,7690.666666666667,-0.896449675536656,-0.0175912063287838,-0.0063396586856979,0.6790546390229775,,False,0.1469321066552314,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TMEM218,6865,7691.333333333333,-0.6288117738400044,-0.0164292837919896,-0.0105919874032484,0.7897190053441802,,False,0.0303518266438001,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
FAM156B,6866,7692.666666666667,-0.7073329133030692,-0.017515518141825,-0.0085158319017504,0.2227590444901723,,False,,,False,T3_no_fitness_data,No fitness data available for this gene
ODF2L,6867,7695.333333333333,-0.4471147918979424,-0.0180790118191312,-0.0115406099567362,0.8602696179258473,,False,0.0019257504307985,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
IRX3,6868,7695.333333333333,-0.6519474667175146,-0.0183583196431256,-0.0085393856028748,0.7815802878198531,,False,-0.0618677265587235,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PHGDH,6869,7695.666666666667,-1.2108847741900894,-0.0104722540605829,-0.0105348901215559,0.5407371737389315,,False,-0.0514310140437479,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CLN3,6870,7696.0,-0.7919300933198234,-0.0169831711872937,-0.0079387517915888,0.7234053395281356,,False,0.0671159464605246,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
EGLN1,6871,7697.0,-1.0890134223151242,-0.0145974686418111,-0.0073885593132913,0.5949192227657187,,False,-0.1457888183836893,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TSPAN32,6872,7697.0,-0.6284028095719677,-0.0149401816563688,-0.0126571023803679,0.789804530840371,,False,0.0106707226759638,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF800,6873,7697.0,-0.8361566577346599,-0.0146932274255814,-0.0100791554728545,0.7017884280912725,,False,0.0696368841019635,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TACC3,6874,7698.666666666667,-0.478079229335014,-0.0141521459128244,-0.0161315040267293,0.45104595117277124,1406.0,True,-0.5114974665737657,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
SLC1A5,6875,7703.0,-0.6644724774887596,-0.0183855904025184,-0.0084325151221327,0.27619752642638007,1643.0,True,-0.1825878842477342,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
IGFBP2,6876,7703.333333333333,-1.033219011461533,-0.0124915884153482,-0.00999637244772,0.6203039039989188,,False,0.0514658367716508,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
NONO,6877,7705.666666666667,-0.8111916465860403,-0.0152478525426563,-0.009845788776487,0.7141245819487487,,False,-0.2085904451633418,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ALAD,6878,7708.0,-1.211118468057539,-0.0089555266393356,-0.0125775989241434,0.5407371737389315,,False,-0.079956001904344,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SLC9A3R1,6879,7709.333333333333,-0.6795233430765671,-0.0161134059423941,-0.0104480476758172,0.7704515730106434,,False,,,False,T3_no_fitness_data,No fitness data available for this gene
S100P,6880,7710.0,-0.7398747843454256,-0.0074764684848164,-0.023840966858929,0.7468093484606634,,False,-0.0411367287164568,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
NIPBL,6881,7710.333333333333,-0.374202305253668,-0.0179202250531116,-0.0131437295847487,0.8866364263528248,,False,-0.5746804574184728,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
KLHL42,6882,7710.666666666667,-0.4832789178857676,-0.015599913542621,-0.0140435686017085,0.8480063393479176,,False,-0.049351795609818,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
COPS9,6883,7714.333333333333,-0.817432412786677,-0.0110290141953914,-0.0151178190645723,0.7107011656939669,,False,-0.050615665925544,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF189,6884,7714.333333333333,-0.8543847793957284,-0.015681185466724,-0.0088034006299959,0.6959056297924847,,False,0.1146017488255187,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RPL26L1,6885,7714.666666666667,-0.7276058563043218,-0.0201665137793737,-0.0065893102040244,0.7512653522119279,1985.0,True,-0.415299319791968,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
HSDL1,6886,7715.0,-0.896157558202344,-0.0160990651464185,-0.0078511243722902,0.6790546390229775,,False,-0.0429221260492788,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CXCL2,6887,7715.0,-0.8618045596872531,-0.0135175376424458,-0.0112217634874062,0.6935936661311419,,False,-0.2096003490996,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ITGAE,6888,7715.0,-0.7999341082799722,-0.0176986836560303,-0.0076354102039957,0.7192169391564038,,False,0.031275486145289,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MXI1,6889,7715.666666666667,-0.6568550379339562,-0.0184598460562087,-0.0086331790900029,0.7597178723857217,,False,0.1167023652766174,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
HSPA8,6890,7717.0,-1.0715448057232668,-0.0058931176302163,-0.0201901565475155,0.603876168451548,2014.0,True,-0.8518505564511066,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
SLX4IP,6891,7719.333333333333,-0.7310528408492033,-0.0171555825146883,-0.008872492600384,0.7498983883383252,,False,0.0210077947723119,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
AGPAT1,6892,7721.666666666667,-0.5211957478794648,-0.0155726247902719,-0.013823114343953,0.09212277357301024,,False,-0.0599404589990101,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CLDN15,6893,7722.0,-0.5252269670929703,-0.0248822808829181,-0.005869490512138,0.8301851786555272,,False,-0.0010928150823808,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MANBA,6894,7723.0,-0.9485049845110538,-0.0144040396090076,-0.009342638074344,0.6575527538691377,,False,0.0926150931353002,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
BLOC1S3,6895,7723.333333333333,-0.6769527105346216,-0.0147981174612776,-0.0124607324780191,0.5276826822356148,,False,-0.0993152982573754,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SDF4,6896,7723.666666666667,-0.5069404219650394,-0.0160763673908168,-0.0131993817274417,0.8389971891271862,,False,-0.0485747209589698,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ABI1,6897,7724.333333333333,-0.8508793713839845,-0.010962489357733,-0.0149413976217177,0.6971172739655089,,False,-0.0893201960016751,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SPATA2L,6898,7725.333333333333,-0.3427704800816971,-0.0220526058292651,-0.0099229399859648,0.8982967444841908,,False,-0.0419268403207149,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
