cohort	pathway_id	size	hits	n_tested
ThomasAM_2019_c	PWY-5837	7	0	6
ThomasAM_2019_c	HEME-BIOSYNTHESIS-II	4	0	6
ThomasAM_2019_c	NAD-BIOSYNTHESIS-II	5	0	6
ThomasAM_2019_c	PWY-6612	10	0	3
ThomasAM_2019_c	PWY0-1415	6	0	2
ThomasAM_2019_c	PWY-5863	16	0	4
ThomasAM_2019_c	HCAMHPDEG-PWY	5	0	1
ThomasAM_2019_c	PWY-6690	5	0	1
ThomasAM_2019_c	PPGPPMET-PWY	6	0	4
ThomasAM_2019_c	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	8	0	1
ThomasAM_2019_c	PWY-5941	6	0	3
ThomasAM_2019_c	PWY0-1241	5	0	12
ThomasAM_2019_c	PWY-5367	6	0	6
ThomasAM_2019_c	LACTOSECAT-PWY	4	0	8
ThomasAM_2019_c	PWY-7094	6	0	1
ThomasAM_2019_c	PWY0-42	5	0	1
ThomasAM_2019_c	PWY-7269	5	0	2
ThomasAM_2019_c	PWY-5747	6	0	1
ThomasAM_2019_c	AST-PWY	5	0	2
ThomasAM_2019_c	LPSSYN-PWY	26	0	1
ThomasAM_2019_c	PWY-5138	5	0	5
ThomasAM_2019_c	PWY-7371	5	0	4
ThomasAM_2019_c	PWY-7446	5	0	2
ThomasAM_2019_c	PWY-6595	6	0	3
ThomasAM_2019_c	PWY66-389	4	0	2
ThomasAM_2019_c	METH-ACETATE-PWY	6	0	5
ThomasAM_2019_c	KDO-NAGLIPASYN-PWY	17	0	1
ThomasAM_2019_c	GOLPDLCAT-PWY	4	0	5
ThomasAM_2019_c	UBISYN-PWY	13	0	1
ThomasAM_2019_c	ECASYN-PWY	10	0	2
ThomasAM_2019_c	GLYCOL-GLYOXDEG-PWY	4	0	2
ThomasAM_2019_c	PWY-7013	5	0	9
ThomasAM_2019_c	PWY-5855	8	0	1
ThomasAM_2019_c	PWY-5856	8	0	1
ThomasAM_2019_c	PWY-5857	8	0	1
ThomasAM_2019_c	PWY-6708	8	0	1
ThomasAM_2019_c	PWY-6588	5	0	3
ThomasAM_2019_c	PWY-6823	6	0	1
ThomasAM_2019_c	KETOGLUCONMET-PWY	8	0	2
ThomasAM_2019_c	P221-PWY	5	0	1
ThomasAM_2019_c	PWY0-1338	6	0	2
ThomasAM_2019_c	PWY-7209	5	0	1
ThomasAM_2019_c	PWY-6837	5	0	2
ThomasAM_2019_c	PWY-6572	8	0	1
ThomasAM_2019_c	P124-PWY	15	0	3
ThomasAM_2019_c	PWY0-41	8	0	1
ThomasAM_2019_c	P163-PWY	10	0	2
ThomasAM_2019_c	PWY-5705	4	0	1
ThomasAM_2019_c	P125-PWY	5	0	4
ThomasAM_2019_c	PWY-6478	4	0	1
ThomasAM_2019_c	PWY-5005	8	0	5
ThomasAM_2019_c	PYRIDNUCSAL-PWY	7	0	1
ThomasAM_2019_c	PWY-1861	9	0	3
ThomasAM_2019_c	PWY-7385	9	0	1
ThomasAM_2019_c	TEICHOICACID-PWY	12	0	2
ThomasAM_2019_c	PWY-5920	8	0	1
ThomasAM_2019_c	NONMEVIPP-PWY	9	0	6
ThomasAM_2019_c	P122-PWY	18	0	1
ThomasAM_2019_c	P162-PWY	10	0	1
ThomasAM_2019_c	PWY-7316	4	0	2
ThomasAM_2019_c	PWY-7198	7	0	3
ThomasAM_2019_c	PWY-7312	4	0	2
ThomasAM_2019_c	METHANOGENESIS-PWY	6	0	2
ThomasAM_2019_c	PWY-7210	8	0	1
ThomasAM_2019_c	PWY-6143	6	0	1
ThomasAM_2019_c	PWY-6749	10	0	1
ThomasAM_2019_c	PWY0-1533	4	0	1
ThomasAM_2019_c	REDCITCYC	10	0	1
ThomasAM_2019_c	AEROBACTINSYN-PWY	4	0	1
ThomasAM_2019_c	PWY-6953	5	0	1
ThomasAM_2019_c	PWY-5692	4	0	1
ThomasAM_2019_c	URDEGR-PWY	4	0	1
ThomasAM_2019_c	PWY-7560	9	0	1
ThomasAM_2019_c	PWY-6270	10	0	1
VogtmannE_2016	DTDPRHAMSYN-PWY	4	0	110
VogtmannE_2016	PWY-1042	10	0	77
VogtmannE_2016	PWY-6609	4	0	123
VogtmannE_2016	PWY-5686	6	0	119
VogtmannE_2016	ILEUSYN-PWY	7	0	81
VogtmannE_2016	PWY-7111	5	0	136
VogtmannE_2016	VALSYN-PWY	4	0	138
VogtmannE_2016	TRNA-CHARGING-PWY	21	0	61
VogtmannE_2016	PWY-6386	8	0	105
VogtmannE_2016	PWY-7221	4	0	126
VogtmannE_2016	PEPTIDOGLYCANSYN-PWY	10	0	119
VogtmannE_2016	PWY-6387	8	0	123
VogtmannE_2016	PWY-6385	14	0	100
VogtmannE_2016	COA-PWY-1	5	0	132
VogtmannE_2016	PWY-6700	4	0	118
VogtmannE_2016	PWY-5667	4	0	90
VogtmannE_2016	PWY0-1319	4	0	90
VogtmannE_2016	PWY-6163	5	0	86
VogtmannE_2016	PWY-5695	4	0	77
VogtmannE_2016	ARO-PWY	7	0	59
VogtmannE_2016	PWY-3841	11	0	91
VogtmannE_2016	PWY-6151	4	0	91
VogtmannE_2016	ANAGLYCOLYSIS-PWY	11	0	22
VogtmannE_2016	CALVIN-PWY	13	0	39
VogtmannE_2016	COMPLETE-ARO-PWY	17	0	50
VogtmannE_2016	PWY-5097	7	0	98
VogtmannE_2016	1CMET2-PWY	9	0	81
VogtmannE_2016	COA-PWY	4	0	109
VogtmannE_2016	ARGSYN-PWY	9	0	66
VogtmannE_2016	PWY-7400	14	0	65
VogtmannE_2016	PWY-6121	5	0	124
VogtmannE_2016	HISTSYN-PWY	11	0	71
VogtmannE_2016	ARGSYNBSUB-PWY	9	0	80
VogtmannE_2016	PWY-6122	5	0	141
VogtmannE_2016	PWY-6277	5	0	141
VogtmannE_2016	PWY0-1586	12	0	43
VogtmannE_2016	RIBOSYN2-PWY	9	0	77
VogtmannE_2016	PWY-2942	8	0	95
VogtmannE_2016	PWY-6527	7	0	31
VogtmannE_2016	PWY-724	10	0	34
VogtmannE_2016	BRANCHED-CHAIN-AA-SYN-PWY	19	0	81
VogtmannE_2016	PWY-7229	8	0	33
VogtmannE_2016	PWY-6317	5	0	31
VogtmannE_2016	GLUTORN-PWY	5	0	68
VogtmannE_2016	PANTOSYN-PWY	9	0	69
VogtmannE_2016	PWY-6123	6	0	67
VogtmannE_2016	PWY-6124	5	0	74
VogtmannE_2016	PWY-5103	7	0	81
VogtmannE_2016	PWY-6168	9	0	42
VogtmannE_2016	PWY-6126	8	0	33
VogtmannE_2016	PWY-3001	13	0	26
VogtmannE_2016	PWY-5973	5	0	29
VogtmannE_2016	PANTO-PWY	4	0	78
VogtmannE_2016	PWY-7220	4	0	60
VogtmannE_2016	PWY-7222	4	0	60
VogtmannE_2016	PYRIDNUCSYN-PWY	6	0	43
VogtmannE_2016	PWY-7357	6	0	48
VogtmannE_2016	GLYCOGENSYNTH-PWY	4	0	44
VogtmannE_2016	SER-GLYSYN-PWY	4	0	69
VogtmannE_2016	PWY-7237	10	0	43
VogtmannE_2016	THRESYN-PWY	6	0	38
VogtmannE_2016	TRPSYN-PWY	7	0	49
VogtmannE_2016	PWY-6936	5	0	54
VogtmannE_2016	PWY-6125	8	0	29
VogtmannE_2016	NONOXIPENT-PWY	5	0	55
VogtmannE_2016	PWY-6897	5	0	18
VogtmannE_2016	PWY-7228	6	0	33
VogtmannE_2016	HSERMETANA-PWY	4	0	38
VogtmannE_2016	PWY-6703	4	0	62
VogtmannE_2016	THISYN-PWY	12	0	7
VogtmannE_2016	THISYNARA-PWY	7	0	29
VogtmannE_2016	PWY-5154	9	0	11
VogtmannE_2016	PWY0-166	14	0	10
VogtmannE_2016	PWY-6892	8	0	29
VogtmannE_2016	ARGININE-SYN4-PWY	4	0	28
VogtmannE_2016	PHOSLIPSYN-PWY	10	0	6
VogtmannE_2016	PWY-7282	10	0	9
VogtmannE_2016	PWY-7184	9	0	11
VogtmannE_2016	PWY-6147	5	0	23
VogtmannE_2016	COBALSYN-PWY	9	0	19
VogtmannE_2016	RHAMCAT-PWY	5	0	27
VogtmannE_2016	PWY0-845	11	0	16
VogtmannE_2016	PWY4FS-7	6	0	10
VogtmannE_2016	PWY4FS-8	6	0	10
VogtmannE_2016	PWY-6545	9	0	2
VogtmannE_2016	PENTOSE-P-PWY	8	0	13
VogtmannE_2016	CITRULBIO-PWY	8	0	5
VogtmannE_2016	PWY-2941	9	0	11
VogtmannE_2016	PYRIDOXSYN-PWY	7	0	18
VogtmannE_2016	TEICHOICACID-PWY	12	0	4
VogtmannE_2016	PWY-5188	6	0	30
VogtmannE_2016	UDPNAGSYN-PWY	5	0	40
VogtmannE_2016	PWY-5030	6	0	19
VogtmannE_2016	HISDEG-PWY	4	0	34
VogtmannE_2016	PWY-5659	4	0	22
VogtmannE_2016	GLCMANNANAUT-PWY	5	0	14
VogtmannE_2016	PWY-5104	6	0	16
VogtmannE_2016	PWY-4984	5	0	4
VogtmannE_2016	PWY0-1479	10	0	4
VogtmannE_2016	PWY-6305	4	0	7
VogtmannE_2016	PWY0-162	9	0	7
VogtmannE_2016	MET-SAM-PWY	9	0	6
VogtmannE_2016	PWY-5347	9	0	4
VogtmannE_2016	PWY-1269	5	0	13
VogtmannE_2016	METSYN-PWY	8	0	6
VogtmannE_2016	PWY-6353	11	0	5
VogtmannE_2016	NAGLIPASYN-PWY	6	0	10
VogtmannE_2016	GLUCUROCAT-PWY	7	0	4
VogtmannE_2016	PWYG-321	205	0	5
VogtmannE_2016	PWY-5941	6	0	3
VogtmannE_2016	PWY-6519	11	0	4
VogtmannE_2016	PWY-7664	14	0	8
VogtmannE_2016	PWY0-862	6	0	8
VogtmannE_2016	PWY-6282	9	0	8
VogtmannE_2016	PWY-5989	6	0	5
VogtmannE_2016	SALVADEHYPOX-PWY	5	0	11
VogtmannE_2016	PWY-1861	9	0	2
VogtmannE_2016	FASYN-INITIAL-PWY	6	0	5
VogtmannE_2016	P461-PWY	20	0	2
VogtmannE_2016	METH-ACETATE-PWY	6	0	5
VogtmannE_2016	HOMOSER-METSYN-PWY	5	0	6
VogtmannE_2016	PWY-6606	4	0	7
VogtmannE_2016	PWY-7234	6	0	15
VogtmannE_2016	PWY0-1241	5	0	10
VogtmannE_2016	LACTOSECAT-PWY	4	0	5
VogtmannE_2016	PWY-7316	4	0	2
VogtmannE_2016	PWY-4041	6	0	10
VogtmannE_2016	PWY-7013	5	0	5
VogtmannE_2016	GOLPDLCAT-PWY	4	0	5
VogtmannE_2016	PWY-6891	7	0	4
VogtmannE_2016	PWY-7315	4	0	6
VogtmannE_2016	PWY-6953	5	0	2
VogtmannE_2016	PWY-6588	5	0	3
VogtmannE_2016	PWY-6749	10	0	1
VogtmannE_2016	PWY-7371	5	0	2
VogtmannE_2016	PWY-5138	5	0	2
VogtmannE_2016	HEME-BIOSYNTHESIS-II	4	0	3
VogtmannE_2016	PWY-5101	8	0	3
VogtmannE_2016	PWY-6876	5	0	1
VogtmannE_2016	DENOVOPURINE2-PWY	27	0	2
VogtmannE_2016	PWY66-409	17	0	2
VogtmannE_2016	PWY-7187	7	0	3
VogtmannE_2016	PWY0-1297	7	0	10
VogtmannE_2016	PWY-7323	6	0	2
VogtmannE_2016	PWY-7456	7	0	4
VogtmannE_2016	PWY-7312	4	0	2
VogtmannE_2016	BIOTIN-BIOSYNTHESIS-PWY	16	0	3
VogtmannE_2016	PWY0-1061	6	0	6
VogtmannE_2016	FUCCAT-PWY	4	0	3
VogtmannE_2016	P161-PWY	5	0	3
VogtmannE_2016	PWY-6572	8	0	1
VogtmannE_2016	PWY-5367	6	0	2
VogtmannE_2016	PWY-6478	4	0	1
VogtmannE_2016	P125-PWY	5	0	1
VogtmannE_2016	GLUCONEO-PWY	13	0	6
VogtmannE_2016	GLYCOLYSIS	12	0	7
VogtmannE_2016	PWY-5484	11	0	7
VogtmannE_2016	DAPLYSINESYN-PWY	9	0	4
VogtmannE_2016	PWY-5384	4	0	5
VogtmannE_2016	PWY-6143	6	0	1
VogtmannE_2016	P124-PWY	15	0	1
VogtmannE_2016	NAD-BIOSYNTHESIS-II	5	0	3
VogtmannE_2016	PPGPPMET-PWY	6	0	2
VogtmannE_2016	NONMEVIPP-PWY	9	0	2
VogtmannE_2016	PWY-5005	8	0	2
VogtmannE_2016	FERMENTATION-PWY	17	0	2
VogtmannE_2016	PWY-7117	14	0	2
VogtmannE_2016	GLYCOCAT-PWY	8	0	3
VogtmannE_2016	HEMESYN2-PWY	4	0	2
VogtmannE_2016	PWY-5913	9	0	2
VogtmannE_2016	PWY-5837	7	0	2
VogtmannE_2016	GLUCOSE1PMETAB-PWY	5	0	3
VogtmannE_2016	ANAEROFRUCAT-PWY	14	0	2
VogtmannE_2016	PWY-841	21	0	1
VogtmannE_2016	OANTIGEN-PWY	10	0	7
VogtmannE_2016	PWY-6471	16	0	1
VogtmannE_2016	PWY0-1261	12	0	1
VogtmannE_2016	COLANSYN-PWY	12	0	1
VogtmannE_2016	PWY-6901	17	0	1
VogtmannE_2016	PWY-6895	11	0	1
VogtmannE_2016	ARG+POLYAMINE-SYN	17	0	1
VogtmannE_2016	GALACT-GLUCUROCAT-PWY	11	0	1
VogtmannE_2016	GLYCOLYSIS-E-D	16	0	1
VogtmannE_2016	HEXITOLDEGSUPER-PWY	19	0	1
VogtmannE_2016	PWY-5971	31	0	1
VogtmannE_2016	POLYISOPRENSYN-PWY	6	0	1
VogtmannE_2016	PWY-6969	10	0	1
VogtmannE_2016	TCA	11	0	1
VogtmannE_2016	P441-PWY	21	0	1
VogtmannE_2016	SULFATE-CYS-PWY	9	0	1
VogtmannE_2016	PWY-6629	14	0	1
VogtmannE_2016	FUC-RHAMCAT-PWY	12	0	1
VogtmannE_2016	POLYAMSYN-PWY	8	0	1
VogtmannE_2016	PWY-6859	4	0	1
VogtmannE_2016	PWY-5690	10	0	1
VogtmannE_2016	PWY-6628	10	0	1
VogtmannE_2016	FAO-PWY	7	0	2
VogtmannE_2016	PWY-6630	10	0	1
VogtmannE_2016	PWY-5136	5	0	2
VogtmannE_2016	PYRIDNUCSAL-PWY	7	0	1
VogtmannE_2016	GLYCOLYSIS-TCA-GLYOX-BYPASS	26	0	1
VogtmannE_2016	PWY0-1298	6	0	1
VogtmannE_2016	SO4ASSIM-PWY	4	0	1
VogtmannE_2016	PWY-5838	10	0	1
VogtmannE_2016	PWY-5840	10	0	1
VogtmannE_2016	PWY-5897	10	0	1
VogtmannE_2016	PWY-5898	10	0	1
VogtmannE_2016	PWY-5899	10	0	1
VogtmannE_2016	PWY-5845	10	0	1
VogtmannE_2016	P105-PWY	10	0	1
VogtmannE_2016	PWY0-781	25	0	1
VogtmannE_2016	PWY-5723	10	0	1
VogtmannE_2016	TCA-GLYOX-BYPASS	13	0	1
VogtmannE_2016	PWY-5861	9	0	1
VogtmannE_2016	P4-PWY	18	0	1
VogtmannE_2016	ENTBACSYN-PWY	11	0	1
VogtmannE_2016	GALACTARDEG-PWY	4	0	4
VogtmannE_2016	GLUCARGALACTSUPER-PWY	4	0	4
VogtmannE_2016	PWY4LZ-257	9	0	1
VogtmannE_2016	PWY-5862	9	0	1
VogtmannE_2016	PWY-7254	10	0	1
VogtmannE_2016	PWY-5675	4	0	1
VogtmannE_2016	PWY-6285	53	0	1
VogtmannE_2016	PWY-5918	10	0	1
VogtmannE_2016	METHGLYUT-PWY	8	0	1
VogtmannE_2016	PWY-7328	6	0	1
VogtmannE_2016	PWY-6531	5	0	1
VogtmannE_2016	PWY-5850	10	0	1
VogtmannE_2016	PWY-5896	10	0	1
VogtmannE_2016	PWY-561	15	0	1
VogtmannE_2016	PWY-5863	16	0	1
VogtmannE_2016	PWY0-1415	6	0	1
VogtmannE_2016	PWY-6803	4	0	1
VogtmannE_2016	PWY-6284	20	0	1
VogtmannE_2016	GLUCARDEG-PWY	4	0	3
VogtmannE_2016	PWY-5860	9	0	1
VogtmannE_2016	PWY-4702	14	0	1
VogtmannE_2016	PWY-5920	8	0	1
VogtmannE_2016	PWY-5189	4	0	1
VogtmannE_2016	PWY-5656	4	0	1
VogtmannE_2016	FOLSYN-PWY	12	0	1
VogtmannE_2016	PWY-7204	9	0	1
VogtmannE_2016	PWY0-42	5	0	1
VogtmannE_2016	P162-PWY	10	0	1
VogtmannE_2016	PWY-6612	10	0	1
VogtmannE_2016	PWY-5747	6	0	1
VogtmannE_2016	AST-PWY	5	0	1
VogtmannE_2016	KETOGLUCONMET-PWY	8	0	1
VogtmannE_2016	PWY-6823	6	0	1
VogtmannE_2016	KDO-NAGLIPASYN-PWY	17	0	1
VogtmannE_2016	GLYCOL-GLYOXDEG-PWY	4	0	1
VogtmannE_2016	PWY-5705	4	0	1
VogtmannE_2016	PWY-6837	5	0	1
VogtmannE_2016	PWY-7446	5	0	1
VogtmannE_2016	P164-PWY	15	0	6
VogtmannE_2016	P163-PWY	10	0	2
VogtmannE_2016	PWY-6167	10	0	2
VogtmannE_2016	METHANOGENESIS-PWY	6	0	2
VogtmannE_2016	PWY-6349	6	0	2
VogtmannE_2016	PWY-5198	6	0	2
VogtmannE_2016	ORNDEG-PWY	9	0	1
VogtmannE_2016	ARGDEG-PWY	11	0	1
VogtmannE_2016	ORNARGDEG-PWY	11	0	1
VogtmannE_2016	PWY0-1277	9	0	1
VogtmannE_2016	HCAMHPDEG-PWY	5	0	1
VogtmannE_2016	PWY-6690	5	0	1
VogtmannE_2016	PWY66-389	4	0	1
VogtmannE_2016	ECASYN-PWY	10	0	1
VogtmannE_2016	PWY-7269	5	0	1
VogtmannE_2016	PWY0-41	8	0	1
VogtmannE_2016	P221-PWY	5	0	1
VogtmannE_2016	PWY-6731	4	0	1
VogtmannE_2016	PWY0-881	17	0	1
VogtmannE_2016	LPSSYN-PWY	26	0	1
VogtmannE_2016	PWY0-1338	6	0	1
VogtmannE_2016	UBISYN-PWY	13	0	1
VogtmannE_2016	PWY-5855	8	0	1
VogtmannE_2016	PWY-5856	8	0	1
VogtmannE_2016	PWY-5857	8	0	1
VogtmannE_2016	PWY-6708	8	0	1
VogtmannE_2016	PWY-6595	6	0	2
VogtmannE_2016	PWY-7198	7	0	2
VogtmannE_2016	REDCITCYC	10	0	1
VogtmannE_2016	PWY-7209	5	0	1
YuJ_2015	PWY0-1586	12	12	49
YuJ_2015	TRNA-CHARGING-PWY	21	9	65
YuJ_2015	PWY-1042	10	20	86
YuJ_2015	ILEUSYN-PWY	7	14	82
YuJ_2015	PWY-7111	5	24	140
YuJ_2015	VALSYN-PWY	4	29	141
YuJ_2015	PWY-6387	8	26	127
YuJ_2015	PEPTIDOGLYCANSYN-PWY	10	23	120
YuJ_2015	PWY-6385	14	19	97
YuJ_2015	CALVIN-PWY	13	16	42
YuJ_2015	PWY-6386	8	20	106
YuJ_2015	PWY-7229	8	7	34
YuJ_2015	PWY-5686	6	25	117
YuJ_2015	PWY-7221	4	27	129
YuJ_2015	PWY-6126	8	7	34
YuJ_2015	PWY-6700	4	27	119
YuJ_2015	PWY-6609	4	21	121
YuJ_2015	PWY-3841	11	16	98
YuJ_2015	ARGSYNBSUB-PWY	9	17	78
YuJ_2015	COA-PWY-1	5	25	133
YuJ_2015	BRANCHED-CHAIN-AA-SYN-PWY	19	14	82
YuJ_2015	PWY-6122	5	28	144
YuJ_2015	PWY-6277	5	28	144
YuJ_2015	NONOXIPENT-PWY	5	17	54
YuJ_2015	ARGSYN-PWY	9	13	64
YuJ_2015	PWY-7220	4	17	75
YuJ_2015	PWY-7222	4	17	75
YuJ_2015	PWY-7400	14	14	63
YuJ_2015	PWY-6121	5	27	128
YuJ_2015	ANAGLYCOLYSIS-PWY	11	1	25
YuJ_2015	PWY-5695	4	17	78
YuJ_2015	PWY-5103	7	14	82
YuJ_2015	PWY-5097	7	19	100
YuJ_2015	PWY-2942	8	20	97
YuJ_2015	GLYCOLYSIS	12	0	13
YuJ_2015	ARO-PWY	7	11	65
YuJ_2015	1CMET2-PWY	9	9	85
YuJ_2015	PWY-6163	5	16	91
YuJ_2015	COMPLETE-ARO-PWY	17	8	52
YuJ_2015	PWY-5484	11	0	12
YuJ_2015	PWY0-1319	4	18	90
YuJ_2015	PWY-5667	4	18	90
YuJ_2015	PWY-3001	13	4	32
YuJ_2015	COA-PWY	4	24	115
YuJ_2015	DTDPRHAMSYN-PWY	4	21	103
YuJ_2015	PWY-6151	4	22	85
YuJ_2015	GLYCOGENSYNTH-PWY	4	13	48
YuJ_2015	PWY-724	10	9	38
YuJ_2015	GLUTORN-PWY	5	14	67
YuJ_2015	PANTO-PWY	4	13	79
YuJ_2015	THRESYN-PWY	6	7	48
YuJ_2015	PWY-6936	5	17	60
YuJ_2015	PANTOSYN-PWY	9	9	66
YuJ_2015	ANAEROFRUCAT-PWY	14	0	2
YuJ_2015	HEXITOLDEGSUPER-PWY	19	0	2
YuJ_2015	RIBOSYN2-PWY	9	14	80
YuJ_2015	SALVADEHYPOX-PWY	5	6	12
YuJ_2015	P461-PWY	20	0	7
YuJ_2015	GLUCONEO-PWY	13	0	10
YuJ_2015	PWY-6123	6	11	80
YuJ_2015	UDPNAGSYN-PWY	5	6	52
YuJ_2015	PHOSLIPSYN-PWY	10	1	7
YuJ_2015	FASYN-INITIAL-PWY	6	0	10
YuJ_2015	HSERMETANA-PWY	4	9	38
YuJ_2015	DENOVOPURINE2-PWY	27	0	4
YuJ_2015	PWYG-321	205	0	5
YuJ_2015	PWY-841	21	0	3
YuJ_2015	PWY-5154	9	2	12
YuJ_2015	PWY-6124	5	11	84
YuJ_2015	PWY-6168	9	9	46
YuJ_2015	PWY-5973	5	1	33
YuJ_2015	MET-SAM-PWY	9	2	11
YuJ_2015	PYRIDNUCSYN-PWY	6	10	42
YuJ_2015	PWY-7664	14	0	12
YuJ_2015	PWY-5971	31	0	2
YuJ_2015	SER-GLYSYN-PWY	4	13	70
YuJ_2015	HISTSYN-PWY	11	12	72
YuJ_2015	PWY4FS-7	6	3	10
YuJ_2015	PWY4FS-8	6	3	10
YuJ_2015	PWY0-1261	12	0	7
YuJ_2015	PWY0-862	6	0	12
YuJ_2015	PWY0-166	14	1	11
YuJ_2015	PWY-6527	7	7	34
YuJ_2015	PWY-6282	9	0	12
YuJ_2015	THISYN-PWY	12	0	7
YuJ_2015	PWY-5347	9	1	8
YuJ_2015	METSYN-PWY	8	3	11
YuJ_2015	PWY-5188	6	4	30
YuJ_2015	ARG+POLYAMINE-SYN	17	0	4
YuJ_2015	PWY-7187	7	0	4
YuJ_2015	PWY-6892	8	8	31
YuJ_2015	GLYCOLYSIS-TCA-GLYOX-BYPASS	26	0	2
YuJ_2015	PWY0-162	9	2	8
YuJ_2015	PWY-6901	17	0	2
YuJ_2015	PWY0-1479	10	1	8
YuJ_2015	PWY-6125	8	2	32
YuJ_2015	TCA	11	0	5
YuJ_2015	PWY-6353	11	5	7
YuJ_2015	PWY-7357	6	13	54
YuJ_2015	PWY-6317	5	7	30
YuJ_2015	OANTIGEN-PWY	10	1	10
YuJ_2015	PWY-6895	11	0	2
YuJ_2015	PWY-7228	6	3	35
YuJ_2015	PWY-6703	4	4	65
YuJ_2015	PWY-5989	6	0	9
YuJ_2015	P441-PWY	21	0	2
YuJ_2015	PWY-6629	14	0	2
YuJ_2015	PWY-6897	5	2	22
YuJ_2015	FERMENTATION-PWY	17	0	6
YuJ_2015	DAPLYSINESYN-PWY	9	0	11
YuJ_2015	FAO-PWY	7	0	5
YuJ_2015	TRPSYN-PWY	7	8	49
YuJ_2015	PWY-6305	4	3	10
YuJ_2015	PWY-5723	10	0	3
YuJ_2015	BIOTIN-BIOSYNTHESIS-PWY	16	0	5
YuJ_2015	PWY-6519	11	0	6
YuJ_2015	PWY0-781	25	0	2
YuJ_2015	PWY-1269	5	0	16
YuJ_2015	GLYCOLYSIS-E-D	16	0	2
YuJ_2015	PWY-5913	9	0	6
YuJ_2015	PWY-5104	6	5	16
YuJ_2015	SULFATE-CYS-PWY	9	0	3
YuJ_2015	P4-PWY	18	0	3
YuJ_2015	PENTOSE-P-PWY	8	4	13
YuJ_2015	PYRIDOXSYN-PWY	7	2	21
YuJ_2015	PWY-7211	18	0	2
YuJ_2015	PRPP-PWY	49	0	2
YuJ_2015	PWY66-409	17	0	3
YuJ_2015	PYRIDNUCSAL-PWY	7	0	2
YuJ_2015	PWY-7184	9	1	13
YuJ_2015	PWY-6628	10	0	3
YuJ_2015	TCA-GLYOX-BYPASS	13	0	5
YuJ_2015	PWY-6285	53	0	2
YuJ_2015	THISYNARA-PWY	7	7	34
YuJ_2015	POLYAMSYN-PWY	8	0	5
YuJ_2015	PWY-7117	14	0	6
YuJ_2015	PWY0-1297	7	2	14
YuJ_2015	PWY-7282	10	0	10
YuJ_2015	PWY-5136	5	0	4
YuJ_2015	PWY-4041	6	0	16
YuJ_2015	ENTBACSYN-PWY	11	0	2
YuJ_2015	PWY-7234	6	1	26
YuJ_2015	NAGLIPASYN-PWY	6	1	13
YuJ_2015	COBALSYN-PWY	9	4	20
YuJ_2015	CITRULBIO-PWY	8	0	7
YuJ_2015	PWY-6891	7	0	3
YuJ_2015	ORNDEG-PWY	9	0	4
YuJ_2015	HOMOSER-METSYN-PWY	5	3	11
YuJ_2015	RHAMCAT-PWY	5	4	28
YuJ_2015	FUCCAT-PWY	4	1	7
YuJ_2015	PWY-6545	9	0	4
YuJ_2015	GLYCOCAT-PWY	8	0	6
YuJ_2015	PWY-7237	10	14	49
YuJ_2015	GLCMANNANAUT-PWY	5	1	10
YuJ_2015	PWY-5675	4	0	4
YuJ_2015	PWY-6969	10	0	2
YuJ_2015	SO4ASSIM-PWY	4	0	5
YuJ_2015	PWY-561	15	0	2
YuJ_2015	P105-PWY	10	0	2
YuJ_2015	PWY4LZ-257	9	0	2
YuJ_2015	PWY0-1298	6	1	6
YuJ_2015	PWY-6147	5	1	23
YuJ_2015	PWY-6606	4	7	11
YuJ_2015	PWY0-845	11	1	17
YuJ_2015	PWY-6284	20	0	2
YuJ_2015	PWY-5838	10	0	2
YuJ_2015	PWY-5897	10	0	2
YuJ_2015	PWY-5898	10	0	2
YuJ_2015	PWY-5899	10	0	2
YuJ_2015	P161-PWY	5	2	8
YuJ_2015	COLANSYN-PWY	12	0	2
YuJ_2015	PWY-7210	8	0	2
YuJ_2015	PWY-5690	10	0	2
YuJ_2015	PWY-7198	7	0	3
YuJ_2015	FUC-RHAMCAT-PWY	12	0	3
YuJ_2015	GALACTARDEG-PWY	4	1	6
YuJ_2015	GLUCARGALACTSUPER-PWY	4	1	6
YuJ_2015	PWY0-1241	5	0	14
YuJ_2015	PWY-7254	10	0	2
YuJ_2015	ARGININE-SYN4-PWY	4	3	28
YuJ_2015	PWY0-1061	6	2	10
YuJ_2015	PWY-5659	4	7	23
YuJ_2015	PWY-5840	10	0	2
YuJ_2015	PWY-5845	10	0	2
YuJ_2015	PWY-5850	10	0	2
YuJ_2015	PWY-5896	10	0	2
YuJ_2015	PWY-5918	10	0	2
YuJ_2015	PWY-6531	5	0	2
YuJ_2015	GLUCOSE1PMETAB-PWY	5	0	7
YuJ_2015	GALACT-GLUCUROCAT-PWY	11	0	2
YuJ_2015	PWY-5861	9	0	2
YuJ_2015	PWY0-881	17	0	2
YuJ_2015	PWY-4702	14	0	2
YuJ_2015	PWY-5384	4	0	6
YuJ_2015	GLUCARDEG-PWY	4	2	5
YuJ_2015	PWY-5189	4	0	2
YuJ_2015	PWY-7323	6	0	4
YuJ_2015	PWY-7328	6	0	2
YuJ_2015	PWY-2941	9	3	14
YuJ_2015	ARGDEG-PWY	11	0	2
YuJ_2015	ORNARGDEG-PWY	11	0	2
YuJ_2015	GLUCUROCAT-PWY	7	1	4
