cohort	pathway_id	size_members_measured	hits_FDR10	hits_nominal05	size_reactions
ThomasAM_2019_c	PWY-6891	3	0	0	7
ThomasAM_2019_c	PWY-7237	49	0	1	10
ThomasAM_2019_c	SO4ASSIM-PWY	4	0	0	4
ThomasAM_2019_c	PWY-6147	29	0	1	5
ThomasAM_2019_c	PWY0-845	15	0	1	11
ThomasAM_2019_c	PWY-6285	1	0	0	53
ThomasAM_2019_c	PWY-2941	15	0	1	9
ThomasAM_2019_c	GALACT-GLUCUROCAT-PWY	1	0	0	11
ThomasAM_2019_c	PWY-6969	2	0	0	10
ThomasAM_2019_c	GLCMANNANAUT-PWY	14	0	0	5
ThomasAM_2019_c	HISDEG-PWY	39	0	2	4
ThomasAM_2019_c	PWY-4041	17	0	2	6
ThomasAM_2019_c	HOMOSER-METSYN-PWY	11	0	0	5
ThomasAM_2019_c	PWY0-1298	6	0	0	6
ThomasAM_2019_c	PWY-5188	32	0	2	6
ThomasAM_2019_c	NAGLIPASYN-PWY	8	0	1	6
ThomasAM_2019_c	GLUCUROCAT-PWY	3	0	0	7
ThomasAM_2019_c	RHAMCAT-PWY	23	0	2	5
ThomasAM_2019_c	PWY4LZ-257	2	0	0	9
ThomasAM_2019_c	TCA-GLYOX-BYPASS	2	0	0	13
ThomasAM_2019_c	PWY-4984	3	0	0	5
ThomasAM_2019_c	PWY-6545	3	0	1	9
ThomasAM_2019_c	FERMENTATION-PWY	3	0	0	17
ThomasAM_2019_c	PWY-5136	3	0	0	5
ThomasAM_2019_c	PWY-5838	2	0	0	10
ThomasAM_2019_c	P161-PWY	7	0	0	5
ThomasAM_2019_c	COBALSYN-PWY	17	0	0	9
ThomasAM_2019_c	PWY-7456	2	0	0	7
ThomasAM_2019_c	PWY-5675	2	0	0	4
ThomasAM_2019_c	PYRIDOXSYN-PWY	18	0	2	7
ThomasAM_2019_c	FUC-RHAMCAT-PWY	1	0	0	12
ThomasAM_2019_c	PWY-5897	2	0	0	10
ThomasAM_2019_c	PWY-5898	2	0	0	10
ThomasAM_2019_c	PWY-5899	2	0	0	10
ThomasAM_2019_c	ARGININE-SYN4-PWY	25	0	1	4
ThomasAM_2019_c	GLUCOSE1PMETAB-PWY	6	0	0	5
ThomasAM_2019_c	PWY-6606	11	0	0	4
ThomasAM_2019_c	PWY-4702	2	0	0	14
ThomasAM_2019_c	FUCCAT-PWY	4	0	0	4
ThomasAM_2019_c	PWY-5030	22	0	0	6
ThomasAM_2019_c	GLYCOCAT-PWY	6	0	0	8
ThomasAM_2019_c	PWY-6284	1	0	0	20
ThomasAM_2019_c	PWY-6876	1	0	0	5
ThomasAM_2019_c	PWY-5861	2	0	0	9
ThomasAM_2019_c	ENTBACSYN-PWY	1	0	0	11
ThomasAM_2019_c	POLYISOPRENSYN-PWY	2	0	0	6
ThomasAM_2019_c	PWY-5840	2	0	0	10
ThomasAM_2019_c	PWY-5845	2	0	0	10
ThomasAM_2019_c	PWY-5850	2	0	0	10
ThomasAM_2019_c	PWY-5896	2	0	0	10
ThomasAM_2019_c	ORNDEG-PWY	1	0	0	9
ThomasAM_2019_c	GALACTARDEG-PWY	5	0	0	4
ThomasAM_2019_c	GLUCARGALACTSUPER-PWY	5	0	0	4
ThomasAM_2019_c	PWY0-1061	10	0	0	6
ThomasAM_2019_c	PWY-561	1	0	0	15
ThomasAM_2019_c	PWY-6531	1	0	0	5
ThomasAM_2019_c	ARGDEG-PWY	1	0	0	11
ThomasAM_2019_c	ORNARGDEG-PWY	1	0	0	11
ThomasAM_2019_c	PWY-5918	1	0	0	10
ThomasAM_2019_c	P105-PWY	2	0	0	10
ThomasAM_2019_c	PWY-5189	1	0	0	4
ThomasAM_2019_c	P164-PWY	6	0	0	15
ThomasAM_2019_c	PWY-5384	10	0	0	4
ThomasAM_2019_c	FOLSYN-PWY	3	0	0	12
ThomasAM_2019_c	PWY-5860	2	0	0	9
ThomasAM_2019_c	PWY-5862	2	0	0	9
ThomasAM_2019_c	HEMESYN2-PWY	3	0	1	4
ThomasAM_2019_c	PWY-7315	4	0	0	4
ThomasAM_2019_c	PWY-6803	2	0	0	4
ThomasAM_2019_c	PWY-7328	1	0	0	6
ThomasAM_2019_c	PWY0-1277	1	0	0	9
ThomasAM_2019_c	PWY-6731	1	0	0	4
ThomasAM_2019_c	PWY-5690	2	0	0	10
ThomasAM_2019_c	PWY-7254	2	0	0	10
ThomasAM_2019_c	PWY-5656	1	0	0	4
ThomasAM_2019_c	PWY-7204	2	0	0	9
ThomasAM_2019_c	PWY-6859	2	0	0	4
ThomasAM_2019_c	GLUCARDEG-PWY	4	0	0	4
ThomasAM_2019_c	METHGLYUT-PWY	1	0	0	8
ThomasAM_2019_c	PWY-5837	6	0	0	7
ThomasAM_2019_c	HEME-BIOSYNTHESIS-II	6	0	0	4
ThomasAM_2019_c	NAD-BIOSYNTHESIS-II	6	0	0	5
ThomasAM_2019_c	PWY-6612	3	0	0	10
ThomasAM_2019_c	PWY0-1415	2	0	0	6
ThomasAM_2019_c	PWY-5863	4	0	0	16
ThomasAM_2019_c	HCAMHPDEG-PWY	1	0	0	5
ThomasAM_2019_c	PWY-6690	1	0	0	5
ThomasAM_2019_c	PPGPPMET-PWY	4	0	0	6
ThomasAM_2019_c	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	1	0	0	8
ThomasAM_2019_c	PWY-5941	3	0	0	6
ThomasAM_2019_c	PWY0-1241	12	0	0	5
ThomasAM_2019_c	PWY-5367	6	0	0	6
ThomasAM_2019_c	LACTOSECAT-PWY	8	0	0	4
ThomasAM_2019_c	PWY-7094	1	0	0	6
ThomasAM_2019_c	PWY0-42	1	0	0	5
ThomasAM_2019_c	PWY-7269	2	0	0	5
ThomasAM_2019_c	PWY-5747	1	0	0	6
ThomasAM_2019_c	AST-PWY	2	0	0	5
ThomasAM_2019_c	LPSSYN-PWY	1	0	0	26
ThomasAM_2019_c	PWY-5138	5	0	0	5
ThomasAM_2019_c	PWY-7371	4	0	0	5
ThomasAM_2019_c	PWY-7446	2	0	0	5
ThomasAM_2019_c	PWY-6595	3	0	0	6
ThomasAM_2019_c	PWY66-389	2	0	0	4
ThomasAM_2019_c	METH-ACETATE-PWY	5	0	0	6
ThomasAM_2019_c	KDO-NAGLIPASYN-PWY	1	0	0	17
ThomasAM_2019_c	GOLPDLCAT-PWY	5	0	0	4
ThomasAM_2019_c	UBISYN-PWY	1	0	0	13
ThomasAM_2019_c	ECASYN-PWY	2	0	0	10
ThomasAM_2019_c	GLYCOL-GLYOXDEG-PWY	2	0	0	4
ThomasAM_2019_c	PWY-7013	9	0	0	5
ThomasAM_2019_c	PWY-5855	1	0	0	8
ThomasAM_2019_c	PWY-5856	1	0	0	8
ThomasAM_2019_c	PWY-5857	1	0	0	8
ThomasAM_2019_c	PWY-6708	1	0	0	8
ThomasAM_2019_c	PWY-6588	3	0	1	5
ThomasAM_2019_c	PWY-6823	1	0	0	6
ThomasAM_2019_c	KETOGLUCONMET-PWY	2	0	0	8
ThomasAM_2019_c	P221-PWY	1	0	0	5
ThomasAM_2019_c	PWY0-1338	2	0	0	6
ThomasAM_2019_c	PWY-7209	1	0	0	5
ThomasAM_2019_c	PWY-6837	2	0	0	5
ThomasAM_2019_c	PWY-6572	1	0	0	8
ThomasAM_2019_c	P124-PWY	3	0	0	15
ThomasAM_2019_c	PWY0-41	1	0	0	8
ThomasAM_2019_c	P163-PWY	2	0	1	10
ThomasAM_2019_c	PWY-5705	1	0	0	4
ThomasAM_2019_c	P125-PWY	4	0	1	5
ThomasAM_2019_c	PWY-6478	1	0	0	4
ThomasAM_2019_c	PWY-5005	5	0	0	8
ThomasAM_2019_c	PYRIDNUCSAL-PWY	1	0	0	7
ThomasAM_2019_c	PWY-1861	3	0	0	9
ThomasAM_2019_c	PWY-7385	1	0	0	9
ThomasAM_2019_c	TEICHOICACID-PWY	2	0	0	12
ThomasAM_2019_c	PWY-5920	1	0	0	8
ThomasAM_2019_c	NONMEVIPP-PWY	6	0	0	9
ThomasAM_2019_c	P122-PWY	1	0	0	18
ThomasAM_2019_c	P162-PWY	1	0	0	10
ThomasAM_2019_c	PWY-7316	2	0	0	4
ThomasAM_2019_c	PWY-7198	3	0	1	7
ThomasAM_2019_c	PWY-7312	2	0	0	4
ThomasAM_2019_c	METHANOGENESIS-PWY	2	0	2	6
ThomasAM_2019_c	PWY-7210	1	0	1	8
ThomasAM_2019_c	PWY-6143	1	0	0	6
ThomasAM_2019_c	PWY-6749	1	0	0	10
ThomasAM_2019_c	PWY0-1533	1	0	0	4
ThomasAM_2019_c	REDCITCYC	1	0	0	10
ThomasAM_2019_c	AEROBACTINSYN-PWY	1	0	0	4
ThomasAM_2019_c	PWY-6953	1	0	0	5
ThomasAM_2019_c	PWY-5692	1	0	0	4
ThomasAM_2019_c	URDEGR-PWY	1	0	0	4
ThomasAM_2019_c	PWY-7560	1	0	0	9
ThomasAM_2019_c	PWY-6270	1	0	0	10
VogtmannE_2016	DTDPRHAMSYN-PWY	110	0	13	4
VogtmannE_2016	PWY-1042	77	0	7	10
VogtmannE_2016	PWY-6609	123	0	14	4
VogtmannE_2016	PWY-5686	119	0	10	6
VogtmannE_2016	ILEUSYN-PWY	81	0	7	7
VogtmannE_2016	PWY-7111	136	0	13	5
VogtmannE_2016	VALSYN-PWY	138	0	11	4
VogtmannE_2016	TRNA-CHARGING-PWY	61	0	8	21
VogtmannE_2016	PWY-6386	105	0	11	8
VogtmannE_2016	PWY-7221	126	0	11	4
VogtmannE_2016	PEPTIDOGLYCANSYN-PWY	119	0	11	10
VogtmannE_2016	PWY-6387	123	0	12	8
VogtmannE_2016	PWY-6385	100	0	10	14
VogtmannE_2016	COA-PWY-1	132	0	9	5
VogtmannE_2016	PWY-6700	118	0	9	4
VogtmannE_2016	PWY-5667	90	0	9	4
VogtmannE_2016	PWY0-1319	90	0	9	4
VogtmannE_2016	PWY-6163	86	0	9	5
VogtmannE_2016	PWY-5695	77	0	7	4
VogtmannE_2016	ARO-PWY	59	0	5	7
VogtmannE_2016	PWY-3841	91	0	7	11
VogtmannE_2016	PWY-6151	91	0	10	4
VogtmannE_2016	ANAGLYCOLYSIS-PWY	22	0	2	11
VogtmannE_2016	CALVIN-PWY	39	0	5	13
VogtmannE_2016	COMPLETE-ARO-PWY	50	0	4	17
VogtmannE_2016	PWY-5097	98	0	9	7
VogtmannE_2016	1CMET2-PWY	81	0	3	9
VogtmannE_2016	COA-PWY	109	0	9	4
VogtmannE_2016	ARGSYN-PWY	66	0	6	9
VogtmannE_2016	PWY-7400	65	0	5	14
VogtmannE_2016	PWY-6121	124	0	11	5
VogtmannE_2016	HISTSYN-PWY	71	0	5	11
VogtmannE_2016	ARGSYNBSUB-PWY	80	0	7	9
VogtmannE_2016	PWY-6122	141	0	10	5
VogtmannE_2016	PWY-6277	141	0	10	5
VogtmannE_2016	PWY0-1586	43	0	6	12
VogtmannE_2016	RIBOSYN2-PWY	77	0	7	9
VogtmannE_2016	PWY-2942	95	0	9	8
VogtmannE_2016	PWY-6527	31	0	5	7
VogtmannE_2016	PWY-724	34	0	4	10
VogtmannE_2016	BRANCHED-CHAIN-AA-SYN-PWY	81	0	8	19
VogtmannE_2016	PWY-7229	33	0	5	8
VogtmannE_2016	PWY-6317	31	0	3	5
VogtmannE_2016	GLUTORN-PWY	68	0	4	5
VogtmannE_2016	PANTOSYN-PWY	69	0	3	9
VogtmannE_2016	PWY-6123	67	0	5	6
VogtmannE_2016	PWY-6124	74	0	4	5
VogtmannE_2016	PWY-5103	81	0	8	7
VogtmannE_2016	PWY-6168	42	0	4	9
VogtmannE_2016	PWY-6126	33	0	5	8
VogtmannE_2016	PWY-3001	26	0	2	13
VogtmannE_2016	PWY-5973	29	0	3	5
VogtmannE_2016	PANTO-PWY	78	0	7	4
VogtmannE_2016	PWY-7220	60	0	9	4
VogtmannE_2016	PWY-7222	60	0	9	4
VogtmannE_2016	PYRIDNUCSYN-PWY	43	0	3	6
VogtmannE_2016	PWY-7357	48	0	4	6
VogtmannE_2016	GLYCOGENSYNTH-PWY	44	0	5	4
VogtmannE_2016	SER-GLYSYN-PWY	69	0	5	4
VogtmannE_2016	PWY-7237	43	0	5	10
VogtmannE_2016	THRESYN-PWY	38	0	4	6
VogtmannE_2016	TRPSYN-PWY	49	0	4	7
VogtmannE_2016	PWY-6936	54	0	2	5
VogtmannE_2016	PWY-6125	29	0	4	8
VogtmannE_2016	NONOXIPENT-PWY	55	0	4	5
VogtmannE_2016	PWY-6897	18	0	2	5
VogtmannE_2016	PWY-7228	33	0	3	6
VogtmannE_2016	HSERMETANA-PWY	38	0	4	4
VogtmannE_2016	PWY-6703	62	0	4	4
VogtmannE_2016	THISYN-PWY	7	0	2	12
VogtmannE_2016	THISYNARA-PWY	29	0	3	7
VogtmannE_2016	PWY-5154	11	0	1	9
VogtmannE_2016	PWY0-166	10	0	1	14
VogtmannE_2016	PWY-6892	29	0	3	8
VogtmannE_2016	ARGININE-SYN4-PWY	28	0	3	4
VogtmannE_2016	PHOSLIPSYN-PWY	6	0	3	10
VogtmannE_2016	PWY-7282	9	0	2	10
VogtmannE_2016	PWY-7184	11	0	1	9
VogtmannE_2016	PWY-6147	23	0	3	5
VogtmannE_2016	COBALSYN-PWY	19	0	3	9
VogtmannE_2016	RHAMCAT-PWY	27	0	3	5
VogtmannE_2016	PWY0-845	16	0	2	11
VogtmannE_2016	PWY4FS-7	10	0	2	6
VogtmannE_2016	PWY4FS-8	10	0	2	6
VogtmannE_2016	PWY-6545	2	0	0	9
VogtmannE_2016	PENTOSE-P-PWY	13	0	1	8
VogtmannE_2016	CITRULBIO-PWY	5	0	1	8
VogtmannE_2016	PWY-2941	11	0	2	9
VogtmannE_2016	PYRIDOXSYN-PWY	18	0	2	7
VogtmannE_2016	TEICHOICACID-PWY	4	0	1	12
VogtmannE_2016	PWY-5188	30	0	2	6
VogtmannE_2016	UDPNAGSYN-PWY	40	0	2	5
VogtmannE_2016	PWY-5030	19	0	0	6
VogtmannE_2016	HISDEG-PWY	34	0	2	4
VogtmannE_2016	PWY-5659	22	0	3	4
VogtmannE_2016	GLCMANNANAUT-PWY	14	0	1	5
VogtmannE_2016	PWY-5104	16	0	1	6
VogtmannE_2016	PWY-4984	4	0	1	5
VogtmannE_2016	PWY0-1479	4	0	1	10
VogtmannE_2016	PWY-6305	7	0	1	4
VogtmannE_2016	PWY0-162	7	0	1	9
VogtmannE_2016	MET-SAM-PWY	6	0	1	9
VogtmannE_2016	PWY-5347	4	0	1	9
VogtmannE_2016	PWY-1269	13	0	3	5
VogtmannE_2016	METSYN-PWY	6	0	1	8
VogtmannE_2016	PWY-6353	5	0	1	11
VogtmannE_2016	NAGLIPASYN-PWY	10	0	2	6
VogtmannE_2016	GLUCUROCAT-PWY	4	0	1	7
VogtmannE_2016	PWYG-321	5	0	0	205
VogtmannE_2016	PWY-5941	3	0	0	6
VogtmannE_2016	PWY-6519	4	0	1	11
VogtmannE_2016	PWY-7664	8	0	1	14
VogtmannE_2016	PWY0-862	8	0	1	6
VogtmannE_2016	PWY-6282	8	0	1	9
VogtmannE_2016	PWY-5989	5	0	1	6
VogtmannE_2016	SALVADEHYPOX-PWY	11	0	1	5
VogtmannE_2016	PWY-1861	2	0	0	9
VogtmannE_2016	FASYN-INITIAL-PWY	5	0	1	6
VogtmannE_2016	P461-PWY	2	0	1	20
VogtmannE_2016	METH-ACETATE-PWY	5	0	1	6
VogtmannE_2016	HOMOSER-METSYN-PWY	6	0	1	5
VogtmannE_2016	PWY-6606	7	0	1	4
VogtmannE_2016	PWY-7234	15	0	1	6
VogtmannE_2016	PWY0-1241	10	0	2	5
VogtmannE_2016	LACTOSECAT-PWY	5	0	0	4
VogtmannE_2016	PWY-7316	2	0	0	4
VogtmannE_2016	PWY-4041	10	0	3	6
VogtmannE_2016	PWY-7013	5	0	1	5
VogtmannE_2016	GOLPDLCAT-PWY	5	0	0	4
VogtmannE_2016	PWY-6891	4	0	1	7
VogtmannE_2016	PWY-7315	6	0	1	4
VogtmannE_2016	PWY-6953	2	0	0	5
VogtmannE_2016	PWY-6588	3	0	1	5
VogtmannE_2016	PWY-6749	1	0	0	10
VogtmannE_2016	PWY-7371	2	0	0	5
VogtmannE_2016	PWY-5138	2	0	1	5
VogtmannE_2016	HEME-BIOSYNTHESIS-II	3	0	1	4
VogtmannE_2016	PWY-5101	3	0	0	8
VogtmannE_2016	PWY-6876	1	0	0	5
VogtmannE_2016	DENOVOPURINE2-PWY	2	0	1	27
VogtmannE_2016	PWY66-409	2	0	1	17
VogtmannE_2016	PWY-7187	3	0	1	7
VogtmannE_2016	PWY0-1297	10	0	1	7
VogtmannE_2016	PWY-7323	2	0	1	6
VogtmannE_2016	PWY-7456	4	0	0	7
VogtmannE_2016	PWY-7312	2	0	0	4
VogtmannE_2016	BIOTIN-BIOSYNTHESIS-PWY	3	0	1	16
VogtmannE_2016	PWY0-1061	6	0	1	6
VogtmannE_2016	FUCCAT-PWY	3	0	1	4
VogtmannE_2016	P161-PWY	3	0	1	5
VogtmannE_2016	PWY-6572	1	0	0	8
VogtmannE_2016	PWY-5367	2	0	1	6
VogtmannE_2016	PWY-6478	1	0	0	4
VogtmannE_2016	P125-PWY	1	0	0	5
VogtmannE_2016	GLUCONEO-PWY	6	0	2	13
VogtmannE_2016	GLYCOLYSIS	7	0	1	12
VogtmannE_2016	PWY-5484	7	0	1	11
VogtmannE_2016	DAPLYSINESYN-PWY	4	0	1	9
VogtmannE_2016	PWY-5384	5	0	1	4
VogtmannE_2016	PWY-6143	1	0	0	6
VogtmannE_2016	P124-PWY	1	0	0	15
VogtmannE_2016	NAD-BIOSYNTHESIS-II	3	0	1	5
VogtmannE_2016	PPGPPMET-PWY	2	0	1	6
VogtmannE_2016	NONMEVIPP-PWY	2	0	0	9
VogtmannE_2016	PWY-5005	2	0	0	8
VogtmannE_2016	FERMENTATION-PWY	2	0	1	17
VogtmannE_2016	PWY-7117	2	0	1	14
VogtmannE_2016	GLYCOCAT-PWY	3	0	1	8
VogtmannE_2016	HEMESYN2-PWY	2	0	2	4
VogtmannE_2016	PWY-5913	2	0	1	9
VogtmannE_2016	PWY-5837	2	0	1	7
VogtmannE_2016	GLUCOSE1PMETAB-PWY	3	0	1	5
VogtmannE_2016	ANAEROFRUCAT-PWY	2	0	1	14
VogtmannE_2016	PWY-841	1	0	1	21
VogtmannE_2016	OANTIGEN-PWY	7	0	1	10
VogtmannE_2016	PWY-6471	1	0	0	16
VogtmannE_2016	PWY0-1261	1	0	1	12
VogtmannE_2016	COLANSYN-PWY	1	0	1	12
VogtmannE_2016	PWY-6901	1	0	1	17
VogtmannE_2016	PWY-6895	1	0	1	11
VogtmannE_2016	ARG+POLYAMINE-SYN	1	0	1	17
VogtmannE_2016	GALACT-GLUCUROCAT-PWY	1	0	1	11
VogtmannE_2016	GLYCOLYSIS-E-D	1	0	1	16
VogtmannE_2016	HEXITOLDEGSUPER-PWY	1	0	1	19
VogtmannE_2016	PWY-5971	1	0	1	31
VogtmannE_2016	POLYISOPRENSYN-PWY	1	0	1	6
VogtmannE_2016	PWY-6969	1	0	1	10
VogtmannE_2016	TCA	1	0	1	11
VogtmannE_2016	P441-PWY	1	0	1	21
VogtmannE_2016	SULFATE-CYS-PWY	1	0	1	9
VogtmannE_2016	PWY-6629	1	0	1	14
VogtmannE_2016	FUC-RHAMCAT-PWY	1	0	1	12
VogtmannE_2016	POLYAMSYN-PWY	1	0	1	8
VogtmannE_2016	PWY-6859	1	0	1	4
VogtmannE_2016	PWY-5690	1	0	1	10
VogtmannE_2016	PWY-6628	1	0	1	10
VogtmannE_2016	FAO-PWY	2	0	1	7
VogtmannE_2016	PWY-6630	1	0	1	10
VogtmannE_2016	PWY-5136	2	0	1	5
VogtmannE_2016	PYRIDNUCSAL-PWY	1	0	1	7
VogtmannE_2016	GLYCOLYSIS-TCA-GLYOX-BYPASS	1	0	1	26
VogtmannE_2016	PWY0-1298	1	0	1	6
VogtmannE_2016	SO4ASSIM-PWY	1	0	1	4
VogtmannE_2016	PWY-5838	1	0	1	10
VogtmannE_2016	PWY-5840	1	0	1	10
VogtmannE_2016	PWY-5897	1	0	1	10
VogtmannE_2016	PWY-5898	1	0	1	10
VogtmannE_2016	PWY-5899	1	0	1	10
VogtmannE_2016	PWY-5845	1	0	1	10
VogtmannE_2016	P105-PWY	1	0	1	10
VogtmannE_2016	PWY0-781	1	0	1	25
VogtmannE_2016	PWY-5723	1	0	1	10
VogtmannE_2016	TCA-GLYOX-BYPASS	1	0	1	13
VogtmannE_2016	PWY-5861	1	0	1	9
VogtmannE_2016	P4-PWY	1	0	1	18
VogtmannE_2016	ENTBACSYN-PWY	1	0	1	11
VogtmannE_2016	GALACTARDEG-PWY	4	0	2	4
VogtmannE_2016	GLUCARGALACTSUPER-PWY	4	0	2	4
VogtmannE_2016	PWY4LZ-257	1	0	1	9
VogtmannE_2016	PWY-5862	1	0	1	9
VogtmannE_2016	PWY-7254	1	0	1	10
VogtmannE_2016	PWY-5675	1	0	1	4
VogtmannE_2016	PWY-6285	1	0	1	53
VogtmannE_2016	PWY-5918	1	0	1	10
VogtmannE_2016	METHGLYUT-PWY	1	0	1	8
VogtmannE_2016	PWY-7328	1	0	1	6
VogtmannE_2016	PWY-6531	1	0	1	5
VogtmannE_2016	PWY-5850	1	0	1	10
VogtmannE_2016	PWY-5896	1	0	1	10
VogtmannE_2016	PWY-561	1	0	1	15
VogtmannE_2016	PWY-5863	1	0	1	16
VogtmannE_2016	PWY0-1415	1	0	1	6
VogtmannE_2016	PWY-6803	1	0	1	4
VogtmannE_2016	PWY-6284	1	0	1	20
VogtmannE_2016	GLUCARDEG-PWY	3	0	1	4
VogtmannE_2016	PWY-5860	1	0	1	9
VogtmannE_2016	PWY-4702	1	0	1	14
VogtmannE_2016	PWY-5920	1	0	1	8
VogtmannE_2016	PWY-5189	1	0	1	4
VogtmannE_2016	PWY-5656	1	0	1	4
VogtmannE_2016	FOLSYN-PWY	1	0	1	12
VogtmannE_2016	PWY-7204	1	0	1	9
VogtmannE_2016	PWY0-42	1	0	1	5
VogtmannE_2016	P162-PWY	1	0	0	10
VogtmannE_2016	PWY-6612	1	0	1	10
VogtmannE_2016	PWY-5747	1	0	1	6
VogtmannE_2016	AST-PWY	1	0	1	5
VogtmannE_2016	KETOGLUCONMET-PWY	1	0	1	8
VogtmannE_2016	PWY-6823	1	0	1	6
VogtmannE_2016	KDO-NAGLIPASYN-PWY	1	0	1	17
VogtmannE_2016	GLYCOL-GLYOXDEG-PWY	1	0	1	4
VogtmannE_2016	PWY-5705	1	0	1	4
VogtmannE_2016	PWY-6837	1	0	1	5
VogtmannE_2016	PWY-7446	1	0	1	5
VogtmannE_2016	P164-PWY	6	0	1	15
VogtmannE_2016	P163-PWY	2	0	1	10
VogtmannE_2016	PWY-6167	2	0	0	10
VogtmannE_2016	METHANOGENESIS-PWY	2	0	0	6
VogtmannE_2016	PWY-6349	2	0	0	6
VogtmannE_2016	PWY-5198	2	0	0	6
VogtmannE_2016	ORNDEG-PWY	1	0	1	9
VogtmannE_2016	ARGDEG-PWY	1	0	1	11
VogtmannE_2016	ORNARGDEG-PWY	1	0	1	11
VogtmannE_2016	PWY0-1277	1	0	1	9
VogtmannE_2016	HCAMHPDEG-PWY	1	0	1	5
VogtmannE_2016	PWY-6690	1	0	1	5
VogtmannE_2016	PWY66-389	1	0	1	4
VogtmannE_2016	ECASYN-PWY	1	0	1	10
VogtmannE_2016	PWY-7269	1	0	1	5
VogtmannE_2016	PWY0-41	1	0	1	8
VogtmannE_2016	P221-PWY	1	0	1	5
VogtmannE_2016	PWY-6731	1	0	1	4
VogtmannE_2016	PWY0-881	1	0	1	17
VogtmannE_2016	LPSSYN-PWY	1	0	1	26
VogtmannE_2016	PWY0-1338	1	0	1	6
VogtmannE_2016	UBISYN-PWY	1	0	1	13
VogtmannE_2016	PWY-5855	1	0	1	8
VogtmannE_2016	PWY-5856	1	0	1	8
VogtmannE_2016	PWY-5857	1	0	1	8
VogtmannE_2016	PWY-6708	1	0	1	8
VogtmannE_2016	PWY-6595	2	0	0	6
VogtmannE_2016	PWY-7198	2	0	0	7
VogtmannE_2016	REDCITCYC	1	0	1	10
VogtmannE_2016	PWY-7209	1	0	0	5
YuJ_2015	PWY0-1586	49	12	17	12
YuJ_2015	TRNA-CHARGING-PWY	65	9	17	21
YuJ_2015	PWY-1042	86	20	34	10
YuJ_2015	ILEUSYN-PWY	82	14	23	7
YuJ_2015	PWY-7111	140	24	40	5
YuJ_2015	VALSYN-PWY	141	29	42	4
YuJ_2015	PWY-6387	127	26	39	8
YuJ_2015	PEPTIDOGLYCANSYN-PWY	120	23	37	10
YuJ_2015	PWY-6385	97	19	28	14
YuJ_2015	CALVIN-PWY	42	16	24	13
YuJ_2015	PWY-6386	106	20	30	8
YuJ_2015	PWY-7229	34	7	13	8
YuJ_2015	PWY-5686	117	25	38	6
YuJ_2015	PWY-7221	129	27	44	4
YuJ_2015	PWY-6126	34	7	12	8
YuJ_2015	PWY-6700	119	27	38	4
YuJ_2015	PWY-6609	121	21	37	4
YuJ_2015	PWY-3841	98	16	26	11
YuJ_2015	ARGSYNBSUB-PWY	78	17	27	9
YuJ_2015	COA-PWY-1	133	25	41	5
YuJ_2015	BRANCHED-CHAIN-AA-SYN-PWY	82	14	19	19
YuJ_2015	PWY-6122	144	28	42	5
YuJ_2015	PWY-6277	144	28	42	5
YuJ_2015	NONOXIPENT-PWY	54	17	21	5
YuJ_2015	ARGSYN-PWY	64	13	24	9
YuJ_2015	PWY-7220	75	17	23	4
YuJ_2015	PWY-7222	75	17	23	4
YuJ_2015	PWY-7400	63	14	24	14
YuJ_2015	PWY-6121	128	27	36	5
YuJ_2015	ANAGLYCOLYSIS-PWY	25	1	2	11
YuJ_2015	PWY-5695	78	17	25	4
YuJ_2015	PWY-5103	82	14	21	7
YuJ_2015	PWY-5097	100	19	25	7
YuJ_2015	PWY-2942	97	20	25	8
YuJ_2015	GLYCOLYSIS	13	0	1	12
YuJ_2015	ARO-PWY	65	11	24	7
YuJ_2015	1CMET2-PWY	85	9	19	9
YuJ_2015	PWY-6163	91	16	28	5
YuJ_2015	COMPLETE-ARO-PWY	52	8	18	17
YuJ_2015	PWY-5484	12	0	1	11
YuJ_2015	PWY0-1319	90	18	34	4
YuJ_2015	PWY-5667	90	18	34	4
YuJ_2015	PWY-3001	32	4	5	13
YuJ_2015	COA-PWY	115	24	32	4
YuJ_2015	DTDPRHAMSYN-PWY	103	21	33	4
YuJ_2015	PWY-6151	85	22	31	4
YuJ_2015	GLYCOGENSYNTH-PWY	48	13	18	4
YuJ_2015	PWY-724	38	9	14	10
YuJ_2015	GLUTORN-PWY	67	14	25	5
YuJ_2015	PANTO-PWY	79	13	19	4
YuJ_2015	THRESYN-PWY	48	7	10	6
YuJ_2015	PWY-6936	60	17	25	5
YuJ_2015	PANTOSYN-PWY	66	9	16	9
YuJ_2015	ANAEROFRUCAT-PWY	2	0	0	14
YuJ_2015	HEXITOLDEGSUPER-PWY	2	0	0	19
YuJ_2015	RIBOSYN2-PWY	80	14	25	9
YuJ_2015	SALVADEHYPOX-PWY	12	6	7	5
YuJ_2015	P461-PWY	7	0	0	20
YuJ_2015	GLUCONEO-PWY	10	0	2	13
YuJ_2015	PWY-6123	80	11	14	6
YuJ_2015	UDPNAGSYN-PWY	52	6	10	5
YuJ_2015	PHOSLIPSYN-PWY	7	1	1	10
YuJ_2015	FASYN-INITIAL-PWY	10	0	0	6
YuJ_2015	HSERMETANA-PWY	38	9	14	4
YuJ_2015	DENOVOPURINE2-PWY	4	0	0	27
