cohort	pathway_id	size	hits	n_strata_cols
ThomasAM_2019_c	PWY-7222	4	197	197
ThomasAM_2019_c	NONOXIPENT-PWY	5	139	139
ThomasAM_2019_c	PWY-7400	14	135	135
ThomasAM_2019_c	ARGSYN-PWY	9	140	140
ThomasAM_2019_c	PWY-3001	13	96	96
ThomasAM_2019_c	ARGSYNBSUB-PWY	9	155	155
ThomasAM_2019_c	PWY-6151	4	232	232
ThomasAM_2019_c	PWY-6700	4	270	270
ThomasAM_2019_c	ANAEROFRUCAT-PWY	14	26	26
ThomasAM_2019_c	PWY-724	10	91	91
ThomasAM_2019_c	GLYCOLYSIS	12	40	40
ThomasAM_2019_c	HISTSYN-PWY	11	175	175
ThomasAM_2019_c	PWY-5973	5	90	90
ThomasAM_2019_c	PANTOSYN-PWY	9	128	128
ThomasAM_2019_c	GLUTORN-PWY	5	146	146
ThomasAM_2019_c	RIBOSYN2-PWY	9	178	178
ThomasAM_2019_c	THRESYN-PWY	6	125	125
ThomasAM_2019_c	PWY-5484	11	37	37
ThomasAM_2019_c	PYRIDNUCSYN-PWY	6	84	84
ThomasAM_2019_c	PANTO-PWY	4	167	167
ThomasAM_2019_c	PHOSLIPSYN-PWY	10	34	34
ThomasAM_2019_c	GLUCONEO-PWY	13	28	28
ThomasAM_2019_c	DENOVOPURINE2-PWY	27	20	20
ThomasAM_2019_c	PWY-841	21	22	22
ThomasAM_2019_c	HSERMETANA-PWY	4	85	85
ThomasAM_2019_c	SALVADEHYPOX-PWY	5	23	23
ThomasAM_2019_c	PWY-6123	6	198	198
ThomasAM_2019_c	SER-GLYSYN-PWY	4	148	148
ThomasAM_2019_c	OANTIGEN-PWY	10	60	60
ThomasAM_2019_c	PWY-6936	5	149	149
ThomasAM_2019_c	PWYG-321	205	7	7
ThomasAM_2019_c	PWY-6168	9	100	100
ThomasAM_2019_c	PWY-5971	31	9	9
ThomasAM_2019_c	PWY-7664	14	41	41
ThomasAM_2019_c	PWY-6124	5	199	199
ThomasAM_2019_c	TRPSYN-PWY	7	118	118
ThomasAM_2019_c	PWY-6527	7	85	85
ThomasAM_2019_c	THISYN-PWY	12	22	22
ThomasAM_2019_c	PWY-6125	8	100	100
ThomasAM_2019_c	PWY0-166	14	47	47
ThomasAM_2019_c	PWY0-862	6	44	44
ThomasAM_2019_c	PWY-6317	5	91	91
ThomasAM_2019_c	PWY-6282	9	41	41
ThomasAM_2019_c	PWY-7187	7	23	23
ThomasAM_2019_c	PWY-5154	9	34	34
ThomasAM_2019_c	FASYN-INITIAL-PWY	6	32	32
ThomasAM_2019_c	PWY-7228	6	110	110
ThomasAM_2019_c	PWY-6895	11	11	11
ThomasAM_2019_c	GLYCOGENSYNTH-PWY	4	116	116
ThomasAM_2019_c	HEXITOLDEGSUPER-PWY	19	15	15
ThomasAM_2019_c	PWY-6629	14	10	10
ThomasAM_2019_c	PWY4FS-7	6	43	43
ThomasAM_2019_c	PWY4FS-8	6	41	41
ThomasAM_2019_c	PWY-6897	5	55	55
ThomasAM_2019_c	UDPNAGSYN-PWY	5	171	171
ThomasAM_2019_c	PWY0-1261	12	25	25
ThomasAM_2019_c	PRPP-PWY	49	4	4
ThomasAM_2019_c	PWY-6901	17	15	15
ThomasAM_2019_c	ARG+POLYAMINE-SYN	17	12	12
ThomasAM_2019_c	MET-SAM-PWY	9	32	32
ThomasAM_2019_c	PWY-5989	6	32	32
ThomasAM_2019_c	PWY-6703	4	153	153
ThomasAM_2019_c	PWY-7357	6	105	105
ThomasAM_2019_c	PWY-5347	9	27	27
ThomasAM_2019_c	PWY0-162	9	26	26
ThomasAM_2019_c	METSYN-PWY	8	32	32
ThomasAM_2019_c	P461-PWY	20	24	24
ThomasAM_2019_c	PWY-6353	11	14	14
ThomasAM_2019_c	PWY-1269	5	63	63
ThomasAM_2019_c	GLYCOLYSIS-E-D	16	16	16
ThomasAM_2019_c	P441-PWY	21	12	12
ThomasAM_2019_c	PWY-7184	9	50	50
ThomasAM_2019_c	TCA	11	21	21
ThomasAM_2019_c	PENTOSE-P-PWY	8	41	41
ThomasAM_2019_c	PWY-7282	10	31	31
ThomasAM_2019_c	THISYNARA-PWY	7	69	69
ThomasAM_2019_c	PWY-6519	11	24	24
ThomasAM_2019_c	BIOTIN-BIOSYNTHESIS-PWY	16	20	20
ThomasAM_2019_c	SULFATE-CYS-PWY	9	19	19
ThomasAM_2019_c	GLYCOLYSIS-TCA-GLYOX-BYPASS	26	15	15
ThomasAM_2019_c	PWY-6628	10	12	12
ThomasAM_2019_c	PWY66-409	17	12	12
ThomasAM_2019_c	PWY-7234	6	77	77
ThomasAM_2019_c	COLANSYN-PWY	12	9	9
ThomasAM_2019_c	POLYAMSYN-PWY	8	16	16
ThomasAM_2019_c	PWY0-781	25	11	11
ThomasAM_2019_c	PWY-5104	6	39	39
ThomasAM_2019_c	DAPLYSINESYN-PWY	9	38	38
ThomasAM_2019_c	PWY-6892	8	61	61
ThomasAM_2019_c	PWY0-1297	7	58	58
ThomasAM_2019_c	PWY-5723	10	16	16
ThomasAM_2019_c	PWY-6305	4	33	33
ThomasAM_2019_c	P4-PWY	18	16	16
ThomasAM_2019_c	PWY-6630	10	10	10
ThomasAM_2019_c	PWY0-1479	10	22	22
ThomasAM_2019_c	PWY-7323	6	11	11
ThomasAM_2019_c	PWY-5913	9	31	31
ThomasAM_2019_c	PWY-5659	4	57	57
ThomasAM_2019_c	PWY-7117	14	21	21
ThomasAM_2019_c	CITRULBIO-PWY	8	12	12
ThomasAM_2019_c	FAO-PWY	7	25	25
ThomasAM_2019_c	PWY-6471	16	15	15
ThomasAM_2019_c	PWY-6891	7	20	20
ThomasAM_2019_c	PWY-7237	10	107	107
ThomasAM_2019_c	SO4ASSIM-PWY	4	27	27
ThomasAM_2019_c	PWY-6147	5	73	73
ThomasAM_2019_c	PWY0-845	11	35	35
ThomasAM_2019_c	PWY-6285	53	7	7
ThomasAM_2019_c	PWY-2941	9	47	47
ThomasAM_2019_c	GALACT-GLUCUROCAT-PWY	11	9	9
ThomasAM_2019_c	PWY-6969	10	4	4
ThomasAM_2019_c	GLCMANNANAUT-PWY	5	51	51
ThomasAM_2019_c	HISDEG-PWY	4	101	101
ThomasAM_2019_c	PWY-4041	6	43	43
ThomasAM_2019_c	HOMOSER-METSYN-PWY	5	33	33
ThomasAM_2019_c	PWY0-1298	6	37	37
ThomasAM_2019_c	PWY-5188	6	101	101
ThomasAM_2019_c	NAGLIPASYN-PWY	6	31	31
ThomasAM_2019_c	GLUCUROCAT-PWY	7	12	12
ThomasAM_2019_c	RHAMCAT-PWY	5	66	66
ThomasAM_2019_c	PWY4LZ-257	9	7	7
ThomasAM_2019_c	TCA-GLYOX-BYPASS	13	19	19
ThomasAM_2019_c	PWY-4984	5	8	8
ThomasAM_2019_c	PWY-6545	9	17	17
ThomasAM_2019_c	FERMENTATION-PWY	17	27	27
ThomasAM_2019_c	PWY-5136	5	22	22
ThomasAM_2019_c	PWY-5838	10	12	12
ThomasAM_2019_c	P161-PWY	5	35	35
ThomasAM_2019_c	COBALSYN-PWY	9	42	42
ThomasAM_2019_c	PWY-7456	7	5	5
ThomasAM_2019_c	PWY-5675	4	14	14
ThomasAM_2019_c	PYRIDOXSYN-PWY	7	47	47
ThomasAM_2019_c	FUC-RHAMCAT-PWY	12	9	9
ThomasAM_2019_c	PWY-5897	10	13	13
ThomasAM_2019_c	PWY-5898	10	13	13
ThomasAM_2019_c	PWY-5899	10	13	13
ThomasAM_2019_c	ARGININE-SYN4-PWY	4	40	40
ThomasAM_2019_c	GLUCOSE1PMETAB-PWY	5	26	26
ThomasAM_2019_c	PWY-6606	4	22	22
ThomasAM_2019_c	PWY-4702	14	5	5
ThomasAM_2019_c	FUCCAT-PWY	4	22	22
ThomasAM_2019_c	PWY-5030	6	37	37
ThomasAM_2019_c	GLYCOCAT-PWY	8	20	20
ThomasAM_2019_c	PWY-6284	20	12	12
ThomasAM_2019_c	PWY-6876	5	1	1
ThomasAM_2019_c	PWY-5861	9	13	13
ThomasAM_2019_c	PWY-7211	18	7	7
ThomasAM_2019_c	ENTBACSYN-PWY	11	8	8
ThomasAM_2019_c	POLYISOPRENSYN-PWY	6	16	16
ThomasAM_2019_c	PWY-5840	10	7	7
ThomasAM_2019_c	PWY-5845	10	7	7
ThomasAM_2019_c	PWY-5850	10	7	7
ThomasAM_2019_c	PWY-5896	10	7	7
ThomasAM_2019_c	ORNDEG-PWY	9	16	16
ThomasAM_2019_c	GALACTARDEG-PWY	4	24	24
ThomasAM_2019_c	GLUCARGALACTSUPER-PWY	4	24	24
ThomasAM_2019_c	PWY0-1061	6	37	37
ThomasAM_2019_c	PWY-7198	7	21	21
ThomasAM_2019_c	PWY-561	15	4	4
ThomasAM_2019_c	PWY-6531	5	4	4
ThomasAM_2019_c	ARGDEG-PWY	11	4	4
ThomasAM_2019_c	ORNARGDEG-PWY	11	4	4
ThomasAM_2019_c	PWY-5918	10	12	12
ThomasAM_2019_c	P105-PWY	10	4	4
ThomasAM_2019_c	PWY-5189	4	19	19
ThomasAM_2019_c	P164-PWY	15	11	11
ThomasAM_2019_c	PWY-5384	4	28	28
ThomasAM_2019_c	FOLSYN-PWY	12	7	7
ThomasAM_2019_c	PWY-5860	9	7	7
ThomasAM_2019_c	PWY-5862	9	7	7
ThomasAM_2019_c	HEMESYN2-PWY	4	16	16
ThomasAM_2019_c	PWY-7315	4	30	30
ThomasAM_2019_c	PWY-6803	4	22	22
ThomasAM_2019_c	PWY-7328	6	4	4
ThomasAM_2019_c	PWY0-1277	9	9	9
ThomasAM_2019_c	PWY-6731	4	3	3
ThomasAM_2019_c	PWY-5690	10	4	4
ThomasAM_2019_c	PWY-7210	8	13	13
ThomasAM_2019_c	PWY-7254	10	5	5
ThomasAM_2019_c	PWY-5656	4	2	2
ThomasAM_2019_c	PWY-7204	9	7	7
ThomasAM_2019_c	PWY-6859	4	14	14
ThomasAM_2019_c	GLUCARDEG-PWY	4	19	19
ThomasAM_2019_c	METHGLYUT-PWY	8	3	3
ThomasAM_2019_c	PWY-5837	7	22	22
ThomasAM_2019_c	HEME-BIOSYNTHESIS-II	4	32	32
ThomasAM_2019_c	NAD-BIOSYNTHESIS-II	5	30	30
ThomasAM_2019_c	PWY-6612	10	7	7
ThomasAM_2019_c	PWY0-1415	6	10	10
ThomasAM_2019_c	PWY-5863	16	10	10
ThomasAM_2019_c	HCAMHPDEG-PWY	5	11	11
ThomasAM_2019_c	PWY-6690	5	11	11
ThomasAM_2019_c	PPGPPMET-PWY	6	27	27
ThomasAM_2019_c	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	8	4	4
ThomasAM_2019_c	PWY-5941	6	4	4
ThomasAM_2019_c	PWY0-1241	5	48	48
ThomasAM_2019_c	PWY-5367	6	19	19
ThomasAM_2019_c	LACTOSECAT-PWY	4	34	34
ThomasAM_2019_c	PWY-7094	6	19	19
ThomasAM_2019_c	PWY0-42	5	10	10
ThomasAM_2019_c	PWY-7269	5	12	12
ThomasAM_2019_c	PWY-5747	6	11	11
ThomasAM_2019_c	AST-PWY	5	16	16
ThomasAM_2019_c	LPSSYN-PWY	26	1	1
ThomasAM_2019_c	PWY-5138	5	25	25
ThomasAM_2019_c	PWY-7371	5	11	11
ThomasAM_2019_c	PWY-7446	5	8	8
ThomasAM_2019_c	PWY-6595	6	7	7
ThomasAM_2019_c	PWY66-389	4	12	12
ThomasAM_2019_c	METH-ACETATE-PWY	6	6	6
ThomasAM_2019_c	KDO-NAGLIPASYN-PWY	17	7	7
ThomasAM_2019_c	GOLPDLCAT-PWY	4	19	19
ThomasAM_2019_c	UBISYN-PWY	13	16	16
ThomasAM_2019_c	ECASYN-PWY	10	18	18
ThomasAM_2019_c	GLYCOL-GLYOXDEG-PWY	4	7	7
ThomasAM_2019_c	PWY-7013	5	27	27
ThomasAM_2019_c	PWY-5855	8	20	20
ThomasAM_2019_c	PWY-5856	8	20	20
ThomasAM_2019_c	PWY-5857	8	20	20
ThomasAM_2019_c	PWY-6708	8	20	20
ThomasAM_2019_c	PWY-6588	5	9	9
ThomasAM_2019_c	PWY-6823	6	3	3
ThomasAM_2019_c	KETOGLUCONMET-PWY	8	11	11
ThomasAM_2019_c	P221-PWY	5	7	7
ThomasAM_2019_c	PWY0-1338	6	16	16
ThomasAM_2019_c	PWY-7209	5	1	1
ThomasAM_2019_c	PWY-6837	5	18	18
ThomasAM_2019_c	PWY-6071	12	2	2
ThomasAM_2019_c	PWY-6572	8	1	1
ThomasAM_2019_c	P124-PWY	15	6	6
ThomasAM_2019_c	PWY0-321	10	2	2
ThomasAM_2019_c	PWY0-41	8	3	3
ThomasAM_2019_c	P163-PWY	10	5	5
ThomasAM_2019_c	PWY-5705	4	4	4
ThomasAM_2019_c	P125-PWY	5	13	13
ThomasAM_2019_c	PWY-6478	4	2	2
ThomasAM_2019_c	PWY-5005	8	10	10
ThomasAM_2019_c	PYRIDNUCSAL-PWY	7	3	3
ThomasAM_2019_c	PWY-1861	9	12	12
ThomasAM_2019_c	PWY-7385	9	1	1
ThomasAM_2019_c	TEICHOICACID-PWY	12	9	9
ThomasAM_2019_c	PWY-5920	8	6	6
ThomasAM_2019_c	NONMEVIPP-PWY	9	10	10
ThomasAM_2019_c	P122-PWY	18	7	7
ThomasAM_2019_c	P162-PWY	10	1	1
ThomasAM_2019_c	PWY-7316	4	3	3
ThomasAM_2019_c	PWY-6167	10	2	2
ThomasAM_2019_c	PWY-5101	8	3	3
ThomasAM_2019_c	PWY-7312	4	2	2
ThomasAM_2019_c	METHANOGENESIS-PWY	6	2	2
ThomasAM_2019_c	PWY-5198	6	2	2
ThomasAM_2019_c	PWY-6349	6	2	2
ThomasAM_2019_c	PWY-5265	17	2	2
ThomasAM_2019_c	PWY-6143	6	1	1
ThomasAM_2019_c	PWY-7031	6	3	3
ThomasAM_2019_c	PWY-6749	10	5	5
ThomasAM_2019_c	PWY-5121	12	2	2
ThomasAM_2019_c	PWY-922	7	5	5
ThomasAM_2019_c	RUMP-PWY	6	1	1
ThomasAM_2019_c	PWY0-1533	4	3	3
ThomasAM_2019_c	PWY0-881	17	2	2
ThomasAM_2019_c	REDCITCYC	10	3	3
ThomasAM_2019_c	AEROBACTINSYN-PWY	4	5	5
ThomasAM_2019_c	PWY-7039	5	2	2
ThomasAM_2019_c	PWY-5677	7	1	1
ThomasAM_2019_c	PWY-6953	5	2	2
ThomasAM_2019_c	PWY-6396	9	2	2
ThomasAM_2019_c	PWY-241	7	2	2
ThomasAM_2019_c	ALLANTOINDEG-PWY	7	3	3
ThomasAM_2019_c	P108-PWY	7	3	3
ThomasAM_2019_c	GLUDEG-I-PWY	4	2	2
ThomasAM_2019_c	PWY-7003	16	3	3
ThomasAM_2019_c	PWY3DJ-35471	10	5	5
ThomasAM_2019_c	P185-PWY	12	15	15
ThomasAM_2019_c	PWY-5028	5	7	7
ThomasAM_2019_c	THREOCAT-PWY	19	6	6
ThomasAM_2019_c	PWY-3801	19	1	1
ThomasAM_2019_c	PWY-7345	15	1	1
ThomasAM_2019_c	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	4	8	8
ThomasAM_2019_c	PWY-7165	7	4	4
ThomasAM_2019_c	PWY-5181	12	6	6
ThomasAM_2019_c	CRNFORCAT-PWY	4	2	2
ThomasAM_2019_c	PWY-6318	9	9	9
ThomasAM_2019_c	PWY-5417	6	8	8
ThomasAM_2019_c	PWY-5431	6	8	8
ThomasAM_2019_c	CATECHOL-ORTHO-CLEAVAGE-PWY	4	9	9
ThomasAM_2019_c	PWY-1541	6	1	1
ThomasAM_2019_c	URSIN-PWY	7	2	2
ThomasAM_2019_c	PWY-6182	7	5	5
ThomasAM_2019_c	PWY-6185	7	7	7
ThomasAM_2019_c	PWY-7268	5	7	7
ThomasAM_2019_c	PWY-7560	9	2	2
ThomasAM_2019_c	PWY-6470	17	2	2
ThomasAM_2019_c	UDPNACETYLGALSYN-PWY	6	1	1
ThomasAM_2019_c	PWY-6797	7	1	1
ThomasAM_2019_c	PWY-6467	5	2	2
ThomasAM_2019_c	PWY-5692	4	2	2
ThomasAM_2019_c	URDEGR-PWY	4	2	2
ThomasAM_2019_c	PWY1F-823	4	4	4
ThomasAM_2019_c	PWY-3781	4	9	9
ThomasAM_2019_c	PWY-7115	11	2	2
ThomasAM_2019_c	PWY-6270	10	1	1
ThomasAM_2019_c	PWY-7294	7	1	1
ThomasAM_2019_c	P562-PWY	7	3	3
ThomasAM_2019_c	PWY-4321	5	2	2
ThomasAM_2019_c	PWY-7279	4	7	7
ThomasAM_2019_c	PWY-7245	8	4	4
ThomasAM_2019_c	PWY-5022	7	2	2
ThomasAM_2019_c	PWY-7196	10	1	1
ThomasAM_2019_c	PWY-6215	4	1	1
ThomasAM_2019_c	PWY-5654	4	1	1
ThomasAM_2019_c	PWY-6210	4	1	1
ThomasAM_2019_c	PWY-6107	7	1	1
ThomasAM_2019_c	PWY-7383	7	1	1
ThomasAM_2019_c	PWY-622	10	1	1
ThomasAM_2019_c	PWY-5534	7	1	1
ThomasAM_2019_c	PWY-5180	7	1	1
ThomasAM_2019_c	PWY-5182	10	1	1
ThomasAM_2019_c	PWY-5415	5	1	1
ThomasAM_2019_c	PWY-4361	8	1	1
ThomasAM_2019_c	PWY-5345	12	1	1
ThomasAM_2019_c	PWY-821	11	1	1
ThomasAM_2019_c	PWY5F9-12	5	1	1
ThomasAM_2019_c	PWY-6113	268	1	1
ThomasAM_2019_c	PWY-181	9	1	1
VogtmannE_2016	DTDPRHAMSYN-PWY	4	241	242
VogtmannE_2016	PWY-1042	10	159	159
VogtmannE_2016	PWY-6609	4	282	282
VogtmannE_2016	PWY-5686	6	261	261
VogtmannE_2016	ILEUSYN-PWY	7	150	151
VogtmannE_2016	PWY-7111	5	270	270
VogtmannE_2016	VALSYN-PWY	4	268	270
VogtmannE_2016	TRNA-CHARGING-PWY	21	150	150
VogtmannE_2016	PWY-6386	8	245	245
VogtmannE_2016	PWY-7221	4	299	299
VogtmannE_2016	PEPTIDOGLYCANSYN-PWY	10	270	270
VogtmannE_2016	PWY-6387	8	279	279
VogtmannE_2016	PWY-6385	14	234	234
VogtmannE_2016	COA-PWY-1	5	315	315
VogtmannE_2016	PWY-6700	4	281	281
VogtmannE_2016	PWY-5667	4	188	189
VogtmannE_2016	PWY0-1319	4	190	191
VogtmannE_2016	PWY-6163	5	191	191
VogtmannE_2016	PWY-5695	4	159	160
VogtmannE_2016	ARO-PWY	7	127	128
VogtmannE_2016	PWY-3841	11	214	214
VogtmannE_2016	PWY-6151	4	211	211
VogtmannE_2016	ANAGLYCOLYSIS-PWY	11	60	60
VogtmannE_2016	CALVIN-PWY	13	81	82
VogtmannE_2016	COMPLETE-ARO-PWY	17	104	105
VogtmannE_2016	PWY-5097	7	195	195
VogtmannE_2016	1CMET2-PWY	9	167	167
VogtmannE_2016	COA-PWY	4	269	269
VogtmannE_2016	ARGSYN-PWY	9	143	143
VogtmannE_2016	PWY-7400	14	142	142
VogtmannE_2016	PWY-6121	5	288	288
VogtmannE_2016	HISTSYN-PWY	11	173	173
VogtmannE_2016	ARGSYNBSUB-PWY	9	168	168
VogtmannE_2016	PWY-6122	5	319	319
VogtmannE_2016	PWY-6277	5	319	319
VogtmannE_2016	PWY0-1586	12	106	106
VogtmannE_2016	RIBOSYN2-PWY	9	184	185
VogtmannE_2016	PWY-2942	8	208	208
VogtmannE_2016	PWY-6527	7	77	77
VogtmannE_2016	PWY-724	10	75	75
VogtmannE_2016	BRANCHED-CHAIN-AA-SYN-PWY	19	148	149
VogtmannE_2016	PWY-7229	8	77	77
VogtmannE_2016	PWY-6317	5	78	78
VogtmannE_2016	GLUTORN-PWY	5	148	148
VogtmannE_2016	PANTOSYN-PWY	9	128	128
VogtmannE_2016	PWY-6123	6	176	176
VogtmannE_2016	PWY-6124	5	181	181
VogtmannE_2016	PWY-5103	7	153	154
VogtmannE_2016	PWY-6168	9	88	88
VogtmannE_2016	PWY-6126	8	76	76
VogtmannE_2016	PWY-3001	13	69	69
VogtmannE_2016	PWY-5973	5	76	77
VogtmannE_2016	PANTO-PWY	4	155	155
VogtmannE_2016	PWY-7220	4	182	182
VogtmannE_2016	PWY-7222	4	182	182
VogtmannE_2016	PYRIDNUCSYN-PWY	6	82	82
VogtmannE_2016	PWY-7357	6	95	95
VogtmannE_2016	GLYCOGENSYNTH-PWY	4	91	91
VogtmannE_2016	SER-GLYSYN-PWY	4	128	128
VogtmannE_2016	PWY-7237	10	88	88
VogtmannE_2016	THRESYN-PWY	6	100	100
VogtmannE_2016	TRPSYN-PWY	7	112	112
VogtmannE_2016	PWY-6936	5	124	124
VogtmannE_2016	PWY-6125	8	75	75
VogtmannE_2016	NONOXIPENT-PWY	5	122	123
VogtmannE_2016	PWY-6897	5	41	41
VogtmannE_2016	PWY-7228	6	88	88
VogtmannE_2016	HSERMETANA-PWY	4	70	70
VogtmannE_2016	PWY-6703	4	138	138
VogtmannE_2016	THISYN-PWY	12	15	15
VogtmannE_2016	THISYNARA-PWY	7	59	59
VogtmannE_2016	PWY-5154	9	28	28
VogtmannE_2016	PWY0-166	14	35	35
VogtmannE_2016	PWY-6892	8	54	54
VogtmannE_2016	OANTIGEN-PWY	10	42	42
VogtmannE_2016	ARGININE-SYN4-PWY	4	44	44
VogtmannE_2016	PHOSLIPSYN-PWY	10	20	20
VogtmannE_2016	PWY-7282	10	18	18
VogtmannE_2016	PWY-7184	9	36	36
VogtmannE_2016	PWY-6147	5	58	58
VogtmannE_2016	COBALSYN-PWY	9	37	37
VogtmannE_2016	RHAMCAT-PWY	5	50	50
VogtmannE_2016	PWY0-845	11	27	27
VogtmannE_2016	PWY4FS-7	6	26	26
VogtmannE_2016	PWY4FS-8	6	26	26
VogtmannE_2016	PWY-6545	9	14	14
VogtmannE_2016	PENTOSE-P-PWY	8	32	32
VogtmannE_2016	CITRULBIO-PWY	8	12	12
VogtmannE_2016	PWY-2941	9	39	39
VogtmannE_2016	PYRIDOXSYN-PWY	7	37	37
VogtmannE_2016	TEICHOICACID-PWY	12	8	8
VogtmannE_2016	PWY-5188	6	91	92
VogtmannE_2016	UDPNAGSYN-PWY	5	147	147
VogtmannE_2016	PWY-5030	6	38	38
VogtmannE_2016	HISDEG-PWY	4	96	96
VogtmannE_2016	PWY-5659	4	43	43
VogtmannE_2016	GLCMANNANAUT-PWY	5	41	41
VogtmannE_2016	PWY-5104	6	34	34
VogtmannE_2016	PWY-4984	5	11	11
VogtmannE_2016	PWY0-1479	10	15	15
VogtmannE_2016	PWY-6305	4	28	28
VogtmannE_2016	PWY0-162	9	19	19
VogtmannE_2016	MET-SAM-PWY	9	25	25
VogtmannE_2016	PWY-5347	9	21	21
VogtmannE_2016	PWY-1269	5	44	44
VogtmannE_2016	METSYN-PWY	8	26	26
VogtmannE_2016	PWY-6353	11	12	12
VogtmannE_2016	NAGLIPASYN-PWY	6	25	25
VogtmannE_2016	GLUCUROCAT-PWY	7	8	8
VogtmannE_2016	PWYG-321	205	6	6
VogtmannE_2016	PWY-5941	6	4	4
VogtmannE_2016	PWY-6519	11	15	15
VogtmannE_2016	PWY-7664	14	29	29
VogtmannE_2016	PWY0-862	6	31	31
VogtmannE_2016	PWY-6282	9	29	29
VogtmannE_2016	PWY-5989	6	22	22
VogtmannE_2016	SALVADEHYPOX-PWY	5	21	21
VogtmannE_2016	PWY-1861	9	8	8
VogtmannE_2016	FASYN-INITIAL-PWY	6	19	19
VogtmannE_2016	P461-PWY	20	18	18
VogtmannE_2016	METH-ACETATE-PWY	6	9	9
VogtmannE_2016	HOMOSER-METSYN-PWY	5	27	27
VogtmannE_2016	PWY-6606	4	17	17
VogtmannE_2016	PWY-7234	6	55	55
VogtmannE_2016	PWY0-1241	5	34	34
VogtmannE_2016	LACTOSECAT-PWY	4	24	24
VogtmannE_2016	PWY-7316	4	4	4
VogtmannE_2016	PWY-4041	6	35	35
VogtmannE_2016	PWY-7013	5	20	20
VogtmannE_2016	GOLPDLCAT-PWY	4	16	16
VogtmannE_2016	PWY-6891	7	14	14
VogtmannE_2016	PWY0-1297	7	51	51
VogtmannE_2016	PWY-7315	4	23	23
VogtmannE_2016	PWY-6953	5	2	2
VogtmannE_2016	PWY-6588	5	5	5
VogtmannE_2016	PWY-6749	10	4	4
VogtmannE_2016	PWY-7371	5	10	10
VogtmannE_2016	PWY-5138	5	17	17
VogtmannE_2016	HEME-BIOSYNTHESIS-II	4	18	18
VogtmannE_2016	PWY-7031	6	3	3
VogtmannE_2016	PWY-5101	8	4	4
VogtmannE_2016	PWY-6876	5	1	1
VogtmannE_2016	DENOVOPURINE2-PWY	27	14	14
VogtmannE_2016	PWY66-409	17	11	11
VogtmannE_2016	PWY-7187	7	14	14
VogtmannE_2016	PWY-7323	6	9	9
VogtmannE_2016	PWY-7456	7	5	5
VogtmannE_2016	PWY-7312	4	3	3
VogtmannE_2016	BIOTIN-BIOSYNTHESIS-PWY	16	14	14
VogtmannE_2016	PWY-7198	7	12	12
VogtmannE_2016	PWY0-1061	6	25	25
VogtmannE_2016	FUCCAT-PWY	4	15	15
VogtmannE_2016	P161-PWY	5	26	26
VogtmannE_2016	PWY-6572	8	1	1
VogtmannE_2016	PWY-5367	6	13	13
VogtmannE_2016	PWY-6478	4	3	3
VogtmannE_2016	P125-PWY	5	10	10
VogtmannE_2016	GLUCONEO-PWY	13	18	18
VogtmannE_2016	GLYCOLYSIS	12	27	27
VogtmannE_2016	PWY-5484	11	26	26
VogtmannE_2016	NONMEVIPP-PWY	9	9	9
VogtmannE_2016	GLYCOCAT-PWY	8	14	14
VogtmannE_2016	DAPLYSINESYN-PWY	9	18	18
VogtmannE_2016	GLUCOSE1PMETAB-PWY	5	17	17
VogtmannE_2016	PWY-5384	4	20	20
VogtmannE_2016	PWY-6143	6	1	1
VogtmannE_2016	P124-PWY	15	4	4
VogtmannE_2016	P164-PWY	15	11	11
VogtmannE_2016	PWY-841	21	14	14
VogtmannE_2016	PWY0-1261	12	17	17
VogtmannE_2016	NAD-BIOSYNTHESIS-II	5	19	19
VogtmannE_2016	PPGPPMET-PWY	6	17	17
VogtmannE_2016	PWY-5005	8	9	9
VogtmannE_2016	FERMENTATION-PWY	17	14	14
VogtmannE_2016	PWY-7117	14	15	15
VogtmannE_2016	HEMESYN2-PWY	4	14	14
VogtmannE_2016	PWY-5863	16	8	8
VogtmannE_2016	PWY-5913	9	18	18
VogtmannE_2016	PWY-5837	7	16	16
VogtmannE_2016	ANAEROFRUCAT-PWY	14	11	11
VogtmannE_2016	PWY-6471	16	8	8
VogtmannE_2016	COLANSYN-PWY	12	6	6
VogtmannE_2016	PRPP-PWY	49	2	2
VogtmannE_2016	PWY-6901	17	8	8
VogtmannE_2016	PWY-6895	11	3	3
VogtmannE_2016	ARG+POLYAMINE-SYN	17	6	6
VogtmannE_2016	GALACT-GLUCUROCAT-PWY	11	5	5
VogtmannE_2016	GLYCOLYSIS-E-D	16	10	10
VogtmannE_2016	HEXITOLDEGSUPER-PWY	19	10	10
VogtmannE_2016	PWY-5971	31	7	7
VogtmannE_2016	POLYISOPRENSYN-PWY	6	10	10
VogtmannE_2016	PWY-6969	10	3	3
VogtmannE_2016	TCA	11	13	13
VogtmannE_2016	P441-PWY	21	8	8
VogtmannE_2016	SULFATE-CYS-PWY	9	11	11
VogtmannE_2016	PWY-6629	14	7	7
VogtmannE_2016	FUC-RHAMCAT-PWY	12	5	5
VogtmannE_2016	POLYAMSYN-PWY	8	8	8
VogtmannE_2016	PWY-6859	4	7	7
VogtmannE_2016	PWY-5690	10	3	3
VogtmannE_2016	PWY-6628	10	7	7
VogtmannE_2016	FAO-PWY	7	15	15
