cohort	pathway_id	size	hits	n_samples
ThomasAM_2018b	PWY0-1415	6	36	60
ThomasAM_2018b	PWY-7385	9	40	60
ThomasAM_2018b	PWY-7198	7	60	60
ThomasAM_2018b	PWY4LZ-257	9	60	60
ThomasAM_2018b	P23-PWY	13	41	60
ThomasAM_2018b	PWY0-1241	5	60	60
ThomasAM_2018b	PWY-5656	4	29	60
ThomasAM_2018b	REDCITCYC	10	45	60
ThomasAM_2018b	PWY-5920	8	31	60
ThomasAM_2018b	P161-PWY	5	60	60
ThomasAM_2018b	PWY-7312	4	29	60
ThomasAM_2018b	ALLANTOINDEG-PWY	7	33	60
ThomasAM_2018b	PWY0-42	5	31	60
ThomasAM_2018b	PWY-5747	6	35	60
ThomasAM_2018b	PWY-5265	17	27	60
ThomasAM_2018b	PWY-7094	6	32	60
ThomasAM_2018b	AST-PWY	5	28	60
ThomasAM_2018b	ECASYN-PWY	10	23	60
ThomasAM_2018b	P125-PWY	5	44	60
ThomasAM_2018b	PWY-5941	6	58	60
ThomasAM_2018b	PWY-6415	10	30	60
ThomasAM_2018b	P122-PWY	18	32	60
ThomasAM_2018b	RUMP-PWY	6	54	60
ThomasAM_2018b	NONMEVIPP-PWY	9	58	60
ThomasAM_2018b	PWY-5138	5	44	60
ThomasAM_2018b	PWY-5910	10	34	60
ThomasAM_2018b	PWY-7560	9	58	60
ThomasAM_2018b	P562-PWY	7	11	60
ThomasAM_2018b	PWY-7446	5	24	60
ThomasAM_2018b	PWY-5121	12	58	60
ThomasAM_2018b	GLYCOL-GLYOXDEG-PWY	4	34	60
ThomasAM_2018b	PWY-5392	13	28	60
ThomasAM_2018b	PWY-922	7	34	60
ThomasAM_2018b	P124-PWY	15	58	60
ThomasAM_2018b	PWY-6823	6	24	60
ThomasAM_2018b	UBISYN-PWY	13	29	60
ThomasAM_2018b	PWY-5705	4	31	60
ThomasAM_2018b	KDO-NAGLIPASYN-PWY	17	27	60
ThomasAM_2018b	PWY-5855	8	31	60
ThomasAM_2018b	PWY-5856	8	31	60
ThomasAM_2018b	PWY-5857	8	31	60
ThomasAM_2018b	PWY-6708	8	31	60
ThomasAM_2018b	PWY-7392	13	57	60
ThomasAM_2018b	PWY3DJ-35471	10	15	60
ThomasAM_2018b	PWY-6263	11	45	60
ThomasAM_2018b	PWY-6270	10	58	60
ThomasAM_2018b	PWY0-41	8	23	60
ThomasAM_2018b	PWY-6572	8	38	60
ThomasAM_2018b	PWY490-3	4	26	60
ThomasAM_2018b	PWY-5692	4	24	60
ThomasAM_2018b	URDEGR-PWY	4	24	60
ThomasAM_2018b	PROPFERM-PWY	10	31	60
ThomasAM_2018b	PWY-7399	5	8	60
ThomasAM_2018b	PWY-7371	5	35	60
ThomasAM_2018b	PWY-6837	5	29	60
ThomasAM_2018b	PWY-7209	5	50	60
ThomasAM_2018b	PWY-5004	12	34	60
ThomasAM_2018b	PWY-6143	6	37	60
ThomasAM_2018b	LPSSYN-PWY	26	22	60
ThomasAM_2018b	PWY-7316	4	27	60
ThomasAM_2018b	PWY0-1533	4	17	60
ThomasAM_2018b	PWY1F-823	4	2	60
ThomasAM_2018b	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	4	12	60
ThomasAM_2018b	PWY66-389	4	48	60
ThomasAM_2018b	P221-PWY	5	34	60
ThomasAM_2018b	PWY-622	10	50	60
ThomasAM_2018b	P162-PWY	10	37	60
ThomasAM_2018b	PWY-6167	10	22	60
ThomasAM_2018b	PWY-5101	8	31	60
ThomasAM_2018b	PWY-7391	8	13	60
ThomasAM_2018b	PWY66-391	7	33	60
ThomasAM_2018b	PWY-6165	12	18	60
ThomasAM_2018b	METHANOGENESIS-PWY	6	26	60
ThomasAM_2018b	PWY-7286	4	25	60
ThomasAM_2018b	PWY-6349	6	25	60
ThomasAM_2018b	PWY-6174	7	14	60
ThomasAM_2018b	PWY-5198	6	25	60
ThomasAM_2018b	PWY0-881	17	25	60
ThomasAM_2018b	PWY-6595	6	57	60
ThomasAM_2018b	PWY-7200	9	3	60
ThomasAM_2018b	PWY-6953	5	14	60
ThomasAM_2018b	PWY-4722	5	19	60
ThomasAM_2018b	PWY-6749	10	26	60
ThomasAM_2018b	PWY-7210	8	44	60
ThomasAM_2018b	PWY66-367	5	20	60
ThomasAM_2018b	AEROBACTINSYN-PWY	4	8	60
ThomasAM_2018b	PWY-6876	5	23	60
ThomasAM_2018b	PWY-7269	5	25	60
ThomasAM_2018b	PWY-3781	4	24	60
ThomasAM_2018b	PWY-5677	7	21	60
ThomasAM_2018b	PWY-6906	8	5	60
ThomasAM_2018b	UDPNACETYLGALSYN-PWY	6	8	60
ThomasAM_2018b	PWY-6318	9	30	60
ThomasAM_2018b	PWY-7374	6	2	60
ThomasAM_2018b	PWY0-1338	6	22	60
ThomasAM_2018b	PWY-7279	4	10	60
ThomasAM_2018b	CRNFORCAT-PWY	4	11	60
ThomasAM_2018b	PWY-6435	5	20	60
ThomasAM_2018b	P163-PWY	10	15	60
ThomasAM_2018b	ORNDEG-PWY	9	27	60
ThomasAM_2018b	ARGDEG-PWY	11	26	60
ThomasAM_2018b	ORNARGDEG-PWY	11	26	60
ThomasAM_2018b	PWY-3801	19	2	60
ThomasAM_2018b	THREOCAT-PWY	19	17	60
ThomasAM_2018b	PWY-7345	15	2	60
ThomasAM_2018b	PWY0-1277	9	25	60
ThomasAM_2018b	HCAMHPDEG-PWY	5	25	60
ThomasAM_2018b	PWY-6690	5	25	60
ThomasAM_2018b	URSIN-PWY	7	4	60
ThomasAM_2018b	PWY-7165	7	3	60
ThomasAM_2018b	PWY-5181	12	3	60
ThomasAM_2018b	PWY-5417	6	4	60
ThomasAM_2018b	PWY-5431	6	4	60
ThomasAM_2018b	PWY-4321	5	4	60
ThomasAM_2018b	PWY-7039	5	2	60
ThomasAM_2018b	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	8	13	60
ThomasAM_2018b	PWY-6185	7	3	60
ThomasAM_2018b	PWY-6182	7	2	60
ThomasAM_2018b	CATECHOL-ORTHO-CLEAVAGE-PWY	4	4	60
ThomasAM_2018b	PWY-6071	12	7	60
ThomasAM_2018b	PWY0-321	10	7	60
ThomasAM_2018b	PWY-1541	6	2	60
ThomasAM_2018b	PWY66-388	7	18	60
ThomasAM_2018b	PWY-6215	4	4	60
ThomasAM_2018b	PWY-6562	6	16	60
ThomasAM_2018b	PWY-5514	8	4	60
ThomasAM_2018b	LIPASYN-PWY	5	4	60
ThomasAM_2018b	PWY-6478	4	13	60
ThomasAM_2018b	PWY-101	4	8	60
ThomasAM_2018b	PWY-5088	11	13	60
ThomasAM_2018b	PWY-5654	4	4	60
ThomasAM_2018b	PWY-6210	4	5	60
ThomasAM_2018b	PWY-5180	7	7	60
ThomasAM_2018b	PWY-5182	10	8	60
ThomasAM_2018b	PWY-5028	5	3	60
ThomasAM_2018b	PWY-5415	5	11	60
ThomasAM_2018b	PWY-4361	8	1	60
ThomasAM_2018b	PWY-5534	7	1	60
ThomasAM_2018b	PWY-1501	5	1	60
ThomasAM_2018b	PWY-5178	10	1	60
ThomasAM_2018b	PWY-5532	10	1	60
ThomasAM_2018b	PWY-6281	4	1	60
ThomasAM_2018b	PWY-7031	6	4	60
ThomasAM_2018b	PWY-6396	9	7	60
ThomasAM_2018b	PWY-2221	9	3	60
ThomasAM_2018b	PWY-7294	7	7	60
ThomasAM_2018b	PWY-6138	5	3	60
ThomasAM_2018b	P261-PWY	7	3	60
ThomasAM_2018b	DENITRIFICATION-PWY	5	2	60
ThomasAM_2018b	PWY-6565	8	2	60
ThomasAM_2018b	PWY-7218	26	3	60
ThomasAM_2018b	PHOTOALL-PWY	17	3	60
ThomasAM_2018b	PWY-6797	7	2	60
ThomasAM_2018b	PWY-7317	8	2	60
ThomasAM_2018b	PWY-7389	17	1	60
ThomasAM_2018b	PWY-7384	10	1	60
ThomasAM_2018b	DHGLUCONATE-PYR-CAT-PWY	5	1	60
ThomasAM_2018b	PWY1G-0	6	2	60
ThomasAM_2019_c	ILEUSYN-PWY	7	80	80
ThomasAM_2019_c	PWY-7111	5	80	80
ThomasAM_2019_c	VALSYN-PWY	4	80	80
ThomasAM_2019_c	PWY-1042	10	80	80
ThomasAM_2019_c	TRNA-CHARGING-PWY	21	80	80
ThomasAM_2019_c	PWY-5686	6	80	80
ThomasAM_2019_c	PWY-7229	8	80	80
ThomasAM_2019_c	CALVIN-PWY	13	80	80
ThomasAM_2019_c	PWY-6387	8	80	80
ThomasAM_2019_c	PEPTIDOGLYCANSYN-PWY	10	80	80
ThomasAM_2019_c	PWY-6386	8	80	80
ThomasAM_2019_c	PWY-6385	14	80	80
ThomasAM_2019_c	PWY-6609	4	80	80
ThomasAM_2019_c	PWY0-1586	12	80	80
ThomasAM_2019_c	PWY-6126	8	80	80
ThomasAM_2019_c	PWY-5695	4	80	80
ThomasAM_2019_c	PWY-7221	4	80	80
ThomasAM_2019_c	PWY-6122	5	80	80
ThomasAM_2019_c	PWY-6277	5	80	80
ThomasAM_2019_c	DTDPRHAMSYN-PWY	4	80	80
ThomasAM_2019_c	BRANCHED-CHAIN-AA-SYN-PWY	19	80	80
ThomasAM_2019_c	COA-PWY-1	5	80	80
ThomasAM_2019_c	PWY0-1319	4	80	80
ThomasAM_2019_c	PWY-5667	4	80	80
ThomasAM_2019_c	ARO-PWY	7	80	80
ThomasAM_2019_c	PWY-3841	11	80	80
ThomasAM_2019_c	PWY-6163	5	80	80
ThomasAM_2019_c	PWY-6121	5	80	80
ThomasAM_2019_c	COMPLETE-ARO-PWY	17	80	80
ThomasAM_2019_c	PWY-5103	7	80	80
ThomasAM_2019_c	1CMET2-PWY	9	80	80
ThomasAM_2019_c	COA-PWY	4	80	80
ThomasAM_2019_c	ANAGLYCOLYSIS-PWY	11	80	80
ThomasAM_2019_c	PWY-5097	7	80	80
ThomasAM_2019_c	PWY-2942	8	80	80
ThomasAM_2019_c	PWY-7220	4	80	80
ThomasAM_2019_c	PWY-7222	4	80	80
ThomasAM_2019_c	NONOXIPENT-PWY	5	80	80
ThomasAM_2019_c	PWY-7400	14	80	80
ThomasAM_2019_c	ARGSYN-PWY	9	80	80
ThomasAM_2019_c	PWY-3001	13	80	80
ThomasAM_2019_c	ARGSYNBSUB-PWY	9	80	80
ThomasAM_2019_c	PWY-6151	4	80	80
ThomasAM_2019_c	PWY-6700	4	80	80
ThomasAM_2019_c	ANAEROFRUCAT-PWY	14	80	80
ThomasAM_2019_c	PWY-724	10	80	80
ThomasAM_2019_c	GLYCOLYSIS	12	80	80
ThomasAM_2019_c	HISTSYN-PWY	11	80	80
ThomasAM_2019_c	PWY-5973	5	80	80
ThomasAM_2019_c	PANTOSYN-PWY	9	80	80
ThomasAM_2019_c	GLUTORN-PWY	5	80	80
ThomasAM_2019_c	RIBOSYN2-PWY	9	80	80
ThomasAM_2019_c	THRESYN-PWY	6	80	80
ThomasAM_2019_c	PWY-5484	11	80	80
ThomasAM_2019_c	PYRIDNUCSYN-PWY	6	80	80
ThomasAM_2019_c	PANTO-PWY	4	80	80
ThomasAM_2019_c	PHOSLIPSYN-PWY	10	80	80
ThomasAM_2019_c	GLUCONEO-PWY	13	80	80
ThomasAM_2019_c	DENOVOPURINE2-PWY	27	80	80
ThomasAM_2019_c	PWY-841	21	80	80
ThomasAM_2019_c	HSERMETANA-PWY	4	80	80
ThomasAM_2019_c	SALVADEHYPOX-PWY	5	80	80
ThomasAM_2019_c	PWY-6123	6	80	80
ThomasAM_2019_c	SER-GLYSYN-PWY	4	80	80
ThomasAM_2019_c	OANTIGEN-PWY	10	80	80
ThomasAM_2019_c	PWY-6936	5	80	80
ThomasAM_2019_c	PWYG-321	205	80	80
ThomasAM_2019_c	PWY-6168	9	80	80
ThomasAM_2019_c	PWY-5971	31	64	80
ThomasAM_2019_c	PWY-7664	14	80	80
ThomasAM_2019_c	PWY-6124	5	80	80
ThomasAM_2019_c	TRPSYN-PWY	7	80	80
ThomasAM_2019_c	PWY-6527	7	80	80
ThomasAM_2019_c	THISYN-PWY	12	80	80
ThomasAM_2019_c	PWY-6125	8	80	80
ThomasAM_2019_c	PWY0-166	14	80	80
ThomasAM_2019_c	PWY0-862	6	80	80
ThomasAM_2019_c	PWY-6317	5	80	80
ThomasAM_2019_c	PWY-6282	9	80	80
ThomasAM_2019_c	PWY-7187	7	80	80
ThomasAM_2019_c	PWY-5154	9	80	80
ThomasAM_2019_c	FASYN-INITIAL-PWY	6	80	80
ThomasAM_2019_c	PWY-7228	6	80	80
ThomasAM_2019_c	PWY-6895	11	77	80
ThomasAM_2019_c	GLYCOGENSYNTH-PWY	4	80	80
ThomasAM_2019_c	HEXITOLDEGSUPER-PWY	19	80	80
ThomasAM_2019_c	PWY-6629	14	58	80
ThomasAM_2019_c	PWY4FS-7	6	80	80
ThomasAM_2019_c	PWY4FS-8	6	80	80
ThomasAM_2019_c	PWY-6897	5	80	80
ThomasAM_2019_c	UDPNAGSYN-PWY	5	80	80
ThomasAM_2019_c	PWY0-1261	12	80	80
ThomasAM_2019_c	PRPP-PWY	49	80	80
ThomasAM_2019_c	PWY-6901	17	80	80
ThomasAM_2019_c	ARG+POLYAMINE-SYN	17	79	80
ThomasAM_2019_c	MET-SAM-PWY	9	80	80
ThomasAM_2019_c	PWY-5989	6	80	80
ThomasAM_2019_c	PWY-6703	4	80	80
ThomasAM_2019_c	PWY-7357	6	80	80
ThomasAM_2019_c	PWY-5347	9	80	80
ThomasAM_2019_c	PWY-5345	12	73	80
ThomasAM_2019_c	PWY0-162	9	80	80
ThomasAM_2019_c	METSYN-PWY	8	80	80
ThomasAM_2019_c	P461-PWY	20	80	80
ThomasAM_2019_c	PWY-6353	11	80	80
ThomasAM_2019_c	PWY66-399	12	80	80
ThomasAM_2019_c	PWY-1269	5	80	80
ThomasAM_2019_c	PWY-7383	7	80	80
ThomasAM_2019_c	PWY-6113	268	64	80
ThomasAM_2019_c	GLYCOLYSIS-E-D	16	80	80
ThomasAM_2019_c	P441-PWY	21	80	80
ThomasAM_2019_c	PWY-7184	9	80	80
ThomasAM_2019_c	TCA	11	80	80
ThomasAM_2019_c	PENTOSE-P-PWY	8	80	80
ThomasAM_2019_c	PWY-7282	10	80	80
ThomasAM_2019_c	THISYNARA-PWY	7	80	80
ThomasAM_2019_c	PWY-6519	11	80	80
ThomasAM_2019_c	BIOTIN-BIOSYNTHESIS-PWY	16	80	80
ThomasAM_2019_c	SULFATE-CYS-PWY	9	73	80
ThomasAM_2019_c	GLYCOLYSIS-TCA-GLYOX-BYPASS	26	58	80
ThomasAM_2019_c	PWY-6628	10	65	80
ThomasAM_2019_c	PWY66-409	17	80	80
ThomasAM_2019_c	PWY-7234	6	80	80
ThomasAM_2019_c	COLANSYN-PWY	12	80	80
ThomasAM_2019_c	POLYAMSYN-PWY	8	79	80
ThomasAM_2019_c	PWY0-781	25	79	80
ThomasAM_2019_c	PWY-5104	6	80	80
ThomasAM_2019_c	DAPLYSINESYN-PWY	9	80	80
ThomasAM_2019_c	PWY-6892	8	80	80
ThomasAM_2019_c	PWY0-1297	7	80	80
ThomasAM_2019_c	PWY-5723	10	62	80
ThomasAM_2019_c	PWY-6305	4	80	80
ThomasAM_2019_c	P4-PWY	18	80	80
ThomasAM_2019_c	PWY-6630	10	60	80
ThomasAM_2019_c	PWY0-1479	10	80	80
ThomasAM_2019_c	PWY-7323	6	80	80
ThomasAM_2019_c	PWY-5913	9	79	80
ThomasAM_2019_c	PWY-5659	4	80	80
ThomasAM_2019_c	PYRIDNUCSAL-PWY	7	75	80
ThomasAM_2019_c	PWY-7117	14	79	80
ThomasAM_2019_c	CITRULBIO-PWY	8	80	80
ThomasAM_2019_c	FAO-PWY	7	80	80
ThomasAM_2019_c	PWY-6471	16	80	80
ThomasAM_2019_c	PWY-6891	7	77	80
ThomasAM_2019_c	PWY-7237	10	80	80
ThomasAM_2019_c	PWY-241	7	79	80
ThomasAM_2019_c	SO4ASSIM-PWY	4	73	80
ThomasAM_2019_c	PWY-6147	5	80	80
ThomasAM_2019_c	PWY0-845	11	80	80
ThomasAM_2019_c	PWY-6285	53	55	80
ThomasAM_2019_c	PWY-2941	9	80	80
ThomasAM_2019_c	GALACT-GLUCUROCAT-PWY	11	80	80
ThomasAM_2019_c	PWY-6969	10	78	80
ThomasAM_2019_c	GLCMANNANAUT-PWY	5	80	80
ThomasAM_2019_c	HISDEG-PWY	4	80	80
ThomasAM_2019_c	PWY-4041	6	80	80
ThomasAM_2019_c	HOMOSER-METSYN-PWY	5	80	80
ThomasAM_2019_c	PWY0-1298	6	80	80
ThomasAM_2019_c	PWY-5188	6	80	80
ThomasAM_2019_c	NAGLIPASYN-PWY	6	80	80
ThomasAM_2019_c	GLUCUROCAT-PWY	7	80	80
ThomasAM_2019_c	RHAMCAT-PWY	5	80	80
ThomasAM_2019_c	PWY4LZ-257	9	79	80
ThomasAM_2019_c	TCA-GLYOX-BYPASS	13	58	80
ThomasAM_2019_c	PWY-4984	5	80	80
ThomasAM_2019_c	PWY-6545	9	80	80
ThomasAM_2019_c	FERMENTATION-PWY	17	79	80
ThomasAM_2019_c	PWY-5136	5	80	80
ThomasAM_2019_c	PWY-5838	10	72	80
ThomasAM_2019_c	P161-PWY	5	79	80
ThomasAM_2019_c	COBALSYN-PWY	9	80	80
ThomasAM_2019_c	PWY-7456	7	80	80
ThomasAM_2019_c	PWY-5675	4	58	80
ThomasAM_2019_c	PYRIDOXSYN-PWY	7	80	80
ThomasAM_2019_c	PWY-821	11	69	80
ThomasAM_2019_c	FUC-RHAMCAT-PWY	12	80	80
ThomasAM_2019_c	PWY-5897	10	72	80
ThomasAM_2019_c	PWY-5898	10	72	80
ThomasAM_2019_c	PWY-5899	10	72	80
ThomasAM_2019_c	ARGININE-SYN4-PWY	4	80	80
ThomasAM_2019_c	GLUCOSE1PMETAB-PWY	5	77	80
ThomasAM_2019_c	P42-PWY	7	78	80
ThomasAM_2019_c	PWY-6606	4	80	80
ThomasAM_2019_c	PWY-4702	14	50	80
ThomasAM_2019_c	FUCCAT-PWY	4	80	80
ThomasAM_2019_c	PWY-5030	6	80	80
ThomasAM_2019_c	GLYCOCAT-PWY	8	78	80
ThomasAM_2019_c	PWY-6284	20	64	80
ThomasAM_2019_c	PWY-6876	5	50	80
ThomasAM_2019_c	PWY-5861	9	72	80
ThomasAM_2019_c	PWY-7211	18	80	80
ThomasAM_2019_c	ENTBACSYN-PWY	11	47	80
ThomasAM_2019_c	POLYISOPRENSYN-PWY	6	80	80
ThomasAM_2019_c	PWY-5840	10	72	80
ThomasAM_2019_c	PWY-5845	10	69	80
ThomasAM_2019_c	PWY-5850	10	52	80
ThomasAM_2019_c	PWY-5896	10	52	80
ThomasAM_2019_c	ORNDEG-PWY	9	42	80
ThomasAM_2019_c	GALACTARDEG-PWY	4	79	80
ThomasAM_2019_c	GLUCARGALACTSUPER-PWY	4	79	80
ThomasAM_2019_c	PWY0-1061	6	79	80
ThomasAM_2019_c	PWY-7198	7	80	80
ThomasAM_2019_c	PWY-6549	10	80	80
ThomasAM_2019_c	PWY-561	15	54	80
ThomasAM_2019_c	PWY-6531	5	77	80
ThomasAM_2019_c	ARGDEG-PWY	11	41	80
ThomasAM_2019_c	ORNARGDEG-PWY	11	41	80
ThomasAM_2019_c	PWY-5918	10	67	80
ThomasAM_2019_c	P105-PWY	10	54	80
ThomasAM_2019_c	PWY-7115	11	79	80
ThomasAM_2019_c	PWY-5505	7	80	80
ThomasAM_2019_c	PWY-5180	7	19	80
ThomasAM_2019_c	PWY-5182	10	19	80
ThomasAM_2019_c	PWY-5189	4	67	80
ThomasAM_2019_c	P164-PWY	15	80	80
ThomasAM_2019_c	POLYAMINSYN3-PWY	8	67	80
ThomasAM_2019_c	PWY-5384	4	80	80
ThomasAM_2019_c	FOLSYN-PWY	12	76	80
ThomasAM_2019_c	PWY-5860	9	52	80
ThomasAM_2019_c	PWY-5862	9	69	80
ThomasAM_2019_c	HEMESYN2-PWY	4	79	80
ThomasAM_2019_c	PWY-7315	4	75	80
ThomasAM_2019_c	PWY-6803	4	59	80
ThomasAM_2019_c	PWY-7328	6	77	80
ThomasAM_2019_c	PWY0-1277	9	40	80
ThomasAM_2019_c	GLUDEG-I-PWY	4	73	80
ThomasAM_2019_c	PWY-6731	4	77	80
ThomasAM_2019_c	PWY-5690	10	80	80
ThomasAM_2019_c	PWY-7196	10	79	80
ThomasAM_2019_c	PWY-7210	8	65	80
ThomasAM_2019_c	PWY-7254	10	59	80
ThomasAM_2019_c	PWY-7385	9	51	80
ThomasAM_2019_c	PWY-5656	4	51	80
ThomasAM_2019_c	PWY-7204	9	49	80
ThomasAM_2019_c	PWY-6859	4	80	80
ThomasAM_2019_c	PWY-5022	7	80	80
ThomasAM_2019_c	GLUCARDEG-PWY	4	79	80
ThomasAM_2019_c	METHGLYUT-PWY	8	76	80
ThomasAM_2019_c	P108-PWY	7	78	80
ThomasAM_2019_c	PWY-5837	7	72	80
ThomasAM_2019_c	HEME-BIOSYNTHESIS-II	4	78	80
ThomasAM_2019_c	NAD-BIOSYNTHESIS-II	5	78	80
ThomasAM_2019_c	PWY-6612	10	76	80
ThomasAM_2019_c	PWY0-1415	6	68	80
ThomasAM_2019_c	PWY-5863	16	72	80
ThomasAM_2019_c	PWY-6470	17	80	80
ThomasAM_2019_c	HCAMHPDEG-PWY	5	40	80
ThomasAM_2019_c	PWY-6690	5	40	80
ThomasAM_2019_c	THREOCAT-PWY	19	28	80
ThomasAM_2019_c	TEICHOICACID-PWY	12	80	80
ThomasAM_2019_c	PPGPPMET-PWY	6	79	80
ThomasAM_2019_c	NONMEVIPP-PWY	9	76	80
ThomasAM_2019_c	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	8	27	80
ThomasAM_2019_c	PWY-5941	6	80	80
ThomasAM_2019_c	PWY0-1241	5	80	80
ThomasAM_2019_c	PWY-6590	9	79	80
ThomasAM_2019_c	P122-PWY	18	60	80
ThomasAM_2019_c	PWY-5367	6	64	80
ThomasAM_2019_c	PWY-7560	9	76	80
ThomasAM_2019_c	LACTOSECAT-PWY	4	80	80
ThomasAM_2019_c	PWY-7094	6	47	80
ThomasAM_2019_c	PWY0-42	5	47	80
ThomasAM_2019_c	PWY-6263	11	58	80
ThomasAM_2019_c	PWY-7269	5	33	80
ThomasAM_2019_c	PWY-5747	6	58	80
ThomasAM_2019_c	P23-PWY	13	56	80
ThomasAM_2019_c	CENTFERM-PWY	7	79	80
ThomasAM_2019_c	AST-PWY	5	50	80
ThomasAM_2019_c	LPSSYN-PWY	26	29	80
ThomasAM_2019_c	PWY-5464	24	70	80
ThomasAM_2019_c	PWY-5121	12	76	80
ThomasAM_2019_c	PWY-5138	5	75	80
ThomasAM_2019_c	REDCITCYC	10	65	80
ThomasAM_2019_c	PWY-7371	5	45	80
ThomasAM_2019_c	PWY-5392	13	41	80
ThomasAM_2019_c	PWY-7446	5	38	80
ThomasAM_2019_c	PWY-622	10	65	80
ThomasAM_2019_c	PWY-6595	6	74	80
ThomasAM_2019_c	PWY66-389	4	65	80
ThomasAM_2019_c	METH-ACETATE-PWY	6	78	80
ThomasAM_2019_c	KDO-NAGLIPASYN-PWY	17	45	80
ThomasAM_2019_c	GOLPDLCAT-PWY	4	80	80
ThomasAM_2019_c	PWY66-398	11	65	80
ThomasAM_2019_c	PWY-5920	8	53	80
ThomasAM_2019_c	UBISYN-PWY	13	44	80
ThomasAM_2019_c	ECASYN-PWY	10	48	80
ThomasAM_2019_c	GLYCOL-GLYOXDEG-PWY	4	48	80
ThomasAM_2019_c	PWY-7013	5	79	80
ThomasAM_2019_c	PWY-5855	8	47	80
ThomasAM_2019_c	PWY-5856	8	47	80
ThomasAM_2019_c	PWY-5857	8	47	80
ThomasAM_2019_c	PWY-6708	8	47	80
ThomasAM_2019_c	PWY-7392	13	76	80
ThomasAM_2019_c	PWY-6270	10	76	80
ThomasAM_2019_c	PWY-7003	16	76	80
ThomasAM_2019_c	PWY-1861	9	78	80
ThomasAM_2019_c	PWY66-391	7	70	80
ThomasAM_2019_c	PWY-6588	5	80	80
ThomasAM_2019_c	PWY-6823	6	49	80
ThomasAM_2019_c	KETOGLUCONMET-PWY	8	52	80
ThomasAM_2019_c	P221-PWY	5	53	80
ThomasAM_2019_c	PWY-7332	20	61	80
ThomasAM_2019_c	PWY-5910	10	44	80
ThomasAM_2019_c	PWY0-1338	6	41	80
ThomasAM_2019_c	PWY-6318	9	56	80
ThomasAM_2019_c	P185-PWY	12	76	80
ThomasAM_2019_c	PWY-7209	5	66	80
ThomasAM_2019_c	PWY-6837	5	45	80
ThomasAM_2019_c	PWY-6071	12	8	80
ThomasAM_2019_c	PWY-6572	8	68	80
ThomasAM_2019_c	PWY0-881	17	49	80
ThomasAM_2019_c	P162-PWY	10	55	80
ThomasAM_2019_c	P124-PWY	15	70	80
ThomasAM_2019_c	PWY0-321	10	8	80
ThomasAM_2019_c	PWY-922	7	44	80
ThomasAM_2019_c	PWY0-41	8	32	80
ThomasAM_2019_c	P163-PWY	10	31	80
ThomasAM_2019_c	PWY-5705	4	41	80
ThomasAM_2019_c	PWY-5677	7	61	80
ThomasAM_2019_c	PWY66-388	7	20	80
ThomasAM_2019_c	P125-PWY	5	63	80
ThomasAM_2019_c	PWY-5088	11	40	80
ThomasAM_2019_c	PWY-6143	6	39	80
ThomasAM_2019_c	P621-PWY	7	40	80
ThomasAM_2019_c	PROPFERM-PWY	10	49	80
ThomasAM_2019_c	PWY-6478	4	48	80
ThomasAM_2019_c	PWY66-367	5	41	80
ThomasAM_2019_c	PWY-5005	8	74	80
ThomasAM_2019_c	DENITRIFICATION-PWY	5	28	80
ThomasAM_2019_c	PWY-3781	4	46	80
ThomasAM_2019_c	PWY-7279	4	23	80
ThomasAM_2019_c	PWY-6138	5	11	80
ThomasAM_2019_c	RUMP-PWY	6	47	80
ThomasAM_2019_c	PWY-6215	4	11	80
ThomasAM_2019_c	CRNFORCAT-PWY	4	12	80
ThomasAM_2019_c	PWY-5692	4	30	80
ThomasAM_2019_c	URDEGR-PWY	4	30	80
ThomasAM_2019_c	PWY1G-0	6	24	80
ThomasAM_2019_c	PWY-5004	12	19	80
ThomasAM_2019_c	PWY-6748	5	5	80
ThomasAM_2019_c	PWY-4722	5	35	80
ThomasAM_2019_c	PWY-101	4	10	80
ThomasAM_2019_c	PWY-7039	5	12	80
ThomasAM_2019_c	ALLANTOINDEG-PWY	7	44	80
ThomasAM_2019_c	PWY-5415	5	21	80
ThomasAM_2019_c	ILEUDEG-PWY	6	1	80
ThomasAM_2019_c	LIPASYN-PWY	5	5	80
ThomasAM_2019_c	PWY-5109	6	1	80
ThomasAM_2019_c	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	4	29	80
ThomasAM_2019_c	PWY0-1533	4	30	80
ThomasAM_2019_c	PWY-5265	17	43	80
ThomasAM_2019_c	P562-PWY	7	43	80
ThomasAM_2019_c	PWY490-3	4	49	80
ThomasAM_2019_c	PWY-7399	5	15	80
ThomasAM_2019_c	PWY-7316	4	34	80
ThomasAM_2019_c	PWY-6749	10	57	80
ThomasAM_2019_c	PWY-6415	10	20	80
ThomasAM_2019_c	PWY-6167	10	6	80
ThomasAM_2019_c	PWY-5101	8	13	80
ThomasAM_2019_c	PWY-7312	4	48	80
ThomasAM_2019_c	METHANOGENESIS-PWY	6	8	80
ThomasAM_2019_c	PWY-7286	4	6	80
ThomasAM_2019_c	PWY-5198	6	7	80
ThomasAM_2019_c	PWY-6349	6	5	80
ThomasAM_2019_c	PWY3DJ-35471	10	33	80
ThomasAM_2019_c	PWY-6906	8	9	80
ThomasAM_2019_c	PWY-7218	26	1	80
